line_code	env_code	Yprd	Yobs	Rep
E102	PR12	1530.744	1502.5346	1
E103	PR12	1561.045	1428.118	1
E105	PR12	1576.665	1574.5283	1
E106	PR12	1569.775	1523.302	1
E114	PR12	1660.103	1448.5393	1
E116	PR12	1474.878	1492.1509	1
E119	PR12	1529.322	1502.5346	1
E120	PR12	1486.016	1502.5346	1
E13	PR12	1524.593	1565.5291	1
E136	PR12	1498.124	1533.6857	1
E141	PR12	1617.795	1502.5346	1
E142	PR12	1550.189	1565.5291	1
E144	PR12	1522.431	1471.3834	1
E145	PR12	1536.691	1512.9183	1
E146	PR12	1557.04	1481.7672	1
E150	PR12	1512.967	1533.3396	1
E157	PR12	1588.927	1407.7	1
E158	PR12	1592.35	1554.4531	1
E162	PR12	1515.056	1502.5346	1
E167	PR12	1636.693	1595.6419	1
E169	PR12	1639.897	1492.1509	1
E171	PR12	1539.287	1512.9183	1
E173	PR12	1455.243	1492.1509	1
E174	PR12	1545.516	1491.1125	1
E180	PR12	1477.834	1470.3451	1
E181	PR12	1548.709	1523.302	1
E185	PR12	1475.185	1470.3451	1
E192	PR12	1472.159	1492.1509	1
E197	PR12	1543.588	1544.0694	1
E198	PR12	1552.341	1533.6857	1
E211	PR12	1532.428	1470.3451	1
E212	PR12	1481.589	1460.3075	1
E223	PR12	1529.873	1575.2206	1
E224	PR12	1492.461	1459.9614	1
E225	PR12	1498.513	1481.7672	1
E227	PR12	1543.375	1512.9183	1
E231	PR12	1578.05	1502.5346	1
E235	PR12	1515	1459.9614	1
E244	PR12	1509.231	1449.9238	1
E25	PR12	1604.052	1543.7233	1
E28	PR12	1494.558	1470.3451	1
E37	PR12	1545.703	1471.3834	1
E38	PR12	1574.906	1595.6419	1
E5	PR12	1606.916	1544.0694	1
E50	PR12	1548.037	1492.1509	1
E52	PR12	1575.78	1602.4222	1
E53	PR12	1491.899	1418.0804	1
E6	PR12	1598.823	1575.2206	1
E62	PR12	1520.768	1470.3451	1
E66	PR12	1483.465	1481.7672	1
E68	PR12	1611.431	1575.2206	1
E69	PR12	1470.013	1448.5393	1
E70	PR12	1519.791	1512.9183	1
E74	PR12	1526.462	1492.1509	1
E77	PR12	1541.465	1407.7	1
E8	PR12	1609.368	1492.1509	1
E84	PR12	1555.205	1492.1509	1
E86	PR12	1644.691	1616.76	1
E93	PR12	1620.243	1595.2958	1
E100	PR12	1598.075	1595.988	1
E101	PR12	1605.728	1512.9183	1
E110	PR12	1612.388	1595.6419	1
E113	PR12	1539.383	1459.9614	1
E118	PR12	1595.417	1512.9183	1
E123	PR12	1608.734	1543.7233	1
E128	PR12	1476.169	1459.9614	1
E130	PR12	1617.312	1533.6857	1
E133	PR12	1522.542	1449.9238	1
E134	PR12	1507.62	1470.6912	1
E137	PR12	1434.968	1448.5393	1
E140	PR12	1550.977	1585.2582	1
E148	PR12	1501.899	1471.3834	1
E149	PR12	1576.582	1523.302	1
E15	PR12	1498.166	1491.1125	1
E152	PR12	1599.275	1533.6857	1
E154	PR12	1541.296	1448.5393	1
E159	PR12	1602.527	1492.1509	1
E165	PR12	1550.553	1502.5346	1
E168	PR12	1506.441	1512.9183	1
E172	PR12	1608.447	1595.988	1
E178	PR12	1603.187	1502.5346	1
E187	PR12	1553.194	1481.7672	1
E19	PR12	1494.685	1470.3451	1
E190	PR12	1552.661	1512.9183	1
E195	PR12	1509.757	1480.7288	1
E199	PR12	1639.913	1491.1125	1
E20	PR12	1494.124	1448.5393	1
E201	PR12	1515.315	1481.7672	1
E205	PR12	1560.31	1492.1509	1
E208	PR12	1522.88	1481.7672	1
E222	PR12	1438.895	1428.118	1
E23	PR12	1520.248	1544.0694	1
E239	PR12	1575.567	1492.1509	1
E24	PR12	1560.316	1492.1509	1
E240	PR12	1570.122	1554.4531	1
E241	PR12	1519.144	1407.7	1
E243	PR12	1534.454	1481.7672	1
E245	PR12	1470.698	1502.5346	1
E248	PR12	1570.294	1575.2206	1
E27	PR12	1480.119	1448.5393	1
E29	PR12	1528.47	1512.9183	1
E31	PR12	1545.335	1428.118	1
E32	PR12	1502.884	1481.7672	1
E33	PR12	1509.03	1533.3396	1
E44	PR12	1538.914	1523.302	1
E45	PR12	1527.26	1575.2206	1
E55	PR12	1566.56	1533.3396	1
E65	PR12	1528.776	1460.3075	1
E7	PR12	1560.84	1492.1509	1
E73	PR12	1638.98	1656.91	1
E75	PR12	1475.315	1502.5346	1
E78	PR12	1570.748	1523.302	1
E80	PR12	1485.762	1481.7672	1
E9	PR12	1671.537	1671.44	1
E90	PR12	1639.54	1460.3075	1
E92	PR12	1582.508	1606.7178	1
E96	PR12	1528.964	1481.7672	1
E99	PR12	1507.143	1470.3451	1
E104	PR12	1529.717	1502.5346	1
E109	PR12	1540.29	1492.1509	1
E112	PR12	1667.155	1501.4962	1
E117	PR12	1590.099	1615.72	1
E12	PR12	1696.147	1492.1509	1
E121	PR12	1522.121	1459.9614	1
E124	PR12	1545.292	1470.3451	1
E125	PR12	1513.586	1512.9183	1
E127	PR12	1548.686	1481.7672	1
E129	PR12	1508.617	1501.4962	1
E132	PR12	1531.805	1533.6857	1
E135	PR12	1547.942	1502.5346	1
E139	PR12	1587	1501.4962	1
E14	PR12	1499.374	1480.7288	1
E143	PR12	1541.797	1518.0591	1
E147	PR12	1656.203	1647.91	1
E16	PR12	1658.76	1586.2965	1
E160	PR12	1538.231	1459.9614	1
E163	PR12	1521.957	1502.5346	1
E164	PR12	1632.201	1533.6857	1
E166	PR12	1638.026	1627.83	1
E176	PR12	1513.115	1502.5346	1
E179	PR12	1629.303	1532.6474	1
E18	PR12	1581.598	1502.5346	1
E183	PR12	1607.131	1502.5346	1
E184	PR12	1536.052	1512.9183	1
E189	PR12	1538.874	1471.3834	1
E194	PR12	1558.935	1459.9614	1
E200	PR12	1552.93	1470.3451	1
E203	PR12	1524.303	1480.7288	1
E206	PR12	1484.999	1470.3451	1
E21	PR12	1524.979	1564.8369	1
E210	PR12	1541.132	1491.1125	1
E214	PR12	1549.408	1554.4531	1
E215	PR12	1723.585	1564.8369	1
E217	PR12	1510.964	1533.6857	1
E219	PR12	1483.366	1544.0694	1
E220	PR12	1570.995	1502.5346	1
E221	PR12	1485.996	1438.5017	1
E226	PR12	1643.702	1523.302	1
E229	PR12	1613.41	1617.45	1
E233	PR12	1512.213	1502.5346	1
E234	PR12	1508.154	1471.3834	1
E34	PR12	1447.362	1438.5017	1
E41	PR12	1571.159	1502.5346	1
E43	PR12	1473.591	1501.4962	1
E46	PR12	1478.511	1459.9614	1
E48	PR12	1568.717	1470.3451	1
E51	PR12	1479.921	1459.9614	1
E54	PR12	1654.016	1481.7672	1
E57	PR12	1568.047	1460.3075	1
E58	PR12	1619.089	1523.302	1
E63	PR12	1491.956	1460.3075	1
E72	PR12	1480.69	1523.302	1
E81	PR12	1467.033	1554.4531	1
E87	PR12	1630.574	1595.988	1
E88	PR12	1651.99	1606.3717	1
E94	PR12	1492.78	1564.8369	1
E95	PR12	1491.39	1492.1509	1
E10	PR12	1539.13	1409.7734	1
E107	PR12	1538.499	1544.0694	1
E108	PR12	1573.662	1595.6419	1
E11	PR12	1621.857	1480.7288	1
E111	PR12	1437.674	1459.9614	1
E115	PR12	1541.651	1544.0694	1
E122	PR12	1425.542	1459.9614	1
E126	PR12	1450.41	1523.302	1
