env_code	pop_code	line_code	Prd_trait_mean	Prd_trait_kPara	Obs_trait	Line_mean
PR12	1	E160	1520.565	1546.301	1459.9614	1853.273
PR14S	1	E160	1846.698	1881.463	1817.98	1793.603
IA13	1	E162	1698.33	1702.515	1653.47	1708.82
IA14	1	E162	1546.075	1533.393	1594.3281	1718.677
KS11	1	E162	1902.287	1926.33	1828.1	1679.715
KS12	1	E162	1975.308	1942.905	1929.1	1662.881
PR11	1	E162	1583.198	1560.481	1501.4585	1734.155
PR12	1	E162	1556.954	1566.055	1502.5346	1733.976
PR14S	1	E162	1696.091	1714.299	1897.3973	1668.165
IA13	1	E163	1743.877	1751.85	1831.2736	1762.683
IA14	1	E163	1517.304	1510.71	1525.499	1813.645
KS11	1	E163	2149.972	2173.932	1963.28	1740.682
KS12	1	E163	2060.006	2009.212	2355.5514	1675.303
PR11	1	E163	1511.472	1478.542	1558.7533	1808.103
PR12	1	E163	1479.062	1513.609	1502.5346	1817.473
PR14S	1	E163	1841.651	1874.827	1670.48	1789.482
IA13	1	E164	1925.877	1937.92	2009.75	1954.811
IA14	1	E164	1559.823	1541.878	1608.9573	2021.61
KS11	1	E164	2485.974	2526.493	2370.361	1894.709
KS12	1	E164	2543.847	2454.496	2739.92	1833.116
PR11	1	E164	1583.576	1528.84	1569.8172	2028.133
PR12	1	E164	1516.533	1561.866	1533.6857	2034.155
PR14S	1	E164	2051.904	2103.761	1906.125	1972.082
IA13	1	E165	1871.551	1884.239	1869.1183	1901.875
IA14	1	E165	1448.961	1431.19	1594.5679	1947.634
KS11	1	E165	2459.832	2500.188	2299.3491	1830.17
KS12	1	E165	2423.115	2339.955	2786.79	1748.93
PR11	1	E165	1513.52	1461.129	1444.95	1972.57
PR12	1	E165	1404.417	1456.798	1502.5346	1962.973
PR14S	1	E165	2000.31	2054.651	1783.06	1916.218
IA13	1	E166	1823.273	1829.159	1757.38	1837.637
IA14	1	E166	1645.631	1635.331	1594.5679	1864.772
KS11	1	E166	2046.822	2066.093	2108.46	1779.124
KS12	1	E166	2179.531	2128.286	2158.28	1770.82
PR11	1	E166	1617.572	1584.377	1684.67	1849.755
PR12	1	E166	1596.9	1617.462	1627.83	1859.229
PR14S	1	E166	1861.385	1887.349	1852.0133	1821.865
IA13	1	E167	1813.928	1820.749	1832.6172	1830.25
IA14	1	E167	1626.707	1619.02	1566.7485	1874.562
KS11	1	E167	2086.02	2102.864	2139.38	1779.123
KS12	1	E167	2192.102	2132.991	2240.42	1762.283
PR11	1	E167	1582.473	1547.19	1703.37	1851.791
PR12	1	E167	1575.471	1602.4	1595.6419	1869.746
PR14S	1	E167	1891.766	1921.386	1735.94	1846.363
IA13	1	E168	1692.388	1697.681	1821.1993	1705.135
IA14	1	E168	1534.781	1525.454	1594.3281	1742.947
KS11	1	E168	1976.247	1998.065	1851.62	1700.065
KS12	1	E168	1972.503	1935.927	2066.31	1664.283
PR11	1	E168	1577.506	1556.146	1488.0238	1760.664
PR12	1	E168	1535.039	1553.279	1512.9183	1756.515
PR14S	1	E168	1757.307	1780.061	1717.61	1722.4
IA13	1	E169	1818.206	1827.577	1821.1993	1841.038
IA14	1	E169	1522.207	1504.063	1552.1193	1885.885
KS11	1	E169	2285.638	2327.367	2094.17	1795.543
KS12	1	E169	2309.247	2245.261	2442.3494	1737.513
PR11	1	E169	1556.416	1511.627	1478.1454	1898.214
PR12	1	E169	1488.653	1520.014	1492.1509	1895.879
PR14S	1	E169	1875.432	1915.598	1987.2926	1813.356
IA13	1	E17	2358.745	2378.234	2218.27	2407.455
IA14	1	E17	1698.538	1643.467	1786.67	2479.388
KS11	1	E17	3142.641	3232.307	3307.95	2225.842
KS12	1	E17	3792.886	3612.244	3317.58	2224.237
PR11	1	E17	1784.265	1672.507	1593.9205	2511.513
PR12	1	E17	1675.683	1722.734	1544.0694	2519.822
PR14S	1	E17	2426.395	2514.167	2894.54	2294.743
IA13	1	E170	2018.259	2030.802	1939.6573	2048.682
IA14	1	E170	1626.931	1605.926	1608.9573	2103.799
KS11	1	E170	2745.538	2811.154	2148.83	2013.82
KS12	1	E170	2536.301	2470.206	2948.98	1880.462
PR11	1	E170	1642.121	1582.382	1593.9205	2106.305
PR12	1	E170	1583.008	1625.757	1533.6857	2116.344
PR14S	1	E170	2044.009	2095.01	2457.72	1962.338
IA13	1	E171	1761.114	1769.283	1736.77	1780.547
IA14	1	E171	1502.055	1492.935	1538.9291	1813.52
KS11	1	E171	2117.46	2139.389	2066.75	1725.55
KS12	1	E171	2122.221	2063.886	2335.45	1680.767
PR11	1	E171	1501.453	1465.005	1558.7533	1810.216
PR12	1	E171	1461.917	1496.584	1512.9183	1817.855
PR14S	1	E171	1845.681	1880.491	1670.48	1791.595
IA13	1	E172	1752.14	1755.787	1776.9527	1760.859
IA14	1	E172	1674.827	1671.99	1566.7485	1795.893
KS11	1	E172	1937.537	1950.826	1853.33	1748.13
KS12	1	E172	1945.079	1915.589	1991.47	1725.107
PR11	1	E172	1614.466	1593.054	1740.52	1766.932
PR12	1	E172	1645.308	1658.114	1595.988	1791.02
PR14S	1	E172	1777.851	1792.69	1817.1	1754.168
IA13	1	E173	2076.263	2094.165	1996.09	2120.382
IA14	1	E173	1500.095	1459.151	1525.2592	2198.853
KS11	1	E173	2754.765	2820.196	3016.26	1950.353
KS12	1	E173	3273.449	3113.355	3044.89	1945.582
PR11	1	E173	1539.922	1443.635	1454.83	2210.592
PR12	1	E173	1400.552	1456.954	1492.1509	2204.372
PR14S	1	E173	2209.398	2290.455	2188.9	2088.247
IA13	1	E174	1774.29	1781.439	1762.5261	1791.97
IA14	1	E174	1557.907	1541.292	1525.499	1831.474
KS11	1	E174	2064.331	2093.585	2123.42	1731.821
KS12	1	E174	2280.47	2213.722	2144.29	1728.342
PR11	1	E174	1551.484	1510.196	1558.7533	1825.932
PR12	1	E174	1529.457	1549.12	1491.1125	1837.205
PR14S	1	E174	1815.664	1847.541	1908.7433	1767.6
IA13	1	E175	2290.858	2311.111	2198.52	2341.231
IA14	1	E175	1594.46	1539.224	1766.04	2413.311
KS11	1	E175	3100.675	3188.194	3294.92	2158.498
KS12	1	E175	3748.286	3561.372	3317.58	2154.721
PR11	1	E175	1711.904	1600.751	1488.0238	2459.647
PR12	1	E175	1590.973	1642.787	1459.9614	2464.324
PR14S	1	E175	2390.922	2482.142	2720.86	2254.174
IA13	1	E176	1827.799	1836.491	1783.1279	1849.049
IA14	1	E176	1537.19	1519.047	1594.5679	1880.476
KS11	1	E176	2212.459	2247.382	2164.78	1785.441
KS12	1	E176	2331.619	2263.393	2356.4452	1753.496
PR11	1	E176	1569.983	1526.304	1523.5862	1892.306
PR12	1	E176	1520.238	1548.135	1502.5346	1895.815
PR14S	1	E176	1878.832	1916.683	1952.3818	1820.84
IA13	1	E177	2130.607	2149.466	2064.39	2176.537
IA14	1	E177	1525.904	1490.123	1579.9387	2257.279
KS11	1	E177	2897.185	2961.528	2997.91	2020.95
KS12	1	E177	3232.457	3078.367	3269.24	1975.728
PR11	1	E177	1561.424	1466.845	1523.5862	2266.671
PR12	1	E177	1426.044	1492.533	1533.6857	2264.987
PR14S	1	E177	2288.054	2371.591	2154.86	2161.458
IA13	1	E178	1714.172	1719.751	1725.13	1727.551
IA14	1	E178	1549.743	1542.438	1538.9291	1758.584
KS11	1	E178	1971.379	1989.702	1912.21	1696.371
KS12	1	E178	2002.297	1958.773	2081.77	1668.111
PR11	1	E178	1534.227	1506.569	1593.9205	1749.419
PR12	1	E178	1532.088	1552.548	1502.5346	1764.65
PR14S	1	E178	1762.52	1786.098	1735.94	1725.749
IA13	1	E179	1679.071	1683.16	1708.33	1688.506
IA14	1	E179	1597.494	1599.253	1474.177	1727.531
KS11	1	E179	1847.119	1851.016	1853.33	1664.339
KS12	1	E179	1859.051	1822.53	1963.74	1645.937
PR11	1	E179	1503.959	1481.59	1740.52	1683.141
PR12	1	E179	1554.136	1573.676	1532.6474	1717.786
PR14S	1	E179	1738.704	1755.335	1566.62	1712.124
IA13	1	E18	1664.593	1669.009	1610.03	1675.556
IA14	1	E18	1542.523	1533.009	1450.9142	1702.076
KS11	1	E18	1864.551	1886.242	1823.09	1640.046
KS12	1	E18	1944.922	1909.495	1911.92	1625.241
PR11	1	E18	1510.998	1483.628	1546.8992	1686.078
PR12	1	E18	1496.519	1509.185	1502.5346	1693.472
PR14S	1	E18	1670.378	1689.571	1817.98	1640.898
IA13	1	E180	2027.511	2044.216	2051.62	2068.686
IA14	1	E180	1510.655	1472.323	1512.0689	2158.611
KS11	1	E180	2697.361	2761.764	2871.91	1931.971
KS12	1	E180	3161.302	3012.502	2940.96	1920.462
PR11	1	E180	1548.173	1458.887	1444.95	2169.797
PR12	1	E180	1423.768	1474.755	1470.3451	2165.565
PR14S	1	E180	2161.416	2236.848	2171.88	2048.642
IA13	1	E181	1692.21	1697.268	1734.31	1704.258
IA14	1	E181	1528.635	1521.806	1594.5679	1727.549
KS11	1	E181	1932.091	1947.648	1867.06	1682.133
KS12	1	E181	1927.558	1891.805	2052.08	1651.297
PR11	1	E181	1554.496	1533.786	1534.65	1737.535
PR12	1	E181	1525.782	1545.806	1523.302	1739.426
PR14S	1	E181	1751.05	1772.599	1653.89	1717.662
IA13	1	E182	1665.495	1669.368	1717.29	1675.075
IA14	1	E182	1562.147	1553.161	1525.499	1707.041
KS11	1	E182	1860.653	1880.361	1803.12	1660.77
KS12	1	E182	1911.972	1883.426	1904.31	1643.905
PR11	1	E182	1570.122	1550.147	1511.3369	1709.401
PR12	1	E182	1527.11	1538.661	1554.107	1702.273
PR14S	1	E182	1695.199	1712.436	1752.08	1669.277
IA13	1	E183	1637.447	1642.757	1725.13	1650.125
IA14	1	E183	1501.055	1495.07	1461.946	1693.989
KS11	1	E183	1882.304	1897.935	1853.33	1628.758
KS12	1	E183	1909.858	1869.871	2004.98	1603.483
PR11	1	E183	1487.142	1462.871	1511.3369	1685.757
PR12	1	E183	1453.046	1474.876	1502.5346	1687.224
PR14S	1	E183	1711.798	1734.9	1566.62	1676.543
IA13	1	E184	1649.928	1653.541	1691.09	1658.253
IA14	1	E184	1565.312	1566.071	1512.0689	1688.09
KS11	1	E184	1817.151	1822.362	1772.59	1644.67
KS12	1	E184	1791.926	1763.141	1919.48	1620.188
PR11	1	E184	1512.347	1495.086	1665.84	1662.461
PR12	1	E184	1546.461	1563.406	1512.9183	1687.948
PR14S	1	E184	1702.354	1716.862	1566.62	1678.998
IA13	1	E185	1683.157	1689.784	1771.4834	1698.819
IA14	1	E185	1493.703	1487.536	1512.0689	1742.055
KS11	1	E185	1981.921	1997.828	1949.3	1669.183
KS12	1	E185	2002.161	1950.589	2147.68	1636.119
PR11	1	E185	1486.344	1457.509	1546.8992	1736.25
PR12	1	E185	1471.182	1498.893	1470.3451	1749.009
PR14S	1	E185	1776.686	1804.945	1566.62	1732.963
IA13	1	E186	2079.264	2096.379	1981.08	2121.78
IA14	1	E186	1502.753	1457.767	1594.3281	2186.239
KS11	1	E186	2692.858	2757.958	3055.81	1942.659
KS12	1	E186	3337.29	3171.902	2916.61	1965.859
PR11	1	E186	1571.867	1476.34	1442.19	2211.595
PR12	1	E186	1452.613	1500.031	1449.9238	2210.306
PR14S	1	E186	2189.653	2268.025	2271.82	2073.324
IA13	1	E187	1882.138	1893.785	1925.1016	1910.264
IA14	1	E187	1526.428	1507.52	1552.1193	1972.428
KS11	1	E187	2405.598	2445.776	2340.1851	1841.083
KS12	1	E187	2519.827	2428.703	2631.87	1792.469
PR11	1	E187	1537.579	1481.429	1546.8992	1973.298
PR12	1	E187	1484.179	1525.924	1481.7672	1984.153
PR14S	1	E187	1990.377	2040.778	1908.7433	1912.99
IA13	1	E188	1816.057	1821.468	1832.3932	1829.416
IA14	1	E188	1675.47	1664.269	1579.9387	1871.492
KS11	1	E188	2054.853	2078.521	2051.32	1792.929
KS12	1	E188	2197.349	2147.407	2102.77	1784.354
PR11	1	E188	1638.647	1605.62	1692.7	1852.699
PR12	1	E188	1639.378	1654.02	1595.6419	1868.875
PR14S	1	E188	1845.233	1868.946	1954.1274	1809.127
IA13	1	E189	1733.804	1740.828	1866.8457	1750.357
IA14	1	E189	1561.766	1557.051	1498.6389	1811.725
KS11	1	E189	2054.624	2070.74	2020.79	1724.7
KS12	1	E189	2102.428	2041.948	2206.86	1693.688
PR11	1	E189	1505.773	1471.647	1668.03	1783.493
PR12	1	E189	1534.855	1562.903	1471.3834	1816.267
PR14S	1	E189	1834.799	1864.333	1636.44	1788.758
IA13	1	E19	2202.943	2223.452	1953.7651	2253.701
IA14	1	E19	1495.796	1445.242	1601.2829	2312.448
KS11	1	E19	2958.211	3036.159	3272.34	2033.939
KS12	1	E19	3585.108	3400.403	3275.3	2033.446
PR11	1	E19	1565.652	1452.942	1454.83	2336.857
PR12	1	E19	1417.782	1479.208	1470.3451	2334.271
PR14S	1	E19	2310.229	2402.884	2448.11	2171.311
IA13	1	E190	1755.672	1762.257	1953.0933	1771.371
IA14	1	E190	1604.914	1597.703	1538.9291	1840.398
KS11	1	E190	2086.071	2107.283	2004.62	1762.783
KS12	1	E190	2138.008	2082.462	2192.9	1731.403
PR11	1	E190	1572.15	1540.337	1642.9175	1823.067
PR12	1	E190	1579.882	1603.304	1512.9183	1844.733
PR14S	1	E190	1850.783	1878.813	1735.94	1807.563
IA13	1	E191	2263.236	2281.681	2037.06	2309.48
IA14	1	E191	1631.384	1578.098	1681.86	2368.68
KS11	1	E191	2975.519	3060.626	3190.45	2117.249
KS12	1	E191	3662.894	3484.789	3117.87	2129.346
PR11	1	E191	1682.791	1571.587	1581.6713	2385.379
PR12	1	E191	1616.944	1658.732	1438.5017	2409.24
PR14S	1	E191	2299.247	2382.217	2846.53	2174.569
IA13	1	E192	1792.448	1800.86	1896.4382	1812.874
IA14	1	E192	1544.521	1528.929	1565.3095	1868.062
KS11	1	E192	2166.98	2196.993	2164.78	1768.151
KS12	1	E192	2315.636	2243.843	2302.07	1745.269
PR11	1	E192	1561.86	1520.578	1535.8354	1872.975
PR12	1	E192	1523.498	1551.066	1492.1509	1880.256
PR14S	1	E192	1882.207	1919.214	1817.1	1826.097
IA13	1	E193	1724.115	1729.847	1869.1183	1737.566
IA14	1	E193	1558.693	1553.652	1623.3466	1778.528
KS11	1	E193	2020.445	2036.089	1901.96	1732.092
KS12	1	E193	1976.809	1936.287	2158.28	1689.372
PR11	1	E193	1578.274	1556.733	1582.0664	1785.408
PR12	1	E193	1565.079	1588.768	1523.302	1795.202
PR14S	1	E193	1813.769	1837.702	1636.44	1776.346
IA13	1	E194	1844.599	1854.141	1938.9855	1867.586
IA14	1	E194	1553.575	1538.086	1608.9573	1922.591
KS11	1	E194	2292.857	2326.371	2202.1973	1823.717
KS12	1	E194	2384.903	2307.256	2454.9355	1781.594
PR11	1	E194	1571.025	1525.593	1582.0664	1927.072
PR12	1	E194	1557.438	1589.475	1459.9614	1947.423
PR14S	1	E194	1937.549	1978.353	1897.3973	1874.517
IA13	1	E195	1731.48	1738.809	1869.1183	1749.335
IA14	1	E195	1512.493	1497.31	1565.3095	1799.97
KS11	1	E195	2097.216	2128.523	2000.15	1727.496
KS12	1	E195	2171.319	2115.393	2203.48	1693.608
PR11	1	E195	1561.891	1528.784	1444.95	1820.029
PR12	1	E195	1501.456	1524.654	1480.7288	1814.066
PR14S	1	E195	1809.375	1841.526	1801.39	1760.623
IA13	1	E196	1661.886	1666.079	1794.3246	1672.001
IA14	1	E196	1559.678	1553	1538.9291	1714.567
KS11	1	E196	1886.296	1903.589	1801.77	1670.76
KS12	1	E196	1907.464	1875.607	1945.55	1646.797
PR11	1	E196	1563.923	1544.765	1535.8354	1715.083
PR12	1	E196	1541.953	1555.97	1523.302	1717.172
PR14S	1	E196	1717.6	1735.711	1686.62	1689.952
IA13	1	E197	1697.67	1703.886	1754.69	1712.385
IA14	1	E197	1523.456	1517.865	1512.0689	1752.822
KS11	1	E197	1972.361	1987.391	1949.3	1679.95
KS12	1	E197	1978.559	1933.584	2144.29	1647.452
PR11	1	E197	1511.636	1484.694	1557.9631	1745.173
PR12	1	E197	1472.547	1500.27	1544.0694	1747.489
PR14S	1	E197	1784.947	1811.748	1566.62	1743.73
IA13	1	E198	1959.267	1971.828	1981.98	1989.661
IA14	1	E198	1562.362	1540.668	1623.3466	2049.433
KS11	1	E198	2568.306	2618.07	2359.8909	1926.675
KS12	1	E198	2596.177	2508.687	2809.28	1851.777
PR11	1	E198	1604.221	1546.105	1535.4403	2064.084
PR12	1	E198	1520.948	1565.757	1533.6857	2064.376
PR14S	1	E198	2057.122	2110.935	2076.32	1973.937
IA13	1	E199	1802.178	1810.864	1896.4382	1823.02
IA14	1	E199	1523.216	1509.303	1634.3785	1866.696
KS11	1	E199	2145.096	2166.507	2254.3345	1763.37
KS12	1	E199	2323.94	2245.206	2329.85	1750.784
PR11	1	E199	1558.129	1518.57	1557.9631	1879.432
PR12	1	E199	1527.207	1558.777	1491.1125	1890.574
PR14S	1	E199	1918.763	1957.153	1670.48	1860.679
IA13	1	E20	1963.569	1978.26	1843.5899	2000.029
IA14	1	E20	1492.929	1456.71	1463.1451	2063.437
KS11	1	E20	2560.654	2624.267	2647.95	1865.969
KS12	1	E20	2950.236	2823.895	2753.43	1848.389
PR11	1	E20	1515.699	1433.216	1432.31	2068.576
PR12	1	E20	1407.577	1450.053	1448.5393	2065.871
PR14S	1	E20	2030.624	2096.518	2254.8	1931.494
IA13	1	E200	1577.805	1581.601	1589.37	1586.661
IA14	1	E200	1487.363	1487.015	1414.22	1615.852
KS11	1	E200	1778.892	1789.607	1650.17	1576.527
KS12	1	E200	1693.28	1671.713	1887.86	1536.912
PR11	1	E200	1442.047	1424.621	1546.8992	1593.739
PR12	1	E200	1443.926	1462.187	1470.3451	1606.498
PR14S	1	E200	1617.7	1632.892	1550.47	1593.144
IA13	1	E201	2042.84	2059.271	1939.2094	2083.371
IA14	1	E201	1501.65	1463.229	1552.1193	2147.886
KS11	1	E201	2739.237	2808.669	2751.35	1948.014
KS12	1	E201	3068.324	2935.555	2990.34	1908.183
PR11	1	E201	1562.789	1476.683	1419.67	2169.961
PR12	1	E201	1426.248	1476.967	1481.7672	2159.611
PR14S	1	E201	2132.904	2205.983	2304.98	2022.409
IA13	1	E202	2267.612	2288.716	2249.58	2319.633
IA14	1	E202	1553.756	1502.229	1754.53	2402.141
KS11	1	E202	3195.171	3286.381	3156.07	2168.551
KS12	1	E202	3634.37	3457.429	3467.31	2116.678
PR11	1	E202	1684.248	1576.29	1442.19	2454.198
PR12	1	E202	1553.59	1613.3	1428.118	2456.543
PR14S	1	E202	2391.006	2484.242	2669.58	2249.633
IA13	1	E203	1727.15	1734.22	1770.1398	1743.676
IA14	1	E203	1524.66	1521.205	1525.499	1784.45
KS11	1	E203	2102.995	2123.555	1869.43	1727.128
KS12	1	E203	1962.439	1920.225	2293.61	1656.431
PR11	1	E203	1500.988	1471.712	1606.1698	1771.005
PR12	1	E203	1502.092	1533.667	1480.7288	1791.911
PR14S	1	E203	1803.344	1831.742	1686.62	1757.596
IA13	1	E204	1829.856	1839.322	1856.802	1853.093
IA14	1	E204	1531.212	1510.242	1565.3095	1901.676
KS11	1	E204	2206.182	2240.415	2315.0187	1776.724
KS12	1	E204	2460.735	2376.261	2356.4452	1769.82
PR11	1	E204	1562.357	1513.426	1500.2731	1912.515
PR12	1	E204	1493.127	1522.944	1512.9183	1910.407
PR14S	1	E204	1914.985	1957.673	1868.596	1851.128
IA13	1	E205	1896.203	1905.494	1910.9938	1918.496
IA14	1	E205	1625.026	1612.91	1594.5679	1971.234
KS11	1	E205	2354.379	2388.546	2166.87	1875.85
KS12	1	E205	2370.629	2299.419	2512.8894	1818.18
PR11	1	E205	1588.936	1541.583	1714.44	1951.255
PR12	1	E205	1614.52	1646.527	1492.1509	1988.303
PR14S	1	E205	1959.418	1997.843	2030.0583	1898.652
IA13	1	E206	1689.335	1696.619	1734.09	1706.851
IA14	1	E206	1451.319	1439.337	1538.6892	1739.418
KS11	1	E206	2015.766	2039.206	1980.83	1665.727
KS12	1	E206	2061.382	2007.919	2182.49	1632.117
PR11	1	E206	1495.802	1464.81	1432.31	1757.147
PR12	1	E206	1432.139	1460.142	1470.3451	1750.808
PR14S	1	E206	1771.668	1803.479	1636.44	1723.126
IA13	1	E207	1663.544	1669.221	1635.11	1677.329
IA14	1	E207	1489.161	1479.521	1474.177	1704.151
KS11	1	E207	1919.145	1940.657	1870.43	1638.109
KS12	1	E207	1958.194	1917.382	2034.67	1610.735
PR11	1	E207	1488.566	1460.349	1488.0238	1701.843
PR12	1	E207	1446.821	1467.741	1492.1509	1701.155
PR14S	1	E207	1703.586	1728.206	1704.52	1665.76
IA13	1	E208	1648.462	1653.917	1663.1	1661.407
IA14	1	E208	1491.5	1486.405	1475.3761	1692.694
KS11	1	E208	1942.408	1962.542	1753.29	1646.375
KS12	1	E208	1845.794	1815.444	2076.19	1592.558
PR11	1	E208	1482.659	1459.151	1511.3369	1686.701
PR12	1	E208	1456.499	1479.648	1481.7672	1691.629
PR14S	1	E208	1695.746	1718.111	1670.48	1660.177
IA13	1	E209	1759.501	1766.729	1721.55	1777.091
IA14	1	E209	1556.761	1545.145	1463.1451	1820.159
KS11	1	E209	2133.397	2167.067	1929.31	1742.465
KS12	1	E209	2126.656	2077.369	2240.42	1690.613
PR11	1	E209	1519.613	1480.419	1580.6873	1800.569
PR12	1	E209	1508.41	1532.328	1481.7672	1817.055
PR14S	1	E209	1783.604	1813.713	1967.2189	1736.147
IA13	1	E21	1693.642	1699.317	1608.01	1707.607
IA14	1	E21	1514.984	1503.345	1475.3761	1729.712
KS11	1	E21	1883.751	1901.794	2015.78	1639.645
KS12	1	E21	2047.218	1998.572	2007.83	1640.97
PR11	1	E21	1506.352	1475.06	1511.3369	1723.719
PR12	1	E21	1442.058	1463.043	1564.8369	1714.802
PR14S	1	E21	1735.903	1761.951	1670.48	1697.195
IA13	1	E210	1948.619	1959.014	1990.33	1973.637
IA14	1	E210	1636.478	1621.06	1645.4103	2031.124
KS11	1	E210	2407.342	2440.566	2370.9783	1910.196
KS12	1	E210	2557.195	2465.709	2580.29	1875.311
PR11	1	E210	1610.558	1556.714	1740.12	2015.339
PR12	1	E210	1639.76	1674.198	1491.1125	2056.84
PR14S	1	E210	2038.324	2082.499	2013.9121	1969.707
IA13	1	E211	1914.09	1928.02	2064.39	1948.045
IA14	1	E211	1537.83	1512.591	1426.45	2054.368
KS11	1	E211	2568.276	2624.522	2462.17	1881.748
KS12	1	E211	2753.285	2642.853	2782.39	1828.378
PR11	1	E211	1521.581	1450.204	1500.2731	2042.064
PR12	1	E211	1437.83	1484.208	1470.3451	2047.052
PR14S	1	E211	2043.814	2104.874	2046.64	1951.003
IA13	1	E212	1563.13	1567	1622.56	1572.231
IA14	1	E212	1468.426	1466.279	1426.45	1604.916
KS11	1	E212	1754.09	1764.358	1686.97	1561.496
KS12	1	E212	1724.27	1697.943	1856.17	1533.296
PR11	1	E212	1444.121	1427.054	1501.4585	1592.415
PR12	1	E212	1432.597	1450.036	1460.3075	1599.273
PR14S	1	E212	1617.685	1633.912	1502.03	1592.319
IA13	1	E213	1579.506	1581.978	1682.13	1585.432
IA14	1	E213	1527.162	1523.893	1501.0371	1615.614
KS11	1	E213	1712.676	1722.021	1667.98	1587.79
KS12	1	E213	1722.269	1703.614	1752.7	1573.67
PR11	1	E213	1525.201	1514.332	1511.3369	1613.898
PR12	1	E213	1508.318	1517.337	1512.9183	1613.634
PR14S	1	E213	1621.003	1631.776	1566.62	1604.684
IA13	1	E214	1790.782	1798.212	1832.6172	1808.438
IA14	1	E214	1555.935	1547.091	1623.3466	1843.316
KS11	1	E214	2158.139	2182.066	2008.18	1779.177
KS12	1	E214	2101.998	2054.056	2342.75	1723.416
PR11	1	E214	1581.325	1550.953	1569.8172	1852.238
PR12	1	E214	1537.651	1568.272	1554.4531	1854.798
PR14S	1	E214	1870.716	1901.966	1752.08	1821.861
IA13	1	E215	1930.679	1942.019	1953.3172	1957.236
IA14	1	E215	1585.477	1578.653	1634.3785	2010.392
KS11	1	E215	2516.62	2549.028	2176.41	1920.054
KS12	1	E215	2295.206	2229.779	2841.63	1809.184
PR11	1	E215	1574.104	1528.715	1690.73	2001.001
PR12	1	E215	1545.666	1597.376	1564.8369	2021.983
PR14S	1	E215	2050.6	2096.614	1835.4307	1976.884
IA13	1	E217	1710.252	1716.31	1821.1993	1724.71
IA14	1	E217	1565.263	1558.989	1487.607	1780.309
KS11	1	E217	2021.145	2042.394	1898.68	1711.796
KS12	1	E217	2006.806	1964.2	2144.32	1670.856
PR11	1	E217	1535.472	1507.011	1582.0664	1764.565
PR12	1	E217	1512.305	1536.27	1533.6857	1772.629
PR14S	1	E217	1784.408	1810.086	1701.9	1744.593
IA13	1	E218	1992.42	2007.469	1854.4426	2029.342
IA14	1	E218	1472.407	1439.049	1594.3281	2072.694
KS11	1	E218	2598.363	2654.947	2676.47	1892.337
KS12	1	E218	2906.114	2781.683	2862.93	1861.26
PR11	1	E218	1538.903	1461.956	1444.95	2097.59
PR12	1	E218	1430.55	1479.189	1459.9614	2095.088
PR14S	1	E218	2083.366	2150.115	2137.41	1982.18
IA13	1	E219	1909.167	1918.009	1851.8376	1930.834
IA14	1	E219	1654.326	1637.82	1552.1193	1980.787
KS11	1	E219	2259.24	2291.091	2330.6883	1851.025
KS12	1	E219	2500.069	2416.595	2377.9454	1843.149
PR11	1	E219	1595.464	1542.383	1733.54	1950.55
PR12	1	E219	1607.652	1634.275	1544.0694	1982.128
PR14S	1	E219	1957.45	1996.087	2046.64	1898.367
IA13	1	E22	2168.398	2187.721	2025.62	2215.512
IA14	1	E22	1556.521	1520.594	1538.6892	2296.667
KS11	1	E22	2874.966	2933.597	3184.99	2022.283
KS12	1	E22	3380.58	3205.502	3246.84	2011.975
PR11	1	E22	1529.953	1425.482	1654.7716	2277.32
PR12	1	E22	1448.214	1514.879	1512.9183	2300.962
PR14S	1	E22	2324.098	2410.213	2154.86	2193.972
IA13	1	E220	1877.528	1885.408	1953.3172	1896.804
IA14	1	E220	1638.792	1622.152	1663.64	1945.083
KS11	1	E220	2261.38	2296.142	2160.46	1862.28
KS12	1	E220	2391.975	2323.591	2334.95	1833.198
PR11	1	E220	1652.639	1611.063	1642.9175	1948.537
PR12	1	E220	1658.958	1679.743	1502.5346	1971.934
PR14S	1	E220	1928.353	1962.083	2076.32	1876.303
IA13	1	E221	1908.367	1924.599	1981.98	1947.392
IA14	1	E221	1442.87	1420.525	1382.09	2047.373
KS11	1	E221	2739.979	2804.218	2343.0104	1887.22
KS12	1	E221	2638.813	2537.525	3086.73	1763.267
PR11	1	E221	1441.629	1367.704	1419.67	2041.11
PR12	1	E221	1321.753	1385.232	1438.5017	2037.971
PR14S	1	E221	2048.999	2117.754	2014.3484	1941.997
IA13	1	E222	1845.877	1859.858	1773.7227	1879.754
IA14	1	E222	1430.828	1408.972	1342.51	1951.623
KS11	1	E222	2494.607	2548.437	2313.0956	1789.858
KS12	1	E222	2541.094	2444.148	2782.63	1711.603
PR11	1	E222	1404.438	1334.381	1444.95	1934.549
PR12	1	E222	1311.255	1363.838	1428.118	1937.355
PR14S	1	E222	1940.358	2000.438	1967.2189	1847.504
IA13	1	E223	1755.602	1762.237	1723.05	1771.51
IA14	1	E223	1577.553	1570.578	1474.177	1812.989
KS11	1	E223	2073.288	2096.781	1949.96	1733.692
KS12	1	E223	2043.402	2000.43	2229.57	1687.09
PR11	1	E223	1530.049	1496.63	1618.8141	1788.883
PR12	1	E223	1497.921	1525.548	1575.2206	1796.149
PR14S	1	E223	1805.565	1833.531	1781.32	1761.799
