line_code	env_code	Yprd	Yobs	Rep
E181	IA14	1533.923	1594.5679	1
E185	IA14	1483.117	1512.0689	1
E189	IA14	1490.583	1498.6389	1
E190	IA14	1536.969	1538.9291	1
E198	IA14	1508.43	1623.3466	1
E203	IA14	1551.317	1525.499	1
E206	IA14	1496.242	1538.6892	1
E21	IA14	1558.434	1475.3761	1
E212	IA14	1481.205	1426.45	1
E213	IA14	1537.926	1501.0371	1
E225	IA14	1479.208	1579.9387	1
E226	IA14	1629.514	1645.4103	1
E235	IA14	1535.564	1552.1193	1
E237	IA14	1434.15	1450.9142	1
E239	IA14	1541.455	1579.9387	1
E244	IA14	1506.484	1512.0689	1
E248	IA14	1593.234	1525.499	1
E30	IA14	1496.046	1463.1451	1
E31	IA14	1574.215	1565.3095	1
E33	IA14	1517.173	1525.499	1
E34	IA14	1501.382	1525.499	1
E37	IA14	1527.878	1514.2273	1
E39	IA14	1541.759	1474.177	1
E43	IA14	1481.807	1426.45	1
E44	IA14	1564.313	1619.9891	1
E48	IA14	1539.21	1475.3761	1
E53	IA14	1499.76	1362.9	1
E55	IA14	1568.555	1552.1193	1
E64	IA14	1443.704	1342.51	1
E76	IA14	1535.486	1672.75	1
E77	IA14	1536.041	1487.607	1
E79	IA14	1595.038	1538.9291	1
E84	IA14	1528.061	1426.45	1
E86	IA14	1621.256	1663.64	1
E93	IA14	1628.507	1634.3785	1
E95	IA14	1520.157	1538.9291	1
E99	IA14	1486.569	1438.68	1
E101	IA14	1556.101	1579.9387	1
E116	IA14	1511.863	1525.499	1
E117	IA14	1587.822	1654.52	1
E125	IA14	1512.294	1594.5679	1
E129	IA14	1524.975	1581.1378	1
E13	IA14	1572.601	1565.3095	1
E130	IA14	1589.848	1654.52	1
E137	IA14	1418.513	1405.35	1
E141	IA14	1528.669	1634.3785	1
E143	IA14	1534.583	1619.9891	1
E147	IA14	1623.52	1654.52	1
E15	IA14	1470.642	1450.9142	1
E150	IA14	1523.086	1608.9573	1
E154	IA14	1529.284	1488.8061	1
E166	IA14	1607.731	1594.5679	1
E167	IA14	1612.61	1566.7485	1
E169	IA14	1593.672	1552.1193	1
E170	IA14	1535.128	1608.9573	1
E174	IA14	1521.985	1525.499	1
E176	IA14	1516.681	1594.5679	1
E182	IA14	1570.462	1525.499	1
E183	IA14	1555.857	1461.946	1
E184	IA14	1529.954	1512.0689	1
E188	IA14	1575.408	1579.9387	1
E194	IA14	1555.907	1608.9573	1
E207	IA14	1499.855	1474.177	1
E214	IA14	1540.57	1623.3466	1
E217	IA14	1497.306	1487.607	1
E219	IA14	1488.856	1552.1193	1
E221	IA14	1456.473	1382.09	1
E229	IA14	1590.683	1654.52	1
E231	IA14	1554.377	1819.28	1
E238	IA14	1531.297	1634.3785	1
E24	IA14	1520.143	1594.3281	1
E242	IA14	1465.48	1476.5752	1
E245	IA14	1490.827	1463.1451	1
E247	IA14	1444.046	1538.9291	1
E25	IA14	1596.413	1552.1193	1
E28	IA14	1498.561	1701.91	1
E32	IA14	1541.895	1552.1193	1
E36	IA14	1533.003	1643.4917	1
E40	IA14	1590.339	1498.6389	1
E49	IA14	1542.155	1438.68	1
E5	IA14	1526.761	1594.3281	1
E54	IA14	1586.462	1581.1378	1
E57	IA14	1551.964	1475.3761	1
E58	IA14	1604.497	1619.9891	1
E59	IA14	1529.854	1487.607	1
E65	IA14	1548.903	1579.9387	1
E74	IA14	1528.049	1746.62	1
E78	IA14	1532.268	1552.1193	1
E80	IA14	1491.304	1414.22	1
E81	IA14	1476.279	1525.499	1
E82	IA14	1575.934	1552.1193	1
E87	IA14	1608.281	1663.64	1
E89	IA14	1511.881	1619.9891	1
E9	IA14	1640.786	1654.52	1
E94	IA14	1478.083	1619.9891	1
E98	IA14	1415.758	1475.3761	1
E10	IA14	1490.35	1634.3785	1
E100	IA14	1609.089	1634.3785	1
E102	IA14	1546.588	1438.68	1
E104	IA14	1538.074	1525.499	1
E113	IA14	1542.875	1372.01	1
E119	IA14	1531.407	1538.9291	1
E121	IA14	1504.986	1474.177	1
E122	IA14	1446.295	1342.51	1
E132	IA14	1504.865	1525.499	1
E133	IA14	1491.112	1474.177	1
E135	IA14	1550.939	1426.45	1
E136	IA14	1488.644	1538.9291	1
E140	IA14	1568.118	1565.3095	1
E145	IA14	1561.472	1512.0689	1
E146	IA14	1577.24	1623.3466	1
E152	IA14	1567.214	1757.65	1
E160	IA14	1541.124	1579.9387	1
E165	IA14	1509.177	1594.5679	1
E171	IA14	1501.491	1538.9291	1
E173	IA14	1440.703	1525.2592	1
E178	IA14	1548.352	1538.9291	1
E179	IA14	1602.404	1474.177	1
E180	IA14	1455.045	1512.0689	1
E186	IA14	1488.667	1594.3281	1
E19	IA14	1462.596	1601.2829	1
E191	IA14	1495.91	1681.86	1
E192	IA14	1449.003	1565.3095	1
E196	IA14	1519.194	1538.9291	1
E197	IA14	1516.75	1512.0689	1
E20	IA14	1499.187	1463.1451	1
E200	IA14	1511.216	1414.22	1
E201	IA14	1527.433	1552.1193	1
E202	IA14	1484.484	1754.53	1
E209	IA14	1531.119	1463.1451	1
E210	IA14	1546.49	1645.4103	1
E218	IA14	1502.943	1594.3281	1
E222	IA14	1448.638	1342.51	1
E224	IA14	1458.521	1485.2088	1
E227	IA14	1523.846	1485.2088	1
E23	IA14	1562.672	1645.4103	1
E241	IA14	1522.486	1565.3095	1
E243	IA14	1561.8	1415.42	1
E27	IA14	1433.257	1426.45	1
E38	IA14	1527.894	1608.9573	1
E47	IA14	1491.146	1553.3184	1
E51	IA14	1479.793	1594.5679	1
E60	IA14	1486.28	1372.01	1
E61	IA14	1481.241	1403.19	1
E62	IA14	1521.006	1538.9291	1
E68	IA14	1583.754	1608.9573	1
E7	IA14	1511.256	1634.3785	1
E70	IA14	1565.95	1450.9142	1
E73	IA14	1623.158	1654.52	1
E75	IA14	1505.011	1414.22	1
E85	IA14	1473.31	1382.8	1
E88	IA14	1651.932	1634.3785	1
E90	IA14	1617.044	1654.52	1
E91	IA14	1511.263	1538.6892	1
E97	IA14	1512.376	1538.9291	1
E105	IA14	1522.872	1579.9387	1
E108	IA14	1539.911	1594.3281	1
E109	IA14	1518.616	1525.499	1
E110	IA14	1629.122	1538.9291	1
E111	IA14	1432.273	1579.9387	1
E115	IA14	1520.615	1736.54	1
E12	IA14	1588.603	1704.41	1
E120	IA14	1480.273	1714.48	1
E123	IA14	1538.622	1525.499	1
E127	IA14	1478.956	1498.6389	1
E138	IA14	1549.306	1538.6892	1
E144	IA14	1528.726	1525.499	1
E148	IA14	1504.58	1463.1451	1
E149	IA14	1530.834	1475.3761	1
E153	IA14	1523.402	1672.75	1
E159	IA14	1540.224	1841.59	1
E16	IA14	1610.524	1501.0371	1
E162	IA14	1509.529	1594.3281	1
E163	IA14	1530.733	1525.499	1
E164	IA14	1605.895	1608.9573	1
E17	IA14	1602.973	1786.67	1
E177	IA14	1518.779	1579.9387	1
E18	IA14	1558.51	1450.9142	1
E187	IA14	1576.439	1552.1193	1
E193	IA14	1528.089	1623.3466	1
E195	IA14	1529.246	1565.3095	1
E199	IA14	1612.37	1634.3785	1
E204	IA14	1571.597	1565.3095	1
E205	IA14	1496.874	1594.5679	1
E208	IA14	1526.26	1475.3761	1
E211	IA14	1532.458	1426.45	1
E215	IA14	1648.13	1634.3785	1
E22	IA14	1473.637	1538.6892	1
E220	IA14	1510.488	1663.64	1
E223	IA14	1563.461	1474.177	1
E230	IA14	1542.977	1450.9142	1
E232	IA14	1514.376	1672.75	1
E233	IA14	1548.14	1498.6389	1
E234	IA14	1506.093	1538.9291	1
E240	IA14	1518.554	1594.5679	1
E246	IA14	1573.301	1634.3785	1
E29	IA14	1574.761	1382.09	1
E35	IA14	1469.442	1579.9387	1
E41	IA14	1502.363	1552.1193	1
E42	IA14	1468.932	1565.3095	1
E45	IA14	1537.448	1498.6389	1
E46	IA14	1511.126	1512.0689	1
E50	IA14	1540.037	1512.0689	1
E52	IA14	1595.829	1704.41	1
E56	IA14	1612.23	1634.3785	1
E6	IA14	1611.419	1579.9387	1
E63	IA14	1464.822	1392.16	1
E66	IA14	1482.936	1461.946	1
E69	IA14	1448.134	1629.1024	1
E71	IA14	1564.966	1475.3761	1
E72	IA14	1482.022	1542.905	1
E8	IA14	1518.484	1643.4917	1
E83	IA14	1593.355	1463.1451	1
E92	IA14	1584.484	1725.51	1
E96	IA14	1471.541	1474.177	1
E101	PR11	1511.703	1606.1698	1
E106	PR11	1502.504	1678.48	1
E107	PR11	1521.388	1629.878	1
E108	PR11	1487.085	1740.12	1
E11	PR11	1553.938	1512.5223	1
E114	PR11	1641.897	1488.0238	1
E118	PR11	1557.908	1478.1454	1
E119	PR11	1480.969	1517.9961	1
E12	PR11	1586.888	1464.7108	1
E121	PR11	1489.697	1488.0238	1
E125	PR11	1459.614	1478.1454	1
E13	PR11	1523.344	1571.0026	1
E14	PR11	1475.111	1500.2731	1
E141	PR11	1553.799	1642.9175	1
E145	PR11	1514.373	1534.65	1
E15	PR11	1448.121	1464.7108	1
E151	PR11	1536.542	1535.4403	1
E152	PR11	1565.518	1605.7746	1
E156	PR11	1466.09	1490.3947	1
E169	PR11	1551.445	1478.1454	1
E171	PR11	1506.361	1558.7533	1
E173	PR11	1409.881	1454.83	1
E176	PR11	1505.064	1523.5862	1
E18	PR11	1547.421	1546.8992	1
E181	PR11	1523.602	1534.65	1
E182	PR11	1540.094	1511.3369	1
E186	PR11	1497.132	1442.19	1
E188	PR11	1582.733	1692.7	1
E189	PR11	1456.794	1668.03	1
E191	PR11	1448.008	1581.6713	1
E193	PR11	1509.43	1582.0664	1
E198	PR11	1526.69	1535.4403	1
E203	PR11	1497.781	1606.1698	1
E204	PR11	1476.474	1500.2731	1
E207	PR11	1474.433	1488.0238	1
E218	PR11	1442.058	1444.95	1
E221	PR11	1402.317	1419.67	1
E226	PR11	1587.987	1692.7	1
E23	PR11	1510.119	1500.2731	1
E237	PR11	1412.514	1452.07	1
E24	PR11	1544.631	1570.6074	1
E242	PR11	1441.41	1419.67	1
E246	PR11	1527.298	1780.03	1
E248	PR11	1551.937	1593.9205	1
E31	PR11	1511.592	1455.74	1
E36	PR11	1532.649	1618.8141	1
E49	PR11	1571.555	1606.1698	1
E59	PR11	1529.565	1547.6895	1
E6	PR11	1577.553	1559.5436	1
E65	PR11	1509.82	1595.5011	1
E7	PR11	1528.457	1444.95	1
E72	PR11	1458.582	1547.6895	1
E76	PR11	1534.551	1666.63	1
E79	PR11	1528.275	1654.7716	1
E81	PR11	1451.394	1629.878	1
E90	PR11	1596.053	1547.6895	1
E93	PR11	1592.314	1791.88	1
E97	PR11	1453.222	1605.7746	1
E98	PR11	1447.101	1488.0238	1
E103	PR11	1494.54	1501.4585	1
E104	PR11	1502.379	1464.7108	1
E105	PR11	1474.273	1716.41	1
E109	PR11	1501.773	1454.83	1
E115	PR11	1525.622	1753.16	1
E117	PR11	1539.408	1593.9205	1
E123	PR11	1512.875	1478.1454	1
E126	PR11	1473.436	1523.191	1
E127	PR11	1492.194	1488.0238	1
E130	PR11	1575.352	1558.7533	1
E135	PR11	1471.776	1577.6019	1
E136	PR11	1451.728	1618.0239	1
E139	PR11	1568.817	1665.84	1
E143	PR11	1466.371	1582.0664	1
E148	PR11	1463.806	1454.44	1
E162	PR11	1505.689	1501.4585	1
E164	PR11	1557.972	1569.8172	1
E165	PR11	1500.956	1444.95	1
E166	PR11	1625.806	1684.67	1
E167	PR11	1598.096	1703.37	1
E170	PR11	1499.607	1593.9205	1
E187	PR11	1501.372	1546.8992	1
E190	PR11	1531.505	1642.9175	1
E195	PR11	1512.959	1444.95	1
E202	PR11	1491.718	1442.19	1
E206	PR11	1424.428	1432.31	1
E209	PR11	1495.912	1580.6873	1
E211	PR11	1490.647	1500.2731	1
E215	PR11	1647.974	1690.73	1
E217	PR11	1503.682	1582.0664	1
E220	PR11	1524.028	1642.9175	1
E223	PR11	1515.691	1618.8141	1
E232	PR11	1519.279	1454.83	1
E235	PR11	1477.896	1478.1454	1
E239	PR11	1500.715	1535.8354	1
E241	PR11	1472.724	1525.5618	1
E244	PR11	1519.711	1525.5618	1
E32	PR11	1519.062	1629.878	1
E33	PR11	1529.679	1665.84	1
E43	PR11	1441.854	1488.0238	1
E45	PR11	1467.605	1558.7533	1
E46	PR11	1475.588	1454.83	1
E48	PR11	1505.807	1558.7533	1
E52	PR11	1550.55	1740.52	1
E53	PR11	1457.134	1444.95	1
E54	PR11	1578.403	1454.83	1
E56	PR11	1556.124	1618.8141	1
E58	PR11	1576.773	1753.16	1
E61	PR11	1425.864	1432.31	1
E63	PR11	1424.115	1467.0816	1
E64	PR11	1379.641	1444.95	1
E69	PR11	1449.724	1454.83	1
E71	PR11	1504.033	1606.1698	1
E77	PR11	1471.816	1444.95	1
E86	PR11	1611.818	1753.16	1
E87	PR11	1590.032	1753.16	1
E94	PR11	1474.039	1716.41	1
E95	PR11	1474.978	1454.83	1
E96	PR11	1473.634	1464.7108	1
E10	PR11	1425.396	1464.7108	1
E112	PR11	1584.717	1710.3	1
E116	PR11	1451.073	1464.7108	1
E120	PR11	1441.876	1454.83	1
E124	PR11	1510.473	1630.6682	1
E129	PR11	1501.458	1653.9813	1
E132	PR11	1476.277	1606.1698	1
E137	PR11	1404.827	1444.95	1
E140	PR11	1553.788	1687.76	1
E144	PR11	1486.35	1464.7108	1
E147	PR11	1607.338	1727.48	1
E149	PR11	1507.916	1511.3369	1
E150	PR11	1481.849	1569.8172	1
E159	PR11	1546.756	1454.83	1
E172	PR11	1572.116	1740.52	1
E175	PR11	1537.366	1488.0238	1
E177	PR11	1499.282	1523.5862	1
E179	PR11	1605.132	1740.52	1
E184	PR11	1503.551	1665.84	1
E185	PR11	1455.886	1546.8992	1
E19	PR11	1460.676	1454.83	1
E192	PR11	1434.559	1535.8354	1
E197	PR11	1467.788	1557.9631	1
E20	PR11	1476.2	1432.31	1
E201	PR11	1462.833	1419.67	1
E210	PR11	1508.706	1740.12	1
E212	PR11	1473.332	1501.4585	1
E214	PR11	1532.163	1569.8172	1
E224	PR11	1453.044	1464.7108	1
E227	PR11	1499.248	1618.8141	1
E230	PR11	1508.501	1418.87	1
E240	PR11	1515.463	1488.0238	1
E243	PR11	1527.376	1511.3369	1
E245	PR11	1421.07	1595.8962	1
E25	PR11	1599.122	1666.63	1
E27	PR11	1403.949	1444.95	1
E28	PR11	1432.044	1444.95	1
E35	PR11	1489.274	1557.9631	1
E37	PR11	1485.894	1488.0238	1
E40	PR11	1584.729	1802.57	1
E41	PR11	1501.051	1593.9205	1
E44	PR11	1538.492	1605.7746	1
E47	PR11	1447.695	1464.7108	1
E5	PR11	1531.793	1535.4403	1
E50	PR11	1501.57	1511.3369	1
E57	PR11	1533.41	1557.9631	1
E60	PR11	1441.691	1419.67	1
E62	PR11	1472.941	1488.0238	1
E66	PR11	1448.764	1500.2731	1
E68	PR11	1570.885	1753.56	1
E73	PR11	1603.024	1792.28	1
E74	PR11	1477.78	1454.83	1
E78	PR11	1519.579	1618.0239	1
E83	PR11	1557.049	1511.3369	1
E84	PR11	1466.459	1454.83	1
E85	PR11	1426.482	1570.6074	1
E88	PR11	1615.173	1653.9813	1
E89	PR11	1468.75	1631.4585	1
E9	PR11	1608.081	1654.7716	1
E100	PR11	1556.794	1830.61	1
E102	PR11	1458.049	1488.0238	1
E110	PR11	1602.192	1779.24	1
E111	PR11	1445.652	1467.0816	1
E113	PR11	1502.616	1488.0238	1
E122	PR11	1430.384	1432.31	1
E128	PR11	1412.783	1432.31	1
E131	PR11	1551.213	1642.9175	1
E133	PR11	1453.724	1511.3369	1
E134	PR11	1479.611	1454.83	1
E138	PR11	1485.588	1546.8992	1
E142	PR11	1494.583	1535.8354	1
E146	PR11	1530.628	1618.0239	1
E153	PR11	1493.239	1556.47	1
E154	PR11	1495.532	1465.501	1
E157	PR11	1525.121	1432.31	1
E158	PR11	1524.432	1740.52	1
E16	PR11	1551.144	1577.6019	1
E160	PR11	1512.998	1501.4585	1
E163	PR11	1484.002	1558.7533	1
E168	PR11	1501.165	1488.0238	1
E17	PR11	1584.166	1593.9205	1
E174	PR11	1470.707	1558.7533	1
E178	PR11	1581.724	1593.9205	1
E180	PR11	1412.935	1444.95	1
E183	PR11	1521.285	1511.3369	1
E194	PR11	1547.637	1582.0664	1
E196	PR11	1492.299	1535.8354	1
E199	PR11	1565.549	1557.9631	1
E200	PR11	1498.632	1546.8992	1
E205	PR11	1488.584	1714.44	1
E208	PR11	1526.887	1511.3369	1
E21	PR11	1507.039	1511.3369	1
E213	PR11	1505.072	1511.3369	1
E219	PR11	1457.36	1733.54	1
E22	PR11	1450.755	1654.7716	1
E222	PR11	1419.981	1444.95	1
E225	PR11	1483.801	1546.5041	1
E229	PR11	1556.121	1558.42	1
E231	PR11	1516.814	1464.7108	1
E233	PR11	1511.586	1569.8172	1
E234	PR11	1487.486	1534.65	1
E238	PR11	1481.491	1593.9205	1
E247	PR11	1445.085	1465.501	1
E29	PR11	1521.79	1569.8172	1
E30	PR11	1491.61	1607.7503	1
E34	PR11	1442.848	1454.83	1
E38	PR11	1520.534	1523.191	1
E39	PR11	1481.859	1523.191	1
E42	PR11	1457.135	1703.37	1
E51	PR11	1454.096	1478.1454	1
E55	PR11	1561.544	1593.9205	1
E70	PR11	1513.23	1558.7533	1
E75	PR11	1470.106	1478.1454	1
E8	PR11	1557.023	1523.5862	1
E80	PR11	1445.396	1464.7108	1
