env_code	DL	GDD	PTT	PTR	PTS
KS12	15.92	25.05	398.796	1.573492462	1068988.76
KS12	15.92	24.05	382.876	1.510678392	1129815.896
KS12	15.93	28	446.04	1.757689893	1187619.732
KS12	15.93	33	525.69	2.071563089	842499.468
KS12	15.97	26.5	423.205	1.659361302	1053573.958
KS12	15.97	19.1	305.027	1.195992486	1268879.486
KS12	15.98	26	415.48	1.627033792	1319702.547
KS12	15.98	33.5	535.33	2.096370463	1151420.044
KS12	16	27.95	447.2	1.746875	1113500.16
KS12	16	28	448	1.75	798720
KS12	16	30.5	488	1.90625	1030400
KS12	16	35	560	2.1875	870400
KS12	16	32.9	526.4	2.05625	764006.4
KS12	16	30.25	484	1.890625	562905.6
KS12	16	24.6	393.6	1.5375	954880
KS12	16.02	22.05	353.241	1.376404494	1113154.637
KS12	16	31.05	496.8	1.940625	1249077.76
KS12	16	38.5	616	2.40625	1042176
KS12	16	31.5	504	1.96875	1218457.6
KS12	15.98	35.5	567.29	2.221526909	1178998.967
KS12	15.98	40.5	647.19	2.534418023	878184.4156
KS12	15.98	36	575.28	2.25281602	1229815.686
KS12	15.97	39.5	630.815	2.473387602	958698.7431
KS12	15.97	36.95	590.0915	2.313713212	1157577.087
KS12	15.93	34.05	542.4165	2.13747646	1028054.901
KS12	15.93	35.05	558.3465	2.200251099	1126617.188
KS12	15.92	38.5	612.92	2.418341709	1031780.294
KS12	15.9	38.5	612.15	2.421383648	1029189.51
KS12	15.9	39.05	620.895	2.455974843	986057.5959
KS12	15.87	37.95	602.2665	2.391304348	1067669.252
KS12	15.85	35	554.75	2.208201893	1281234.75
KS12	15.83	33.3	527.139	2.103600758	976905.7913
KS12	15.82	27	427.14	1.706700379	385419.496
KS12	15.8	28.45	449.51	1.800632911	904792.7196
KS12	15.78	25.9	408.702	1.641318124	1360781.104
KS12	15.75	34	535.5	2.158730159	1333584
KS12	15.73	33.5	526.955	2.129688493	1115674.946
KS12	15.7	32.45	509.465	2.066878981	1426681.655
KS12	15.68	35.55	557.424	2.267219388	1215737.937
KS12	15.67	36	564.12	2.297383535	929157.0376
KS12	15.63	37.95	593.1585	2.428023033	1035620.976
KS12	15.62	36.95	577.159	2.365556978	1107393.955
KS12	15.58	35	545.3	2.246469833	1237955.64
KS12	15.55	32.45	504.5975	2.08681672	1399550.452
KS12	15.52	33	512.16	2.12628866	1359472.538
KS12	15.48	35	541.8	2.260981912	1222115.04
KS12	15.45	33	509.85	2.13592233	1347236.91
KS12	15.43	40.05	617.9715	2.595593001	853293.9008
KS12	15.4	42	646.8	2.727272727	698199.04
KS12	15.38	35.2	541.376	2.288686606	951249.1119
KS12	15.35	33.05	507.3175	2.153094463	1021473.018
KS12	15.32	34.55	529.306	2.255221932	1226364.633
KS12	15.28	36.5	557.72	2.388743455	1090577.606
KS12	15.23	37.95	577.9785	2.491792515	983292.4142
KS12	15.2	35.55	540.36	2.338815789	1142444.282
KS12	15.17	34.05	516.5385	2.244561635	1156671.576
KS12	15.13	31.4	475.082	2.075346993	864609.9746
KS12	15.1	34.2	516.42	2.264900662	829372.6944
KS12	15.07	34.45	519.1615	2.285998673	724966.5328
KS12	15.03	22.95	344.9385	1.526946108	1123899.899
KS12	14.98	27.95	418.691	1.865821095	1542795.386
KS12	14.95	33.5	500.825	2.240802676	1007772.773
KS12	14.92	32	477.44	2.144772118	1314268.186
KS12	14.87	32	475.84	2.15198386	1305474.178
KS12	14.83	21.95	325.5185	1.480107889	889302.3008
KS12	14.8	21.5	318.2	1.452702703	1221586.08
KS12	14.75	28.95	427.0125	1.962711864	889745.7756
KS12	14.72	25.05	368.736	1.701766304	783814.6109
KS12	14.68	20	293.6	1.36239782	543066.048
KS12	14.63	27	395.01	1.845522898	1186620.574
KS12	14.6	30.5	445.3	2.089041096	857969
KS12	14.55	17	247.35	1.16838488	964516.59
KS12	14.52	19.1	277.332	1.315426997	1048923.406
KS12	14.48	18.95	274.396	1.308701657	806687.9937
KS12	14.43	20	288.6	1.386001386	1166059.44
KS12	14.4	24.5	352.8	1.701388889	1266762.24
KS12	14.35	24.6	353.01	1.714285714	1321116.391
KS12	14.32	32.6	466.832	2.276536313	914660.329
KS12	14.27	26.5	378.155	1.857042747	841207.5099
KS12	14.23	23.05	328.0015	1.619817287	233715.2803
KS12	14.18	26.55	376.479	1.87235543	458684.3482
KS12	14.13	26.05	368.0865	1.843595188	847262.0243
KS12	14.1	24.9	351.09	1.765957447	1012579.092
KS12	14.05	26.45	371.6225	1.882562278	1053381.195
KS12	14.02	30	420.6	2.139800285	1069288.576
KS12	13.97	26.05	363.9185	1.864710093	828182.8436
KS12	13.92	27.95	389.064	2.007902299	788433.5439
KS12	13.88	29.1	403.908	2.096541787	1036249.487
KS12	13.83	34.55	477.8265	2.498192336	999416.3436
KS12	13.8	32.5	448.5	2.355072464	911255.4
KS12	13.75	27.95	384.3125	2.032727273	769293.4219
KS12	13.7	27.45	376.065	2.003649635	956507.6549
KS12	13.67	25.6	349.952	1.872713972	762873.5974
KS12	13.62	16	217.92	1.174743025	783570.5856
KS12	13.57	14.05	190.6585	1.035372144	610954.1078
KS12	13.53	19	257.07	1.40428677	959971.3596
KS12	13.5	26	351	1.925925926	880923.6
KS12	13.47	27.45	369.7515	2.037861915	593019.6232
KS12	13.42	16.6	222.772	1.236959762	647698.693
KS12	13.37	11.5	153.755	0.86013463	505703.2701
KS12	13.33	10.55	140.6315	0.791447862	454032.4542
KS12	13.28	17.45	231.736	1.314006024	402063.6439
KS12	13.23	12.55	166.0365	0.948601663	413846.0384
KS12	13.2	11.5	151.8	0.871212121	492924.96
KS12	13.15	20.95	275.4925	1.593155894	684601.9067
KS12	13.1	14.5	189.95	1.106870229	641993.01
KS12	13.07	15.5	202.585	1.185921959	693719.9189
KS12	13.02	11.95	155.589	0.91781874	501985.5037
KS12	12.98	10.55	136.939	0.812788906	430502.8029
KS12	12.93	14.05	181.6665	1.086620263	601800.4379
KS12	12.88	18.45	237.636	1.432453416	570044.6783
KS12	12.87	16.5	212.355	1.282051282	242326.7847
