env_code	DL	GDD	PTT	PTR	PTS
IA14	16.33	15	244.95	0.918554807	485337.398
IA14	16.33	18	293.94	1.102265769	870407.2896
IA14	16.35	20	327	1.22324159	748503
IA14	16.35	12	196.2	0.733944954	795551.76
IA14	16.37	18	294.66	1.099572389	947566.3184
IA14	16.37	23.5	384.695	1.435552841	590889.0645
IA14	16.38	20.5	335.79	1.251526252	870111.1692
IA14	16.38	24	393.12	1.465201465	953017.2288
IA14	16.38	26	425.88	1.587301587	734080.8384
IA14	16.4	28.5	467.4	1.737804878	548947.36
IA14	16.4	23	377.2	1.402439024	942435.84
IA14	16.4	26	426.4	1.585365854	817638.4
IA14	16.38	23.5	384.93	1.434676435	749374.1892
IA14	16.4	20.5	336.2	1.25	644697.12
IA14	16.4	21	344.4	1.280487805	687461.76
IA14	16.4	22.5	369	1.37195122	818983.2
IA14	16.38	25.5	417.69	1.556776557	688737.3948
IA14	16.38	21	343.98	1.282051282	380992.248
IA14	16.37	26.5	433.805	1.618814905	533006.0541
IA14	16.37	20.5	335.585	1.252290776	717910.1151
IA14	16.33	22	359.26	1.347213717	537604.5024
IA14	16.33	17	277.61	1.041028781	500270.8564
IA14	16.32	13	212.16	0.796568627	671182.848
IA14	16.32	12.5	204	0.765931373	699148.8
IA14	16.28	14.5	236.06	0.890663391	854748.84
IA14	16.27	19.5	317.265	1.198524892	551926.3965
IA14	16.27	26.5	431.155	1.628764597	769520.4003
IA14	16.23	26.5	430.095	1.632778805	846345.6477
IA14	16.22	21.5	348.73	1.325524044	714811.1828
IA14	16.18	17	275.06	1.050679852	771763.9952
IA14	16.18	20	323.6	1.236093943	806320.592
IA14	16.15	22.5	363.375	1.393188854	642927.4625
IA14	16.13	23.5	379.055	1.456912585	420706.0473
IA14	16.1	22	354.2	1.366459627	671872.32
IA14	16.07	20	321.4	1.244555072	795394.292
IA14	16.05	10.5	168.525	0.654205607	592228.1475
IA14	16.02	13	208.26	0.811485643	582060.4272
IA14	15.98	15	239.7	0.938673342	730330.744
IA14	15.95	17	271.15	1.065830721	681798.7
IA14	15.93	20.5	326.565	1.2868801	608274.4653
IA14	15.92	22	350.24	1.381909548	729925.632
IA14	15.88	27.5	436.7	1.731738035	820827.672
IA14	15.83	32	506.56	2.021478206	493158.9552
IA14	15.8	22.5	355.5	1.424050633	904945
IA14	15.77	19.5	307.515	1.236525048	656797.9489
IA14	15.73	20	314.6	1.271455817	554249.696
IA14	15.7	23.5	368.95	1.496815287	398574.33
IA14	15.65	22.5	352.125	1.437699681	674761.4875
IA14	15.62	15	234.3	0.960307298	444051.608
IA14	15.58	16	249.28	1.026957638	640824.096
IA14	15.55	17	264.35	1.093247588	648030.7
IA14	15.52	18	279.36	1.159793814	786200.9856
IA14	15.48	18.5	286.38	1.195090439	755075.3904
IA14	15.43	19.5	300.885	1.263771873	827345.0275
IA14	15.38	22.5	346.05	1.462938882	720277.698
IA14	15.35	24	368.4	1.563517915	697442.6
IA14	15.3	23	351.9	1.503267974	751897.08
IA14	15.27	21	320.67	1.37524558	463547.7252
IA14	15.23	17.5	266.525	1.149047932	93940.9245
IA14	15.18	20	303.6	1.317523057	451647.504
IA14	15.15	21	318.15	1.386138614	456290.73
IA14	15.1	20.5	309.55	1.357615894	482241.15
IA14	15.05	19.5	293.475	1.295681063	409290.0175
IA14	15	15	225	1	643500
IA14	14.97	17.5	261.975	1.169004676	635326.0515
IA14	14.92	18.5	276.02	1.239946381	640438.6128
IA14	14.88	21.5	319.92	1.444892473	411609.3696
IA14	14.83	21	311.43	1.41604855	374758.8456
IA14	14.8	23	340.4	1.554054054	639596.8
IA14	14.73	25.5	375.615	1.731160896	622495.2501
IA14	14.7	25.5	374.85	1.734693878	619962.21
IA14	14.65	23	336.95	1.56996587	564027.93
IA14	14.6	28	408.8	1.917808219	399035.52
IA14	14.57	28	407.96	1.921757035	529863.1104
IA14	14.52	27.5	399.3	1.893939394	490180.68
IA14	14.47	30.5	441.335	2.107809261	640496.1731
IA14	14.43	30	432.9	2.079002079	666319.68
IA14	14.37	23	330.51	1.600556715	663268.0428
IA14	14.32	19	272.08	1.326815642	339583.3344
IA14	14.28	19	271.32	1.330532213	281407.392
IA14	14.23	23.5	334.405	1.651440618	506029.7571
IA14	14.18	21	297.78	1.480959097	342627.3696
IA14	14.13	23	324.99	1.627742392	641297.9628
IA14	14.1	23	324.3	1.631205674	522472.68
IA14	14.05	17.5	245.875	1.245551601	506337.4125
IA14	14	20	280	1.428571429	658560
IA14	13.93	30.5	424.865	2.189519024	531100.8913
IA14	13.9	24	333.6	1.726618705	915042.56
IA14	13.85	10.5	145.425	0.758122744	487420.9725
IA14	13.8	12	165.6	0.869565217	519520.32
IA14	13.75	12.5	171.875	0.909090909	496289.0625
IA14	13.72	17.5	240.1	1.275510204	228709.656
IA14	13.67	12.5	170.875	0.914411119	210227.5125
IA14	13.62	4.5	61.29	0.330396476	181979.8164
IA14	13.57	2.5	33.925	0.184229919	96676.0725
IA14	13.52	4	54.08	0.295857988	157930.9056
IA14	13.48	9	121.32	0.667655786	385952.8896
IA14	13.43	8.5	114.155	0.632911392	358745.7861
IA14	13.37	7.5	100.275	0.560957367	308355.6525
IA14	13.32	11	146.52	0.825825826	476201.7216
IA14	13.28	11.5	152.72	0.865963855	498917.9136
IA14	13.23	15.5	205.065	1.171579743	573232.7475
IA14	13.18	22.5	296.55	1.707132018	478577.662
IA14	13.13	12	157.56	0.913937548	384789.8808
IA14	13.08	11	143.88	0.840978593	459195.8976
IA14	13.05	11	143.55	0.842911877	457091.91
IA14	13	11.5	149.5	0.884615385	270231
IA14	12.95	17	220.15	1.312741313	449442.7
IA14	12.9	18.5	238.65	1.434108527	524357.91
IA14	12.87	20	257.4	1.554001554	463783.32
IA14	12.82	19.5	249.99	1.521060842	525434.6228
IA14	12.77	19.5	249.015	1.527016445	476009.7951
IA14	12.72	15.5	197.16	1.218553459	572280.9408
IA14	12.67	10.5	133.035	0.828729282	252511.9597
IA14	12.62	14	176.68	1.109350238	203858.432
IA14	12.57	7	87.99	0.556881464	252175.8204
IA14	12.53	0.5	6.265	0.03990423	15857.0909
IA14	12.48	6.5	81.12	0.520833333	228797.3376
IA14	12.43	6	74.58	0.482703138	207654.5856
IA14	12.4	8	99.2	0.64516129	285378.56
IA14	12.35	9.5	117.325	0.769230769	344853.3725
IA14	12.3	9.5	116.85	0.772357724	342066.69
