env_code	pop_code	line_code	FTdap	FTgdd	env_note
PR12	1	E212	55.0373	1460.3075	2
PR12	1	E213	56.9559	1512.9183	2
PR12	1	E214	58.4908	1554.4531	2
PR12	1	E215	58.8745	1564.8369	2
PR12	1	E217	57.7234	1533.6857	2
PR12	1	E218	55.0373	1459.9614	2
PR12	1	E219	58.1071	1544.0694	2
PR12	1	E220	56.5722	1502.5346	2
PR12	1	E221	54.2699	1438.5017	2
PR12	1	E222	53.8861	1428.118	2
PR12	1	E223	59.2582	1575.2206	2
PR12	1	E224	55.0373	1459.9614	2
PR12	1	E225	55.8047	1481.7672	2
PR12	1	E226	57.3396	1523.302	2
PR12	1	E227	56.9559	1512.9183	2
PR12	1	E229	60.7931	1617.45	2
PR12	1	E230	54.2699	1438.5017	2
PR12	1	E231	56.5722	1502.5346	2
PR12	1	E232	54.2699	1439.5401	2
PR12	1	E233	56.5722	1502.5346	2
PR12	1	E234	55.421	1471.3834	2
PR12	1	E235	55.0373	1459.9614	2
PR12	1	E237	53.8861	1428.118	2
PR12	1	E238	57.7234	1533.6857	2
PR12	1	E239	56.1885	1492.1509	2
PR12	1	E240	58.4908	1554.4531	2
PR12	1	E241	53.1187	1407.7	2
PR12	1	E242	53.8861	1428.118	2
PR12	1	E243	55.8047	1481.7672	2
PR12	1	E244	54.6536	1449.9238	2
PR12	1	E245	56.5722	1502.5346	2
PR12	1	E246	56.9559	1512.9183	2
PR12	1	E247	53.5024	1418.0804	2
PR12	1	E248	59.2582	1575.2206	2
IA14	1	E5	75.9352	1594.3281	6
IA14	1	E6	75.455	1579.9387	6
IA14	1	E7	77.3756	1634.3785	6
IA14	1	E8	77.8557	1643.4917	6
IA14	1	E9	78.3359	1654.52	6
IA14	1	E10	77.3756	1634.3785	6
IA14	1	E11	75.9352	1594.5679	6
IA14	1	E12	80.7366	1704.41	6
IA14	1	E13	74.9749	1565.3095	6
IA14	1	E14	75.455	1581.1378	6
IA14	1	E15	70.6536	1450.9142	6
IA14	1	E16	72.5741	1501.0371	6
IA14	1	E17	84.5778	1786.67	6
IA14	1	E18	70.6536	1450.9142	6
IA14	1	E19	76.4153	1601.2829	6
IA14	1	E20	71.1337	1463.1451	6
IA14	1	E21	71.6138	1475.3761	6
IA14	1	E22	74.0146	1538.6892	6
IA14	1	E23	77.8557	1645.4103	6
IA14	1	E24	75.9352	1594.3281	6
IA14	1	E25	74.4947	1552.1193	6
IA14	1	E27	69.6933	1426.45	6
IA14	1	E28	80.6377	1701.91	6
IA14	1	E29	67.7727	1382.09	6
IA14	1	E30	71.1337	1463.1451	6
IA14	1	E31	74.9749	1565.3095	6
IA14	1	E32	74.4947	1552.1193	6
IA14	1	E33	73.5344	1525.499	6
IA14	1	E34	73.5344	1525.499	6
IA14	1	E35	75.455	1579.9387	6
IA14	1	E36	77.8557	1643.4917	6
IA14	1	E37	73.0543	1514.2273	6
IA14	1	E38	76.4153	1608.9573	6
IA14	1	E39	71.6138	1474.177	6
IA14	1	E40	72.5741	1498.6389	6
IA14	1	E41	74.4947	1552.1193	6
IA14	1	E42	74.9749	1565.3095	6
IA14	1	E43	69.6933	1426.45	6
IA14	1	E44	76.8955	1619.9891	6
IA14	1	E45	72.5741	1498.6389	6
IA14	1	E46	73.0543	1512.0689	6
IA14	1	E47	74.4947	1553.3184	6
IA14	1	E48	71.6138	1475.3761	6
IA14	1	E49	70.1734	1438.68	6
IA14	1	E50	73.0543	1512.0689	6
IA14	1	E51	75.9352	1594.5679	6
IA14	1	E52	80.7366	1704.41	6
IA14	1	E53	66.8124	1362.9	6
IA14	1	E54	75.455	1581.1378	6
IA14	1	E55	74.4947	1552.1193	6
IA14	1	E56	77.3756	1634.3785	6
IA14	1	E57	71.6138	1475.3761	6
IA14	1	E58	76.8955	1619.9891	6
IA14	1	E59	72.094	1487.607	6
IA14	1	E60	67.2925	1372.01	6
IA14	1	E61	68.733	1403.19	6
IA14	1	E62	74.0146	1538.9291	6
IA14	1	E63	68.2528	1392.16	6
IA14	1	E64	65.8521	1342.51	6
IA14	1	E65	75.455	1579.9387	6
IA14	1	E66	71.1337	1461.946	6
IA14	1	E68	76.4153	1608.9573	6
IA14	1	E69	77.3756	1629.1024	6
IA14	1	E70	70.6536	1450.9142	6
IA14	1	E71	71.6138	1475.3761	6
IA14	1	E72	74.1724	1542.905	6
IA14	1	E73	78.3359	1654.52	6
IA14	1	E74	82.6572	1746.62	6
IA14	1	E75	69.2131	1414.22	6
IA14	1	E76	79.2962	1672.75	6
IA14	1	E77	72.094	1487.607	6
IA14	1	E78	74.4947	1552.1193	6
IA14	1	E79	74.0146	1538.9291	6
IA14	1	E80	69.2131	1414.22	6
IA14	1	E81	73.5344	1525.499	6
IA14	1	E82	74.4947	1552.1193	6
IA14	1	E83	71.1337	1463.1451	6
IA14	1	E84	69.6933	1426.45	6
IA14	1	E85	67.7727	1382.8	6
IA14	1	E86	78.816	1663.64	6
IA14	1	E87	78.816	1663.64	6
IA14	1	E88	77.3756	1634.3785	6
IA14	1	E89	76.8955	1619.9891	6
IA14	1	E90	78.3359	1654.52	6
IA14	1	E91	74.0146	1538.6892	6
IA14	1	E92	81.6969	1725.51	6
IA14	1	E93	77.3756	1634.3785	6
IA14	1	E94	76.8955	1619.9891	6
IA14	1	E95	74.0146	1538.9291	6
IA14	1	E96	71.6138	1474.177	6
IA14	1	E97	74.0146	1538.9291	6
IA14	1	E98	71.6138	1475.3761	6
IA14	1	E99	70.1734	1438.68	6
IA14	1	E100	77.3756	1634.3785	6
IA14	1	E101	75.455	1579.9387	6
IA14	1	E102	70.1734	1438.68	6
IA14	1	E103	77.8557	1645.4103	6
IA14	1	E104	73.5344	1525.499	6
IA14	1	E105	75.455	1579.9387	6
IA14	1	E106	78.3359	1654.52	6
IA14	1	E107	79.7763	1681.86	6
IA14	1	E108	75.9352	1594.3281	6
IA14	1	E109	73.5344	1525.499	6
IA14	1	E110	74.0146	1538.9291	6
IA14	1	E111	75.455	1579.9387	6
IA14	1	E112	74.4947	1552.1193	6
IA14	1	E113	67.2925	1372.01	6
IA14	1	E114	76.4153	1608.9573	6
IA14	1	E115	82.1771	1736.54	6
IA14	1	E116	73.5344	1525.499	6
IA14	1	E117	78.3359	1654.52	6
IA14	1	E118	73.5344	1525.499	6
IA14	1	E119	74.0146	1538.9291	6
IA14	1	E120	81.2168	1714.48	6
IA14	1	E121	71.6138	1474.177	6
IA14	1	E122	65.8521	1342.51	6
IA14	1	E123	73.5344	1525.499	6
IA14	1	E124	75.9352	1594.5679	6
IA14	1	E125	75.9352	1594.5679	6
IA14	1	E126	67.2925	1372.01	6
IA14	1	E127	72.5741	1498.6389	6
IA14	1	E128	68.733	1403.19	6
IA14	1	E129	75.455	1581.1378	6
IA14	1	E130	78.3359	1654.52	6
IA14	1	E131	74.0146	1538.9291	6
IA14	1	E132	73.5344	1525.499	6
IA14	1	E133	71.6138	1474.177	6
IA14	1	E134	71.6138	1475.3761	6
IA14	1	E135	69.6933	1426.45	6
IA14	1	E136	74.0146	1538.9291	6
IA14	1	E137	68.733	1405.35	6
IA14	1	E138	74.0146	1538.6892	6
IA14	1	E139	73.5344	1525.499	6
IA14	1	E140	74.9749	1565.3095	6
IA14	1	E141	77.3756	1634.3785	6
IA14	1	E142	74.0146	1538.6892	6
IA14	1	E143	76.8955	1619.9891	6
IA14	1	E144	73.5344	1525.499	6
IA14	1	E145	73.0543	1512.0689	6
IA14	1	E146	76.8955	1623.3466	6
IA14	1	E147	78.3359	1654.52	6
IA14	1	E148	71.1337	1463.1451	6
IA14	1	E149	71.6138	1475.3761	6
IA14	1	E150	76.4153	1608.9573	6
IA14	1	E151	74.0146	1538.6892	6
IA14	1	E152	83.1373	1757.65	6
IA14	1	E153	79.2962	1672.75	6
IA14	1	E154	72.094	1488.8061	6
IA14	1	E156	69.2131	1414.22	6
IA14	1	E157	74.0146	1538.6892	6
IA14	1	E158	75.9352	1594.5679	6
IA14	1	E159	87.4587	1841.59	6
IA14	1	E160	75.455	1579.9387	6
IA14	1	E162	75.9352	1594.3281	6
IA14	1	E163	73.5344	1525.499	6
IA14	1	E164	76.4153	1608.9573	6
IA14	1	E165	75.9352	1594.5679	6
IA14	1	E166	75.9352	1594.5679	6
IA14	1	E167	74.9749	1566.7485	6
IA14	1	E168	75.9352	1594.3281	6
IA14	1	E169	74.4947	1552.1193	6
IA14	1	E170	76.4153	1608.9573	6
IA14	1	E171	74.0146	1538.9291	6
IA14	1	E172	74.9749	1566.7485	6
IA14	1	E173	73.5344	1525.2592	6
IA14	1	E174	73.5344	1525.499	6
IA14	1	E175	83.6175	1766.04	6
IA14	1	E176	75.9352	1594.5679	6
IA14	1	E177	75.455	1579.9387	6
IA14	1	E178	74.0146	1538.9291	6
IA14	1	E179	71.6138	1474.177	6
IA14	1	E180	73.0543	1512.0689	6
IA14	1	E181	75.9352	1594.5679	6
IA14	1	E182	73.5344	1525.499	6
IA14	1	E183	71.1337	1461.946	6
IA14	1	E184	73.0543	1512.0689	6
IA14	1	E185	73.0543	1512.0689	6
IA14	1	E186	75.9352	1594.3281	6
IA14	1	E187	74.4947	1552.1193	6
IA14	1	E188	75.455	1579.9387	6
IA14	1	E189	72.5741	1498.6389	6
IA14	1	E190	74.0146	1538.9291	6
IA14	1	E191	79.7763	1681.86	6
IA14	1	E192	74.9749	1565.3095	6
IA14	1	E193	76.8955	1623.3466	6
IA14	1	E194	76.4153	1608.9573	6
IA14	1	E195	74.9749	1565.3095	6
IA14	1	E196	74.0146	1538.9291	6
IA14	1	E197	73.0543	1512.0689	6
IA14	1	E198	76.8955	1623.3466	6
IA14	1	E199	77.3756	1634.3785	6
IA14	1	E200	69.2131	1414.22	6
IA14	1	E201	74.4947	1552.1193	6
IA14	1	E202	83.1373	1754.53	6
IA14	1	E203	73.5344	1525.499	6
IA14	1	E204	74.9749	1565.3095	6
IA14	1	E205	75.9352	1594.5679	6
IA14	1	E206	74.0146	1538.6892	6
IA14	1	E207	71.6138	1474.177	6
IA14	1	E208	71.6138	1475.3761	6
IA14	1	E209	71.1337	1463.1451	6
IA14	1	E210	77.8557	1645.4103	6
IA14	1	E211	69.6933	1426.45	6
IA14	1	E212	69.6933	1426.45	6
IA14	1	E213	72.5741	1501.0371	6
IA14	1	E214	76.8955	1623.3466	6
IA14	1	E215	77.3756	1634.3785	6
IA14	1	E217	72.094	1487.607	6
IA14	1	E218	75.9352	1594.3281	6
IA14	1	E219	74.4947	1552.1193	6
IA14	1	E220	78.816	1663.64	6
IA14	1	E221	67.7727	1382.09	6
IA14	1	E222	65.8521	1342.51	6
IA14	1	E223	71.6138	1474.177	6
IA14	1	E224	72.094	1485.2088	6
IA14	1	E225	75.455	1579.9387	6
IA14	1	E226	77.8557	1645.4103	6
IA14	1	E227	72.094	1485.2088	6
IA14	1	E229	78.3359	1654.52	6
IA14	1	E230	70.6536	1450.9142	6
IA14	1	E231	86.0182	1819.28	6
IA14	1	E232	79.2962	1672.75	6
IA14	1	E233	72.5741	1498.6389	6
IA14	1	E234	74.0146	1538.9291	6
IA14	1	E235	74.4947	1552.1193	6
IA14	1	E237	70.6536	1450.9142	6
IA14	1	E238	77.3756	1634.3785	6
IA14	1	E239	75.455	1579.9387	6
IA14	1	E240	75.9352	1594.5679	6
IA14	1	E241	74.9749	1565.3095	6
IA14	1	E242	71.6138	1476.5752	6
IA14	1	E243	69.2131	1415.42	6
IA14	1	E244	73.0543	1512.0689	6
IA14	1	E245	71.1337	1463.1451	6
IA14	1	E246	77.3756	1634.3785	6
IA14	1	E247	74.0146	1538.9291	6
IA14	1	E248	73.5344	1525.499	6
PR11	1	E5	56.1127	1535.4403	1
PR11	1	E6	56.99011	1559.5436	1
PR11	1	E7	52.603	1444.95	1
PR11	1	E8	55.674	1523.5862	1
PR11	1	E9	60.4998	1654.7716	1
PR11	1	E10	53.4805	1464.7108	1
PR11	1	E11	55.2353	1512.5223	1
PR11	1	E12	53.4805	1464.7108	1
PR11	1	E13	57.4288	1571.0026	1
PR11	1	E14	54.7966	1500.2731	1
PR11	1	E15	53.4805	1464.7108	1
PR11	1	E16	57.7045	1577.6019	1
PR11	1	E17	58.3062	1593.9205	1
PR11	1	E18	56.5514	1546.8992	1
PR11	1	E19	53.0417	1454.83	1
PR11	1	E20	52.1643	1432.31	1
PR11	1	E21	55.2353	1511.3369	1
PR11	1	E22	60.4998	1654.7716	1
PR11	1	E23	54.7966	1500.2731	1
PR11	1	E24	57.4288	1570.6074	1
PR11	1	E25	60.9385	1666.63	1
PR11	1	E27	52.603	1444.95	1
PR11	1	E28	52.603	1444.95	1
PR11	1	E29	57.4288	1569.8172	1
PR11	1	E30	58.7449	1607.7503	1
PR11	1	E31	53.0149	1455.74	1
PR11	1	E32	59.6223	1629.878	1
PR11	1	E33	60.9385	1665.84	1
PR11	1	E34	53.0417	1454.83	1
PR11	1	E35	56.99011	1557.9631	1
PR11	1	E36	59.1836	1618.8141	1
PR11	1	E37	54.3579	1488.0238	1
PR11	1	E38	55.674	1523.191	1
PR11	1	E39	55.674	1523.191	1
PR11	1	E40	65.6395	1802.57	1
PR11	1	E41	58.3062	1593.9205	1
PR11	1	E42	62.2546	1703.37	1
PR11	1	E43	54.3579	1488.0238	1
PR11	1	E44	58.7449	1605.7746	1
PR11	1	E45	56.99011	1558.7533	1
PR11	1	E46	53.0417	1454.83	1
PR11	1	E47	53.4805	1464.7108	1
PR11	1	E48	56.99011	1558.7533	1
PR11	1	E49	58.7449	1606.1698	1
PR11	1	E50	55.2353	1511.3369	1
PR11	1	E51	53.9192	1478.1454	1
PR11	1	E52	63.5707	1740.52	1
PR11	1	E53	52.603	1444.95	1
PR11	1	E54	53.0417	1454.83	1
PR11	1	E55	58.3062	1593.9205	1
PR11	1	E56	59.1836	1618.8141	1
PR11	1	E57	56.99011	1557.9631	1
PR11	1	E58	64.0094	1753.16	1
PR11	1	E59	56.5514	1547.6895	1
PR11	1	E60	51.7256	1419.67	1
PR11	1	E61	52.1643	1432.31	1
PR11	1	E62	54.3579	1488.0238	1
PR11	1	E63	53.4805	1467.0816	1
PR11	1	E64	52.603	1444.95	1
PR11	1	E65	58.3062	1595.5011	1
PR11	1	E66	54.7966	1500.2731	1
PR11	1	E68	64.0094	1753.56	1
PR11	1	E69	53.0417	1454.83	1
PR11	1	E70	56.99011	1558.7533	1
PR11	1	E71	58.7449	1606.1698	1
PR11	1	E72	56.5514	1547.6895	1
PR11	1	E73	65.3255	1792.28	1
PR11	1	E74	53.0417	1454.83	1
PR11	1	E75	53.9192	1478.1454	1
PR11	1	E76	60.9385	1666.63	1
PR11	1	E77	52.603	1444.95	1
PR11	1	E78	59.1836	1618.0239	1
PR11	1	E79	60.4998	1654.7716	1
PR11	1	E80	53.4805	1464.7108	1
PR11	1	E81	59.6223	1629.878	1
PR11	1	E82	61.3772	1679.67	1
PR11	1	E83	55.2353	1511.3369	1
PR11	1	E84	53.0417	1454.83	1
PR11	1	E85	57.4288	1570.6074	1
PR11	1	E86	64.0094	1753.16	1
PR11	1	E87	64.0094	1753.16	1
PR11	1	E88	60.4998	1653.9813	1
PR11	1	E89	59.6223	1631.4585	1
PR11	1	E90	56.5514	1547.6895	1
PR11	1	E91	54.3579	1488.0238	1
PR11	1	E92	64.4481	1766.2	1
PR11	1	E93	65.3255	1791.88	1
PR11	1	E94	62.6933	1716.41	1
PR11	1	E95	53.0417	1454.83	1
PR11	1	E96	53.4805	1464.7108	1
PR11	1	E97	58.7449	1605.7746	1
PR11	1	E98	54.3579	1488.0238	1
PR11	1	E99	53.9192	1478.1454	1
PR11	1	E100	66.6417	1830.61	1
PR11	1	E101	58.7449	1606.1698	1
PR11	1	E102	54.3579	1488.0238	1
PR11	1	E103	54.7966	1501.4585	1
PR11	1	E104	53.4805	1464.7108	1
PR11	1	E105	62.6933	1716.41	1
PR11	1	E106	61.3772	1678.48	1
PR11	1	E107	59.6223	1629.878	1
PR11	1	E108	63.5707	1740.12	1
PR11	1	E109	53.0417	1454.83	1
PR11	1	E110	64.8868	1779.24	1
PR11	1	E111	53.4805	1467.0816	1
PR11	1	E112	62.5131	1710.3	1
PR11	1	E113	54.3579	1488.0238	1
PR11	1	E114	54.3579	1488.0238	1
PR11	1	E115	64.0094	1753.16	1
PR11	1	E116	53.4805	1464.7108	1
PR11	1	E117	58.3062	1593.9205	1
PR11	1	E118	53.9192	1478.1454	1
PR11	1	E119	55.4787	1517.9961	1
PR11	1	E120	53.0417	1454.83	1
PR11	1	E121	54.3579	1488.0238	1
PR11	1	E122	52.1643	1432.31	1
PR11	1	E123	53.9192	1478.1454	1
PR11	1	E124	59.6223	1630.6682	1
PR11	1	E125	53.9192	1478.1454	1
PR11	1	E126	55.674	1523.191	1
PR11	1	E127	54.3579	1488.0238	1
PR11	1	E128	52.1643	1432.31	1
PR11	1	E129	60.4998	1653.9813	1
PR11	1	E130	56.99011	1558.7533	1
PR11	1	E131	60.0611	1642.9175	1
PR11	1	E132	58.7449	1606.1698	1
PR11	1	E133	55.2353	1511.3369	1
PR11	1	E134	53.0417	1454.83	1
PR11	1	E135	57.7045	1577.6019	1
PR11	1	E136	59.1836	1618.0239	1
PR11	1	E137	52.603	1444.95	1
PR11	1	E138	56.5514	1546.8992	1
PR11	1	E139	60.9385	1665.84	1
PR11	1	E140	61.7315	1687.76	1
PR11	1	E141	60.0611	1642.9175	1
PR11	1	E142	56.1127	1535.8354	1
PR11	1	E143	57.8675	1582.0664	1
PR11	1	E144	53.4805	1464.7108	1
PR11	1	E145	56.1127	1534.65	1
PR11	1	E146	59.1836	1618.0239	1
PR11	1	E147	63.132	1727.48	1
PR11	1	E148	53.0417	1454.44	1
PR11	1	E149	55.2353	1511.3369	1
PR11	1	E150	57.4288	1569.8172	1
PR11	1	E151	56.1127	1535.4403	1
PR11	1	E152	58.7449	1605.7746	1
PR11	1	E153	56.922858	1556.47	1
PR11	1	E154	53.4805	1465.501	1
PR11	1	E156	54.3579	1490.3947	1
PR11	1	E157	52.1643	1432.31	1
PR11	1	E158	63.5707	1740.52	1
PR11	1	E159	53.0417	1454.83	1
PR11	1	E160	54.7966	1501.4585	1
PR11	1	E162	54.7966	1501.4585	1
PR11	1	E163	56.99011	1558.7533	1
PR11	1	E164	57.4288	1569.8172	1
PR11	1	E165	52.603	1444.95	1
PR11	1	E166	61.6125	1684.67	1
PR11	1	E167	62.2546	1703.37	1
PR11	1	E168	54.3579	1488.0238	1
PR11	1	E169	53.9192	1478.1454	1
PR11	1	E170	58.3062	1593.9205	1
PR11	1	E171	56.99011	1558.7533	1
PR11	1	E172	63.5707	1740.52	1
PR11	1	E173	53.0417	1454.83	1
PR11	1	E174	56.99011	1558.7533	1
PR11	1	E175	54.3579	1488.0238	1
PR11	1	E176	55.674	1523.5862	1
PR11	1	E177	55.674	1523.5862	1
PR11	1	E178	58.3062	1593.9205	1
