env_code	pop_code	line_code	FTdap	FTgdd	env_note
PR11	1	E179	63.5707	1740.52	1
PR11	1	E180	52.603	1444.95	1
PR11	1	E181	56.1127	1534.65	1
PR11	1	E182	55.2353	1511.3369	1
PR11	1	E183	55.2353	1511.3369	1
PR11	1	E184	60.9385	1665.84	1
PR11	1	E185	56.5514	1546.8992	1
PR11	1	E186	52.603	1442.19	1
PR11	1	E187	56.5514	1546.8992	1
PR11	1	E188	61.8159	1692.7	1
PR11	1	E189	60.9499	1668.03	1
PR11	1	E190	60.0611	1642.9175	1
PR11	1	E191	57.8675	1581.6713	1
PR11	1	E192	56.1127	1535.8354	1
PR11	1	E193	57.8675	1582.0664	1
PR11	1	E194	57.8675	1582.0664	1
PR11	1	E195	52.603	1444.95	1
PR11	1	E196	56.1127	1535.8354	1
PR11	1	E197	56.99011	1557.9631	1
PR11	1	E198	56.1127	1535.4403	1
PR11	1	E199	56.99011	1557.9631	1
PR11	1	E200	56.5514	1546.8992	1
PR11	1	E201	51.7256	1419.67	1
PR11	1	E202	52.603	1442.19	1
PR11	1	E203	58.7449	1606.1698	1
PR11	1	E204	54.7966	1500.2731	1
PR11	1	E205	62.6933	1714.44	1
PR11	1	E206	52.1643	1432.31	1
PR11	1	E207	54.3579	1488.0238	1
PR11	1	E208	55.2353	1511.3369	1
PR11	1	E209	57.8235	1580.6873	1
PR11	1	E210	63.5707	1740.12	1
PR11	1	E211	54.7966	1500.2731	1
PR11	1	E212	54.7966	1501.4585	1
PR11	1	E213	55.2353	1511.3369	1
PR11	1	E214	57.4288	1569.8172	1
PR11	1	E215	61.8159	1690.73	1
PR11	1	E217	57.8675	1582.0664	1
PR11	1	E218	52.603	1444.95	1
PR11	1	E219	63.2947	1733.54	1
PR11	1	E220	60.0611	1642.9175	1
PR11	1	E221	51.7256	1419.67	1
PR11	1	E222	52.603	1444.95	1
PR11	1	E223	59.1836	1618.8141	1
PR11	1	E224	53.4805	1464.7108	1
PR11	1	E225	56.5514	1546.5041	1
PR11	1	E226	61.8159	1692.7	1
PR11	1	E227	59.1836	1618.8141	1
PR11	1	E229	56.9194	1558.42	1
PR11	1	E230	51.7256	1418.87	1
PR11	1	E231	53.4805	1464.7108	1
PR11	1	E232	53.0417	1454.83	1
PR11	1	E233	57.4288	1569.8172	1
PR11	1	E234	56.1127	1534.65	1
PR11	1	E235	53.9192	1478.1454	1
PR11	1	E237	53.0417	1452.07	1
PR11	1	E238	58.3062	1593.9205	1
PR11	1	E239	56.1127	1535.8354	1
PR11	1	E240	54.3579	1488.0238	1
PR11	1	E241	55.674	1525.5618	1
PR11	1	E242	51.7256	1419.67	1
PR11	1	E243	55.2353	1511.3369	1
PR11	1	E244	55.674	1525.5618	1
PR11	1	E245	58.3062	1595.8962	1
PR11	1	E246	64.8579	1780.03	1
PR11	1	E247	53.4805	1465.501	1
PR11	1	E248	58.3062	1593.9205	1
IA13	1	E5	85.1521	1896.7313	5
IA13	1	E6	83.9789	1861.2806	5
IA13	1	E7	91.0252	2065.41	5
IA13	1	E8	87.5013	1970.44	5
IA13	1	E9	84.8652	1883.2261	5
IA13	1	E10	89.7396	2037.96	5
IA13	1	E11	82.6496	1819.4051	5
IA13	1	E12	95.057	2162.02	5
IA13	1	E13	84.3999	1872.3161	5
IA13	1	E14	85.3083	1896.4382	5
IA13	1	E15	86.1946	1925.1016	5
IA13	1	E16	78.8298	1721.85	5
IA13	1	E17	97.1332	2218.27	5
IA13	1	E18	72.4577	1610.03	5
IA13	1	E19	87.0808	1953.7651	5
IA13	1	E20	83.53581	1843.5899	5
IA13	1	E21	72.4577	1608.01	5
IA13	1	E22	89.1744	2025.62	5
IA13	1	E23	85.9914	1924.2301	5
IA13	1	E24	82.2064	1808.8803	5
IA13	1	E25	79.1046	1725.13	5
IA13	1	E27	72.9008	1620.78	5
IA13	1	E28	88.2061	1993.48	5
IA13	1	E29	78.6614	1717.29	5
IA13	1	E30	77.3321	1697.14	5
IA13	1	E31	87.6546	1980.95	5
IA13	1	E32	85.3083	1902.2604	5
IA13	1	E33	81.3202	1782.6801	5
IA13	1	E34	86.6377	1939.2094	5
IA13	1	E35	80.8771	1771.4834	5
IA13	1	E36	91.9552	2088.57	5
IA13	1	E37	81.3202	1786.0391	5
IA13	1	E38	83.53581	1843.5899	5
IA13	1	E39	71.5714	1588.98	5
IA13	1	E40	76.9298	1682.69	5
IA13	1	E41	82.8029	1826.447	5
IA13	1	E42	80.4339	1757.38	5
IA13	1	E43	85.3083	1896.4382	5
IA13	1	E44	84.8652	1885.4654	5
IA13	1	E45	71.5714	1593.68	5
IA13	1	E46	86.6377	1938.9855	5
IA13	1	E47	82.6496	1820.0769	5
IA13	1	E48	75.5596	1662.43	5
IA13	1	E49	79.5477	1747.3	5
IA13	1	E50	86.7966	1949.0606	5
IA13	1	E51	83.53581	1843.5899	5
IA13	1	E52	91.9552	2090.81	5
IA13	1	E53	79.1046	1725.13	5
IA13	1	E54	85.3083	1897.7817	5
IA13	1	E55	78.2183	1709.9	5
IA13	1	E56	83.9789	1855.9062	5
IA13	1	E57	76.4458	1682.13	5
IA13	1	E58	85.7514	1910.9938	5
IA13	1	E59	75.1164	1654.14	5
IA13	1	E60	82.2064	1808.8803	5
IA13	1	E61	81.3202	1783.1279	5
IA13	1	E62	76.0027	1672.95	5
IA13	1	E63	82.2064	1807.0888	5
IA13	1	E64	82.2064	1808.8803	5
IA13	1	E65	83.0927	1831.2736	5
IA13	1	E66	87.5239	1966.98	5
IA13	1	E68	80.8771	1770.1398	5
IA13	1	E69	89.1744	2025.62	5
IA13	1	E70	79.9908	1745.73	5
IA13	1	E71	79.1046	1725.13	5
IA13	1	E72	83.0927	1831.2736	5
IA13	1	E73	89.1458	2001.15	5
IA13	1	E74	93.2846	2115	5
IA13	1	E75	85.3083	1896.4382	5
IA13	1	E76	88.8533	2009.97	5
IA13	1	E77	83.6273	1857.81	5
IA13	1	E78	81.3202	1783.1279	5
IA13	1	E79	82.6496	1820.0769	5
IA13	1	E80	83.0927	1832.3932	5
IA13	1	E81	80.8771	1771.4834	5
IA13	1	E82	85.3083	1903.604	5
IA13	1	E83	78.0341	1707.65	5
IA13	1	E84	83.53581	1845.6053	5
IA13	1	E85	82.2064	1807.0888	5
IA13	1	E86	90.1827	2036.17	5
IA13	1	E87	85.3083	1896.4382	5
IA13	1	E88	87.5239	1967.65	5
IA13	1	E89	87.0808	1953.3172	5
IA13	1	E90	91.9552	2091.48	5
IA13	1	E91	80.8771	1771.4834	5
IA13	1	E92	91.5121	2070.66	5
IA13	1	E93	85.7514	1910.5459	5
IA13	1	E94	83.9789	1864.8636	5
IA13	1	E95	87.0808	1953.7651	5
IA13	1	E96	82.6496	1820.0769	5
IA13	1	E97	81.7633	1795.8921	5
IA13	1	E98	78.6614	1716.17	5
IA13	1	E99	87.9671	1981.76	5
IA13	1	E100	84.2818	1863.785	5
IA13	1	E101	83.53581	1845.6053	5
IA13	1	E102	78.6614	1734.53	5
IA13	1	E103	92.3983	2097.98	5
IA13	1	E104	87.2664	1963.83	5
IA13	1	E105	87.0808	1953.0933	5
IA13	1	E106	87.5239	1967.87	5
IA13	1	E107	88.4102	1995.64	5
IA13	1	E108	83.9789	1856.802	5
IA13	1	E109	84.8652	1885.4654	5
IA13	1	E110	81.7633	1795.8921	5
IA13	1	E111	89.2964	2024.3	5
IA13	1	E112	82.2064	1807.0888	5
IA13	1	E113	77.3321	1697.14	5
IA13	1	E114	80.8771	1770.1398	5
IA13	1	E115	96.3864	2199.87	5
IA13	1	E116	87.5239	1967.65	5
IA13	1	E117	78.2183	1709.9	5
IA13	1	E118	74.2302	1641.83	5
IA13	1	E119	86.6377	1939.6573	5
IA13	1	E120	91.5121	2078.05	5
IA13	1	E121	78.2183	1709.9	5
IA13	1	E122	76.4458	1680.34	5
IA13	1	E123	85.7514	1910.9938	5
IA13	1	E124	78.7117	1723.05	5
IA13	1	E125	84.2818	1863.785	5
IA13	1	E126	71.1283	1582.93	5
IA13	1	E127	89.7396	2036.4	5
IA13	1	E128	87.5239	1967.87	5
IA13	1	E129	86.7871	1949.7815	5
IA13	1	E130	85.7514	1910.5459	5
IA13	1	E131	82.2064	1807.0888	5
IA13	1	E132	79.9908	1745.73	5
IA13	1	E133	87.0808	1953.7651	5
IA13	1	E134	79.5477	1736.77	5
IA13	1	E135	84.4221	1869.1183	5
IA13	1	E136	81.3202	1821.8684	5
IA13	1	E137	84.6823	1882.4382	5
IA13	1	E138	79.9908	1754.69	5
IA13	1	E139	78.6614	1716.17	5
IA13	1	E140	82.6496	1820.0769	5
IA13	1	E141	81.3202	1783.1279	5
IA13	1	E142	79.1046	1725.13	5
IA13	1	E143	83.9789	1859.7131	5
IA13	1	E144	84.8652	1889.2723	5
IA13	1	E145	81.3202	1782.6801	5
IA13	1	E146	81.7633	1794.3246	5
IA13	1	E147	83.53581	1846.725	5
IA13	1	E148	79.1046	1752	5
IA13	1	E149	79.5477	1736.77	5
IA13	1	E150	91.5121	2078.05	5
IA13	1	E151	80.4339	1757.38	5
IA13	1	E152	92.3983	2097.08	5
IA13	1	E153	94.1708	2138.96	5
IA13	1	E154	89.7396	2037.96	5
IA13	1	E156	83.53581	1845.6053	5
IA13	1	E157	80.4339	1757.38	5
IA13	1	E158	83.6273	1857.81	5
IA13	1	E159	94.1708	2137.84	5
IA13	1	E160	84.4221	1874.2688	5
IA13	1	E162	75.1164	1653.47	5
IA13	1	E163	83.0927	1831.2736	5
IA13	1	E164	88.8533	2009.75	5
IA13	1	E165	84.4221	1869.1183	5
IA13	1	E166	80.4339	1757.38	5
IA13	1	E167	83.0927	1832.6172	5
IA13	1	E168	82.6904	1821.1993	5
IA13	1	E169	82.6904	1821.1993	5
IA13	1	E170	86.6377	1939.6573	5
IA13	1	E171	79.5477	1736.77	5
IA13	1	E172	80.9235	1776.9527	5
IA13	1	E173	88.4102	1996.09	5
IA13	1	E174	80.4339	1762.5261	5
IA13	1	E175	96.3864	2198.52	5
IA13	1	E176	81.3202	1783.1279	5
IA13	1	E177	90.6258	2064.39	5
IA13	1	E178	79.1046	1725.13	5
IA13	1	E179	78.2183	1708.33	5
IA13	1	E180	90.1827	2051.62	5
IA13	1	E181	79.1046	1734.31	5
IA13	1	E182	78.6614	1717.29	5
IA13	1	E183	79.1046	1725.13	5
IA13	1	E184	76.8889	1691.09	5
IA13	1	E185	80.8771	1771.4834	5
IA13	1	E186	87.9671	1981.08	5
IA13	1	E187	86.1946	1925.1016	5
IA13	1	E188	83.0927	1832.3932	5
IA13	1	E189	84.2124	1866.8457	5
IA13	1	E190	87.0808	1953.0933	5
IA13	1	E191	89.6157	2037.06	5
IA13	1	E192	85.3083	1896.4382	5
IA13	1	E193	84.4221	1869.1183	5
IA13	1	E194	86.6377	1938.9855	5
IA13	1	E195	84.4221	1869.1183	5
IA13	1	E196	81.7633	1794.3246	5
IA13	1	E197	79.9908	1754.69	5
IA13	1	E198	87.9671	1981.98	5
IA13	1	E199	85.3083	1896.4382	5
IA13	1	E200	71.9964	1589.37	5
IA13	1	E201	86.6377	1939.2094	5
IA13	1	E202	98.1589	2249.58	5
IA13	1	E203	80.8771	1770.1398	5
IA13	1	E204	83.9789	1856.802	5
IA13	1	E205	85.7514	1910.9938	5
IA13	1	E206	79.5477	1734.09	5
IA13	1	E207	73.7871	1635.11	5
IA13	1	E208	75.5596	1663.1	5
IA13	1	E209	78.6614	1721.55	5
IA13	1	E210	88.2605	1990.33	5
IA13	1	E211	91.0689	2064.39	5
IA13	1	E212	73.8758	1622.56	5
IA13	1	E213	76.4458	1682.13	5
IA13	1	E214	83.0927	1832.6172	5
IA13	1	E215	87.0808	1953.3172	5
IA13	1	E217	82.6904	1821.1993	5
IA13	1	E218	83.7426	1854.4426	5
IA13	1	E219	83.4348	1851.8376	5
IA13	1	E220	87.0808	1953.3172	5
IA13	1	E221	87.9671	1981.98	5
IA13	1	E222	80.8771	1773.7227	5
IA13	1	E223	78.7117	1723.05	5
IA13	1	E224	80.4339	1762.5261	5
IA13	1	E225	82.6496	1820.0769	5
IA13	1	E226	87.5239	1966.98	5
IA13	1	E227	81.3202	1782.6801	5
IA13	1	E229	89.7396	2036.4	5
IA13	1	E230	76.4458	1682.13	5
IA13	1	E231	95.4888	2172.79	5
IA13	1	E232	96.3864	2197.63	5
IA13	1	E233	79.1046	1725.13	5
IA13	1	E234	76.4458	1682.13	5
IA13	1	E235	84.4221	1870.9098	5
IA13	1	E237	82.6496	1820.0769	5
IA13	1	E238	85.3083	1896.4382	5
IA13	1	E239	88.8533	2009.97	5
IA13	1	E240	84.8652	1885.4654	5
IA13	1	E241	86.1946	1925.1016	5
IA13	1	E242	85.7514	1910.9938	5
IA13	1	E243	80.4339	1793.8767	5
IA13	1	E244	83.53581	1855.9062	5
IA13	1	E245	77.7752	1715.5	5
IA13	1	E246	91.0689	2071.55	5
IA13	1	E247	83.9789	1856.802	5
IA13	1	E248	81.8946	1797.6757	5
PR14S	1	E5	59.0391	1893.9063	7
PR14S	1	E6	59.524	1908.7433	7
PR14S	1	E7	78.4378	2521.86	7
PR14S	1	E8	59.524	1910.4889	7
PR14S	1	E9	58.5541	1875.5781	7
PR14S	1	E10	82.8025	2669.58	7
PR14S	1	E11	61.4639	1969.8372	7
PR14S	1	E12	80.3776	2589.29	7
PR14S	1	E13	59.0391	1897.3973	7
PR14S	1	E14	59.0391	1897.3973	7
PR14S	1	E15	54.6744	1751.64	7
PR14S	1	E16	57.5842	1846.7767	7
PR14S	1	E17	89.592	2894.54	7
PR14S	1	E18	56.6142	1817.98	7
PR14S	1	E19	76.0129	2448.11	7
PR14S	1	E20	70.1933	2254.8	7
PR14S	1	E21	52.2495	1670.48	7
PR14S	1	E22	67.2835	2154.86	7
PR14S	1	E23	63.4038	2030.0583	7
PR14S	1	E24	63.4038	2030.0583	7
PR14S	1	E25	51.7646	1651.71	7
PR14S	1	E27	54.1894	1735.94	7
PR14S	1	E28	82.3441	2655.68	7
PR14S	1	E29	50.3097	1601.53	7
PR14S	1	E30	50.3097	1601.53	7
PR14S	1	E31	73.5881	2372.18	7
PR14S	1	E32	60.9789	1954.1274	7
PR14S	1	E33	56.1293	1801.39	7
PR14S	1	E34	70.1933	2254.8	7
PR14S	1	E35	56.6142	1817.98	7
PR14S	1	E36	60.3008	1932.56	7
PR14S	1	E37	56.1293	1801.39	7
PR14S	1	E38	50.7946	1618.98	7
PR14S	1	E39	51.2796	1636.44	7
PR14S	1	E40	54.6744	1751.64	7
PR14S	1	E41	53.7044	1720.66	7
PR14S	1	E42	55.1593	1767.35	7
PR14S	1	E43	64.8587	2076.32	7
PR14S	1	E44	62.9188	2013.4757	7
PR14S	1	E45	50.3097	1602.84	7
PR14S	1	E46	66.7986	2137.41	7
PR14S	1	E47	56.6142	1817.1	7
PR14S	1	E48	53.2195	1704.08	7
PR14S	1	E49	53.7044	1719.35	7
PR14S	1	E50	65.8286	2105.99	7
PR14S	1	E51	55.1593	1767.35	7
PR14S	1	E52	55.6443	1783.06	7
PR14S	1	E53	63.8887	2044.02	7
PR14S	1	E54	70.103	2252.87	7
PR14S	1	E55	55.1593	1769.97	7
PR14S	1	E56	52.2495	1670.48	7
PR14S	1	E57	51.2796	1635.57	7
PR14S	1	E58	51.7646	1650.84	7
PR14S	1	E59	54.6744	1751.64	7
PR14S	1	E60	60.9789	1952.3818	7
PR14S	1	E61	70.6783	2271.82	7
PR14S	1	E62	59.0391	1897.3973	7
PR14S	1	E63	64.8587	2076.32	7
PR14S	1	E64	60.494	1939.2903	7
PR14S	1	E65	59.0391	1893.9063	7
PR14S	1	E66	48.8548	1550.47	7
PR14S	1	E68	54.6744	1752.08	7
PR14S	1	E69	60.3008	1932.56	7
PR14S	1	E70	54.1894	1735.94	7
PR14S	1	E71	54.6744	1752.08	7
PR14S	1	E72	51.2796	1635.57	7
PR14S	1	E73	57.0992	1835.4307	7
PR14S	1	E74	95.4116	3080.87	7
PR14S	1	E75	68.7384	2204.61	7
PR14S	1	E76	57.5842	1846.7767	7
PR14S	1	E77	68.2535	2187.59	7
PR14S	1	E78	56.1293	1801.39	7
PR14S	1	E79	60.494	1939.2903	7
PR14S	1	E80	64.3737	2059.73	7
PR14S	1	E81	55.6443	1783.06	7
PR14S	1	E82	53.2195	1704.52	7
PR14S	1	E83	52.2495	1670.48	7
PR14S	1	E84	52.2495	1670.48	7
PR14S	1	E85	65.8286	2105.99	7
PR14S	1	E86	58.5541	1880.8147	7
PR14S	1	E87	64.8587	2076.32	7
PR14S	1	E88	66.3136	2121.7	7
PR14S	1	E89	77.9528	2505.72	7
PR14S	1	E90	79.8927	2571.18	7
PR14S	1	E91	57.5842	1852.0133	7
PR14S	1	E92	61.4639	1967.2189	7
PR14S	1	E93	65.8286	2120.39	7
PR14S	1	E94	60.494	1941.0358	7
PR14S	1	E95	66.7986	2137.85	7
PR14S	1	E96	56.6142	1817.1	7
PR14S	1	E97	61.9489	1986.4198	7
PR14S	1	E98	52.2495	1666.99	7
PR14S	1	E99	66.7986	2137.85	7
PR14S	1	E100	64.0564	2052.27	7
PR14S	1	E101	65.3437	2092.02	7
PR14S	1	E102	60.009	1926.1987	7
PR14S	1	E103	77.9528	2505.72	7
PR14S	1	E104	64.8587	2076.32	7
PR14S	1	E105	51.2796	1635.57	7
PR14S	1	E106	65.8286	2108.17	7
PR14S	1	E107	61.9489	1986.4198	7
PR14S	1	E108	55.6443	1783.06	7
PR14S	1	E109	70.6783	2270.94	7
PR14S	1	E110	55.1593	1769.97	7
PR14S	1	E111	84.2574	2715.84	7
PR14S	1	E112	57.0992	1835.4307	7
PR14S	1	E113	49.8247	1585.38	7
PR14S	1	E114	55.1593	1767.35	7
PR14S	1	E115	63.8887	2044.02	7
PR14S	1	E116	73.5881	2372.18	7
PR14S	1	E117	57.0992	1835.4307	7
PR14S	1	E118	48.8548	1550.47	7
PR14S	1	E119	66.3136	2121.7	7
PR14S	1	E120	85.7123	2767.98	7
PR14S	1	E121	50.3097	1601.53	7
PR14S	1	E122	61.4639	1967.2189	7
PR14S	1	E123	59.0391	1897.3973	7
PR14S	1	E124	54.1894	1735.94	7
PR14S	1	E125	55.1593	1769.97	7
PR14S	1	E126	48.8548	1550.47	7
PR14S	1	E127	68.2535	2187.59	7
PR14S	1	E128	62.9188	2014.3484	7
PR14S	1	E129	59.0391	1890.4152	7
PR14S	1	E130	61.4639	1967.2189	7
PR14S	1	E131	54.1894	1735.94	7
PR14S	1	E132	56.6142	1817.1	7
PR14S	1	E133	64.8587	2076.32	7
PR14S	1	E134	50.3097	1601.53	7
PR14S	1	E135	51.2796	1636.44	7
PR14S	1	E136	52.2495	1670.48	7
PR14S	1	E137	60.9789	1954.1274	7
PR14S	1	E138	51.2796	1636.44	7
PR14S	1	E139	56.1293	1801.39	7
PR14S	1	E140	63.4038	2029.1855	7
PR14S	1	E141	55.6443	1783.06	7
PR14S	1	E142	60.009	1926.1987	7
PR14S	1	E143	53.2195	1701.9	7
PR14S	1	E144	55.6443	1786.12	7
PR14S	1	E145	58.0691	1868.596	7
PR14S	1	E146	60.9789	1952.3818	7
PR14S	1	E147	58.5541	1880.8147	7
PR14S	1	E148	56.1293	1801.39	7
PR14S	1	E149	50.3097	1601.53	7
PR14S	1	E150	67.2835	2153.56	7
PR14S	1	E151	56.6142	1815.36	7
PR14S	1	E152	63.8887	2046.64	7
PR14S	1	E153	75.043	2414.95	7
PR14S	1	E154	65.8286	2106.43	7
PR14S	1	E156	62.9188	2013.4757	7
PR14S	1	E157	57.0992	1835.4307	7
PR14S	1	E158	57.5842	1852.0133	7
PR14S	1	E159	93.9567	3032.87	7
PR14S	1	E160	56.6142	1817.98	7
PR14S	1	E162	59.0391	1897.3973	7
PR14S	1	E163	52.2495	1670.48	7
PR14S	1	E164	59.524	1906.125	7
PR14S	1	E165	55.6443	1783.06	7
PR14S	1	E166	57.5842	1852.0133	7
PR14S	1	E167	54.1894	1735.94	7
PR14S	1	E168	53.7044	1717.61	7
PR14S	1	E169	61.9489	1987.2926	7
PR14S	1	E170	76.4979	2457.72	7
PR14S	1	E171	52.2495	1670.48	7
PR14S	1	E172	56.6142	1817.1	7
PR14S	1	E173	68.2535	2188.9	7
PR14S	1	E174	59.524	1908.7433	7
PR14S	1	E175	84.2574	2720.86	7
PR14S	1	E176	60.9789	1952.3818	7
PR14S	1	E177	67.2835	2154.86	7
PR14S	1	E178	54.1894	1735.94	7
PR14S	1	E179	49.3397	1566.62	7
PR14S	1	E180	67.7685	2171.88	7
PR14S	1	E181	51.7646	1653.89	7
PR14S	1	E182	54.6744	1752.08	7
PR14S	1	E183	49.3397	1566.62	7
PR14S	1	E184	49.3397	1566.62	7
PR14S	1	E185	49.3397	1566.62	7
PR14S	1	E186	70.6783	2271.82	7
PR14S	1	E187	59.524	1908.7433	7
PR14S	1	E188	60.9789	1954.1274	7
PR14S	1	E189	51.2796	1636.44	7
PR14S	1	E190	54.1894	1735.94	7
PR14S	1	E191	88.1371	2846.53	7
PR14S	1	E192	56.6142	1817.1	7
PR14S	1	E193	51.2796	1636.44	7
PR14S	1	E194	59.0391	1897.3973	7
PR14S	1	E195	56.1293	1801.39	7
PR14S	1	E196	52.7345	1686.62	7
PR14S	1	E197	49.3397	1566.62	7
PR14S	1	E198	64.8587	2076.32	7
PR14S	1	E199	52.2495	1670.48	7
PR14S	1	E200	48.8548	1550.47	7
PR14S	1	E201	71.6482	2304.98	7
PR14S	1	E202	82.8025	2669.58	7
PR14S	1	E203	52.7345	1686.62	7
PR14S	1	E204	58.0691	1868.596	7
PR14S	1	E205	63.4038	2030.0583	7
PR14S	1	E206	51.2796	1636.44	7
PR14S	1	E207	53.2195	1704.52	7
PR14S	1	E208	52.2495	1670.48	7
PR14S	1	E209	61.4639	1967.2189	7
PR14S	1	E210	62.9188	2013.9121	7
PR14S	1	E211	63.8887	2046.64	7
PR14S	1	E212	47.3999	1502.03	7
PR14S	1	E213	49.3397	1566.62	7
PR14S	1	E214	54.6744	1752.08	7
PR14S	1	E215	57.0992	1835.4307	7
PR14S	1	E217	53.2195	1701.9	7
PR14S	1	E218	66.7986	2137.41	7
PR14S	1	E219	63.8887	2046.64	7
PR14S	1	E220	64.8587	2076.32	7
PR14S	1	E221	62.9188	2014.3484	7
PR14S	1	E222	61.4639	1967.2189	7
PR14S	1	E223	55.6443	1781.32	7
PR14S	1	E224	60.009	1924.4532	7
PR14S	1	E225	56.1293	1801.39	7
PR14S	1	E226	61.4639	1967.2189	7
PR14S	1	E227	56.6142	1817.1	7
PR14S	1	E229	65.3437	2092.02	7
PR14S	1	E230	50.3097	1601.53	7
PR14S	1	E231	100.7463	3252.37	7
PR14S	1	E232	71.1633	2287.96	7
PR14S	1	E233	53.2195	1701.9	7
PR14S	1	E234	51.2796	1636.44	7
PR14S	1	E235	51.2796	1636.44	7
PR14S	1	E237	63.8887	2046.64	7
PR14S	1	E238	63.8887	2046.64	7
PR14S	1	E239	73.5881	2364.77	7
PR14S	1	E240	53.2195	1704.52	7
PR14S	1	E241	70.6783	2271.82	7
PR14S	1	E242	67.2835	2153.56	7
PR14S	1	E243	51.2796	1636.44	7
PR14S	1	E244	56.6142	1817.1	7
PR14S	1	E245	48.3698	1535.2	7
PR14S	1	E246	73.5881	2364.77	7
PR14S	1	E247	55.6443	1783.06	7
PR14S	1	E248	52.2495	1670.48	7
KS11	1	E5	72.5565	2281.3052	3
KS11	1	E6	74.4308	2340.1851	3
KS11	1	E7	95.5158	2886.46	3
KS11	1	E8	83.8019	2580.05	3
KS11	1	E9	67.4024	2139.38	3
KS11	1	E10	95.512	2928.19	3
KS11	1	E11	71.6194	2269.1494	3
KS11	1	E12	105.3555	3055.81	3
KS11	1	E13	67.871	2153.53	3
KS11	1	E14	59.9055	1915.78	3
KS11	1	E15	63.654	2024.54	3
KS11	1	E16	57.5627	1833.3	3
KS11	1	E17	120.8179	3307.95	3
KS11	1	E18	57.0942	1823.09	3
KS11	1	E19	118.9436	3272.34	3
KS11	1	E20	84.739	2647.95	3
KS11	1	E21	63.654	2015.78	3
KS11	1	E22	113.321	3184.99	3
KS11	1	E23	74.8993	2354.6914	3
KS11	1	E24	73.47033	2286.5896	3
KS11	1	E25	60.3741	1929.31	3
KS11	1	E27	59.437	1901.96	3
KS11	1	E28	112.8524	3162.22	3
KS11	1	E29	53.3457	1686.97	3
KS11	1	E30	59.437	1901.96	3
KS11	1	E31	98.3272	2939.38	3
KS11	1	E32	70.2138	2211.4804	3
KS11	1	E33	57.5627	1838.9	3
KS11	1	E34	94.1101	2816.33	3
KS11	1	E35	66.9339	2125.56	3
KS11	1	E36	90.222	2843.29	3
KS11	1	E37	65.9968	2094.03	3
KS11	1	E38	69.2766	2192.7481	3
KS11	1	E39	54.7514	1739.92	3
KS11	1	E40	62.2483	1988.52	3
KS11	1	E41	65.0596	2064.73	3
KS11	1	E42	61.3112	1947.54	3
KS11	1	E43	86.1447	2672.33	3
KS11	1	E44	68.3395	2166.87	3
KS11	1	E45	58.0313	1855.99	3
KS11	1	E46	84.2705	2636.79	3
KS11	1	E47	64.5911	2048.78	3
KS11	1	E48	62.7169	1995.24	3
KS11	1	E49	58.4998	1867.06	3
KS11	1	E50	94.1101	2833.33	3
KS11	1	E51	69.7452	2206.7083	3
KS11	1	E52	73.0251	2307.3976	3
KS11	1	E53	77.2421	2429.24	3
KS11	1	E54	97.8586	2931.07	3
KS11	1	E55	58.4998	1869.43	3
KS11	1	E56	67.871	2152.91	3
KS11	1	E57	62.7169	1980.88	3
KS11	1	E58	65.9968	2094.17	3
KS11	1	E59	55.22	1757.73	3
KS11	1	E60	88.0189	2722.95	3
KS11	1	E61	93.173	2811.37	3
KS11	1	E62	65.9968	2094.65	3
KS11	1	E63	81.9277	2591.71	3
KS11	1	E64	73.49366	2315.0187	3
KS11	1	E65	69.7452	2211.6703	3
KS11	1	E66	58.4998	1867.06	3
KS11	1	E68	60.8426	1941.18	3
KS11	1	E69	105.8241	3074.83	3
KS11	1	E70	58.4998	1863.07	3
KS11	1	E71	59.9055	1912.21	3
KS11	1	E72	67.4024	2139.38	3
KS11	1	E73	73.0251	2298.1382	3
KS11	1	E74	116.1323	3230.86	3
KS11	1	E75	92.2359	2852.91	3
KS11	1	E76	88.956	2711.84	3
KS11	1	E77	80.0534	2526.2	3
KS11	1	E78	64.1225	2040.63	3
KS11	1	E79	67.4024	2138.09	3
KS11	1	E80	89.4246	2712.13	3
KS11	1	E81	75.3679	2370.361	3
KS11	1	E82	69.7452	2206.7083	3
KS11	1	E83	59.9055	1919.43	3
KS11	1	E84	59.9055	1920	3
KS11	1	E85	82.287	2570.41	3
KS11	1	E86	74.8993	2359.8909	3
KS11	1	E87	76.305	2400.49	3
KS11	1	E88	73.0251	2298.1382	3
KS11	1	E89	90.222	2843.29	3
KS11	1	E90	100.2014	2966.88	3
KS11	1	E91	69.2766	2192.7481	3
KS11	1	E92	72.088	2276.4382	3
KS11	1	E93	71.1509	2246.9982	3
KS11	1	E94	76.7736	2420.36	3
KS11	1	E95	104.3287	3072.59	3
KS11	1	E96	67.871	2153.34	3
KS11	1	E97	71.6194	2263.8787	3
KS11	1	E98	67.871	2153.53	3
KS11	1	E99	94.1101	2823.45	3
KS11	1	E100	67.871	2152.05	3
KS11	1	E101	80.0534	2525.09	3
KS11	1	E102	72.088	2285.5788	3
KS11	1	E103	120.8179	3307.95	3
KS11	1	E104	110.5096	3143.21	3
KS11	1	E105	67.4024	2139.52	3
KS11	1	E106	81.4591	2545.48	3
KS11	1	E107	79.1163	2487.03	3
KS11	1	E108	68.3395	2167.34	3
KS11	1	E109	82.8648	2606.88	3
KS11	1	E110	63.1854	2000.11	3
