env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_07	31.5	11.646	0	0	0
Aberdeen_07	27.324	16.596	4.95	0.02	7e-04
Aberdeen_07	27.828	16.308	0.288	0.01	4e-04
Aberdeen_07	30.006	17.991	1.683	0.01	3e-04
Aberdeen_07	33.408	17.028	0.963	0.25	0.0075
Aberdeen_07	16.524	11.322	5.706	0.63	0.0381
Aberdeen_07	21.798	9.189	2.133	1.35	0.0619
Aberdeen_07	19.098	4.698	4.491	0.65	0.034
Aberdeen_07	26.19	7.452	2.754	0.11	0.0042
Aberdeen_07	19.782	8.496	1.044	0.24	0.0121
Aberdeen_07	29.934	11.322	2.826	0	0
Aberdeen_07	31.266	14.877	3.555	0.04	0.0013
Aberdeen_07	19.872	11.844	3.033	0.16	0.0081
Aberdeen_07	32.958	15.84	3.996	0.02	6e-04
Aberdeen_07	32.454	18.423	2.583	2.7	0.0832
Aberdeen_07	15.732	6.957	11.466	7.96	0.506
Aberdeen_07	13.806	4.95	2.007	1.21	0.0876
Aberdeen_07	18.576	8.019	3.069	0.2	0.0108
Aberdeen_07	17.748	9.18	1.161	0.55	0.031
Aberdeen_07	15.552	10.404	1.224	6.88	0.4424
Aberdeen_07	14.976	11.448	1.044	5.42	0.3619
Aberdeen_07	29.61	14.967	3.519	0.03	0.001
Aberdeen_07	29.718	20.097	5.13	0.38	0.0128
Aberdeen_07	23.436	17.784	2.313	0.06	0.0026
Aberdeen_07	33.264	20.25	2.466	0	0
Aberdeen_07	36.936	27.81	7.56	0.01	3e-04
Aberdeen_07	34.002	31.293	3.483	0	0
Aberdeen_07	25.614	29.511	1.782	0.05	0.002
Aberdeen_07	31.14	32.436	2.925	0	0
Aberdeen_07	32.742	25.551	6.885	1.08	0.033
Aberdeen_07	17.082	8.595	16.956	4.8	0.281
Aberdeen_07	15.84	7.524	1.071	0.15	0.0095
Aberdeen_07	17.712	8.424	0.9	0.91	0.0514
Aberdeen_07	31.5	13.995	5.571	0.08	0.0025
Aberdeen_07	33.462	19.971	5.976	0.04	0.0012
Aberdeen_07	28.314	28.143	8.172	0	0
Aberdeen_07	31.554	29.763	1.62	0.51	0.0162
Aberdeen_07	29.988	33.282	3.519	0.03	0.001
Aberdeen_07	33.408	34.2	0.918	0	0
Aberdeen_07	32.544	35.244	1.044	0	0
Aberdeen_07	27.27	25.875	9.369	0.07	0.0026
Aberdeen_07	28.512	22.266	3.609	0.02	7e-04
Aberdeen_07	36.864	25.398	3.132	0	0
Aberdeen_07	35.91	31.077	5.679	0	0
Aberdeen_07	30.924	36.18	5.103	0.06	0.0019
Aberdeen_07	27.828	36.414	0.234	0.02	7e-04
Aberdeen_07	25.074	35.307	1.107	0.02	8e-04
Aberdeen_07	27.72	30.636	4.671	0.36	0.013
Aberdeen_07	16.128	11.268	19.368	0.89	0.0552
Aberdeen_07	17.856	9.18	2.088	1.88	0.1053
Aberdeen_07	26.37	13.104	3.924	0.31	0.0118
Aberdeen_07	27.216	20.466	7.362	0.01	4e-04
Aberdeen_07	25.056	26.55	6.084	0	0
Aberdeen_07	27.324	30.438	3.888	0.01	4e-04
Aberdeen_07	29.286	37.359	6.921	0.03	0.001
Aberdeen_07	21.168	17.046	20.313	0	0
Aberdeen_07	29.808	16.722	0.324	0	0
Aberdeen_07	30.618	25.209	8.487	0	0
Aberdeen_07	31.464	27.99	2.781	0	0
Aberdeen_07	30.222	33.165	5.175	0	0
Aberdeen_07	28.62	36.594	3.429	0	0
Aberdeen_07	31.932	37.998	1.404	0	0
Aberdeen_07	32.364	40.032	2.034	0.46	0.0142
Aberdeen_07	33.876	28.296	11.736	2.94	0.0868
Aberdeen_07	12.744	11.178	17.118	17.41	1.3661
Aberdeen_07	23.832	15.678	4.5	6.8	0.2853
Aberdeen_07	24.12	18.054	2.376	0.07	0.0029
Aberdeen_07	34.722	27.009	8.955	0	0
Aberdeen_07	26.226	32.373	5.364	0.39	0.0149
Aberdeen_07	27.144	28.08	4.293	0.42	0.0155
Aberdeen_07	28.35	30.537	2.457	0	0
Aberdeen_07	34.038	35.001	4.464	0.01	3e-04
Aberdeen_07	23.4	34.056	0.945	0	0
Aberdeen_07	33.03	38.277	4.221	0	0
Aberdeen_07	31.374	43.065	4.788	0.09	0.0029
Aberdeen_07	21.834	24.147	18.918	0.01	5e-04
Aberdeen_07	32.49	26.487	2.34	0.01	3e-04
Aberdeen_07	33.552	38.448	11.961	0	0
Aberdeen_07	35.496	42.336	3.888	0	0
Aberdeen_07	31.968	43.812	1.476	0	0
Aberdeen_07	30.78	45.828	2.016	0	0
Aberdeen_07	27.072	39.204	6.624	0.01	4e-04
Aberdeen_07	30.366	35.757	3.447	0.03	0.001
Aberdeen_07	25.524	29.592	6.165	0.05	0.002
Aberdeen_07	38.862	35.037	5.445	0	0
Aberdeen_07	39.006	41.337	6.3	0	0
Aberdeen_07	37.206	42.453	1.116	0	0
Aberdeen_07	33.57	43.803	1.35	0	0
Aberdeen_07	31.248	40.608	3.195	0.03	0.001
Aberdeen_07	33.642	44.937	4.329	0	0
Aberdeen_07	30.924	44.586	0.351	0	0
Aberdeen_07	32.436	41.796	2.79	0.05	0.0015
Aberdeen_07	33.012	46.548	4.752	0	0
Aberdeen_07	34.434	47.088	0.54	0	0
Aberdeen_07	30.906	49.338	2.25	0	0
Aberdeen_07	28.728	48.276	1.062	0.03	0.001
Aberdeen_07	28.962	45.261	3.015	0	0
Aberdeen_07	33.156	44.874	0.387	0	0
Aberdeen_07	33.534	44.793	0.081	0	0
Aberdeen_07	33.228	46.242	1.449	0	0
Aberdeen_07	27.036	46.71	0.468	0.01	4e-04
Aberdeen_07	33.084	47.772	1.062	0	0
Aberdeen_07	33.642	48.033	0.261	0.04	0.0012
Aberdeen_07	28.224	48.708	0.675	0.06	0.0021
Aberdeen_07	28.926	48.744	0.036	0.85	0.0294
Aberdeen_07	23.616	45.144	3.6	0.93	0.0394
Aberdeen_07	34.29	46.188	1.044	0	0
Aberdeen_07	30.996	45.882	0.306	0.02	6e-04
Aberdeen_07	33.786	46.224	0.342	0.01	3e-04
Aberdeen_07	32.886	46.143	0.081	0	0
Aberdeen_07	31.572	48.222	2.079	0	0
Aberdeen_07	28.962	49.635	1.413	1.45	0.0501
Aberdeen_07	12.798	40.869	8.766	5.24	0.4094
Aberdeen_07	16.488	40.464	0.405	2.32	0.1407
Aberdeen_07	19.224	42.57	2.106	2.06	0.1072
Aberdeen_07	26.298	45.405	2.835	0.09	0.0034
Aberdeen_07	31.77	46.593	1.188	0	0
Aberdeen_07	33.174	47.106	0.513	0.06	0.0018
Aberdeen_07	33.516	47.727	0.621	0.34	0.0101
Aberdeen_07	22.95	50.805	3.078	0.16	0.007
Aberdeen_07	28.314	47.259	3.546	0.32	0.0113
Aberdeen_07	12.078	38.673	8.586	3.18	0.2633
Aberdeen_07	26.73	42.615	3.942	0.18	0.0067
Aberdeen_07	30.24	44.514	1.899	0.35	0.0116
Aberdeen_07	30.528	41.166	3.348	1.7	0.0557
Aberdeen_07	35.838	39.321	1.845	0.02	6e-04
Aberdeen_07	30.726	39.015	0.306	0.14	0.0046
Aberdeen_07	27.36	39.222	0.207	0	0
Aberdeen_07	32.994	41.319	2.097	0	0
Aberdeen_07	27.18	41.328	0.009	0.01	4e-04
Aberdeen_07	31.356	43.47	2.142	0	0
Aberdeen_07	31.662	45.765	2.295	0	0
Aberdeen_07	29.484	47.646	1.881	0	0
Aberdeen_07	28.872	49.167	1.521	0.02	7e-04
Aberdeen_07	30.204	47.232	1.935	0.25	0.0083
Aberdeen_07	30.798	47.961	0.729	1.03	0.0334
Aberdeen_07	23.904	44.496	3.465	4.45	0.1862
Aberdeen_07	27.306	43.191	1.305	1.42	0.052
Aberdeen_07	29.664	41.022	2.169	1.14	0.0384
Aberdeen_07	29.628	35.46	5.562	0.18	0.0061
Aberdeen_07	23.4	34.254	1.206	0.01	4e-04
Aberdeen_07	23.778	31.365	2.889	1.31	0.0551
Aberdeen_07	24.192	33.93	2.565	0.23	0.0095
Aberdeen_07	30.078	32.895	1.035	0.05	0.0017
