env_code	DTR	GDD	dGDD	PR	PRDTR
Ashton_10	30.744	19.206	0	0.17	0.0055
Ashton_10	13.824	14.292	4.914	4.66	0.3371
Ashton_10	21.366	13.689	0.603	1.47	0.0688
Ashton_10	25.29	9.135	4.554	3.47	0.1372
Ashton_10	26.82	8.838	0.297	2.14	0.0798
Ashton_10	15.21	3.015	5.823	7.95	0.5227
Ashton_10	28.296	8.451	5.436	5.15	0.182
Ashton_10	12.204	4.365	4.086	9.03	0.7399
Ashton_10	25.056	9.18	4.815	1.69	0.0674
Ashton_10	27.324	13.149	3.969	0.56	0.0205
Ashton_10	13.482	14.265	1.116	3.03	0.2247
Ashton_10	22.41	14.967	0.702	8.23	0.3672
Ashton_10	14.904	6.741	8.226	7.02	0.471
Ashton_10	22.518	8.721	1.98	1.34	0.0595
Ashton_10	25.83	12.249	3.528	3.29	0.1274
Ashton_10	14.616	11.574	0.675	8.66	0.5925
Ashton_10	15.336	15.012	3.438	7.29	0.4754
Ashton_10	10.71	16.191	1.179	8.74	0.8161
Ashton_10	11.25	15.813	0.378	21.27	1.8907
Ashton_10	19.008	16.326	0.513	6.17	0.3246
Ashton_10	18	15.498	0.828	11.24	0.6244
Ashton_10	14.562	13.167	2.331	20.18	1.3858
Ashton_10	25.47	14.301	1.134	0.53	0.0208
Ashton_10	22.392	18.378	4.077	1.88	0.084
Ashton_10	21.33	14.715	3.663	4.77	0.2236
Ashton_10	23.238	10.683	4.032	2.12	0.0912
Ashton_10	18.306	11.079	0.396	0.88	0.0481
Ashton_10	30.114	13.887	2.808	1.24	0.0412
Ashton_10	31.68	17.1	3.213	0.29	0.0092
Ashton_10	26.568	17.982	0.882	5.64	0.2123
Ashton_10	26.406	16.425	1.557	6.23	0.2359
Ashton_10	17.964	7.821	8.604	2.61	0.1453
Ashton_10	32.454	13.932	6.111	0	0
Ashton_10	28.548	19.17	5.238	1.03	0.0361
Ashton_10	27.522	22.023	2.853	1.11	0.0403
Ashton_10	23.31	18.171	3.852	0.1	0.0043
Ashton_10	20.106	17.919	0.252	1.51	0.0751
Ashton_10	30.636	19.728	1.809	0.32	0.0104
Ashton_10	30.078	25.281	5.553	0.68	0.0226
Ashton_10	17.388	26.928	1.647	1.84	0.1058
Ashton_10	23.58	23.004	3.924	1.52	0.0645
Ashton_10	28.062	24.111	1.107	0	0
Ashton_10	31.068	26.568	2.457	0	0
Ashton_10	32.742	29.835	3.267	0.69	0.0211
Ashton_10	25.02	29.988	0.153	5.42	0.2166
Ashton_10	27.756	28.926	1.062	0.3	0.0108
Ashton_10	24.606	25.785	3.141	0.17	0.0069
Ashton_10	22.662	19.143	6.642	0.6	0.0265
Ashton_10	22.536	20.358	1.215	1.82	0.0808
Ashton_10	22.716	20.556	0.198	0.92	0.0405
Ashton_10	23.94	17.136	3.42	0.42	0.0175
Ashton_10	33.912	19.152	2.016	0.03	9e-04
Ashton_10	35.01	23.553	4.401	0.09	0.0026
Ashton_10	31.428	29.07	5.517	2.98	0.0948
Ashton_10	22.158	30.141	1.071	2.64	0.1191
Ashton_10	19.422	27.243	2.898	1.26	0.0649
Ashton_10	27.198	29.673	2.43	0.01	4e-04
Ashton_10	25.434	24.327	5.346	0.07	0.0028
Ashton_10	30.546	19.665	4.662	0.13	0.0043
Ashton_10	31.14	24.57	4.905	0	0
Ashton_10	33.57	30.807	6.237	0	0
Ashton_10	29.574	34.839	4.032	1.24	0.0419
Ashton_10	27.666	34.803	0.036	0.71	0.0257
Ashton_10	26.118	31.041	3.762	0.49	0.0188
Ashton_10	32.22	28.152	2.889	0.05	0.0016
Ashton_10	30.204	29.502	1.35	3.26	0.1079
Ashton_10	27.522	27.927	1.575	0.43	0.0156
Ashton_10	27.378	27.369	0.558	0	0
Ashton_10	33.12	28.962	1.593	0	0
Ashton_10	34.56	32.904	3.942	0.32	0.0093
Ashton_10	27.288	35.406	2.502	0.32	0.0117
Ashton_10	24.12	32.886	2.52	0.63	0.0261
Ashton_10	26.748	34.02	1.134	2.83	0.1058
Ashton_10	25.812	35.496	1.476	0.65	0.0252
Ashton_10	32.598	34.263	1.233	0.59	0.0181
Ashton_10	30.33	34.839	0.576	3.18	0.1048
Ashton_10	27.054	33.993	0.846	1.79	0.0662
Ashton_10	31.554	30.267	3.726	0.14	0.0044
Ashton_10	28.98	33.678	3.411	0.45	0.0155
Ashton_10	33.93	30.915	2.763	0.92	0.0271
Ashton_10	33.534	32.337	1.422	2.42	0.0722
Ashton_10	26.442	33.633	1.296	6.69	0.253
Ashton_10	28.368	30.348	3.285	1.5	0.0529
Ashton_10	29.376	28.926	1.422	1.71	0.0582
Ashton_10	21.204	28.836	0.09	5.01	0.2363
Ashton_10	31.644	28.476	0.36	0.34	0.0107
Ashton_10	26.496	30.186	1.71	1.33	0.0502
Ashton_10	18.666	23.049	7.137	0.4	0.0214
Ashton_10	24.804	22.23	0.819	3.4	0.1371
Ashton_10	32.706	23.193	0.963	0.66	0.0202
Ashton_10	36.648	26.514	3.321	0.06	0.0016
Ashton_10	36.414	29.223	2.709	0.89	0.0244
Ashton_10	27.09	32.229	3.006	0.13	0.0048
Ashton_10	28.206	33.291	1.062	0.17	0.006
Ashton_10	28.368	28.908	4.383	0.47	0.0166
Ashton_10	30.132	29.448	0.54	0.24	0.008
Ashton_10	32.22	33.876	4.428	0	0
Ashton_10	31.086	25.965	7.911	5.48	0.1763
Ashton_10	22.788	19.458	6.507	1.37	0.0601
Ashton_10	36.396	23.364	3.906	0	0
Ashton_10	38.142	28.683	5.319	0	0
Ashton_10	38.628	31.662	2.979	0.33	0.0085
Ashton_10	25.38	31.032	0.63	0.62	0.0244
Ashton_10	26.946	22.959	8.073	10.27	0.3811
Ashton_10	20.934	19.053	3.906	1.07	0.0511
Ashton_10	13.464	13.266	5.787	4.44	0.3298
Ashton_10	21.096	11.412	1.854	3.21	0.1522
Ashton_10	19.35	17.145	5.733	3.19	0.1649
Ashton_10	34.038	16.956	0.189	0.03	9e-04
Ashton_10	37.422	22.743	5.787	0	0
Ashton_10	32.724	27.612	4.869	0.17	0.0052
Ashton_10	24.606	17.001	10.611	1.41	0.0573
Ashton_10	24.822	10.791	6.21	0.08	0.0032
Ashton_10	38.16	18.243	7.452	0	0
Ashton_10	22.608	21.366	3.123	2.36	0.1044
Ashton_10	18.324	12.78	8.586	10.47	0.5714
Ashton_10	18.504	9.684	3.096	4.75	0.2567
Ashton_10	30.906	13.689	4.005	0	0
Ashton_10	34.236	17.838	4.149	0.71	0.0207
Ashton_10	32.598	24.237	6.399	1.02	0.0313
Ashton_10	27.81	25.533	1.296	0.59	0.0212
Ashton_10	26.406	20.493	5.04	0.22	0.0083
Ashton_10	27.666	20.403	0.09	0.16	0.0058
Ashton_10	27.09	25.839	5.436	0.17	0.0063
Ashton_10	26.262	23.895	1.944	0.35	0.0133
Ashton_10	32.526	26.235	2.34	0.01	3e-04
Ashton_10	22.14	17.712	8.523	0.03	0.0014
Ashton_10	30.33	16.713	0.999	0.25	0.0082
Ashton_10	27.594	20.367	3.654	0.38	0.0138
Ashton_10	24.012	18	2.367	0.24	0.01
Ashton_10	30.6	17.442	0.558	0.03	0.001
Ashton_10	33.192	23.598	6.156	0	0
Ashton_10	34.092	25.578	1.98	0.82	0.0241
Ashton_10	34.146	27.369	1.791	0	0
Ashton_10	33.12	27.99	0.621	0.04	0.0012
Ashton_10	34.056	26.586	1.404	0	0
Ashton_10	35.46	26.226	0.36	0	0
Ashton_10	36.468	26.964	0.738	0	0
Ashton_10	27.648	31.482	4.518	0	0
Ashton_10	29.772	29.232	2.25	0.35	0.0118
Ashton_10	17.01	20.097	9.135	2.06	0.1211
Ashton_10	22.428	21.834	1.737	0.54	0.0241
Ashton_10	23.688	22.734	0.9	1.01	0.0426
Ashton_10	19.854	17.343	5.391	2.12	0.1068
Ashton_10	15.804	10.35	6.993	3.7	0.2341
Ashton_10	24.75	14.085	3.735	0.65	0.0263
Ashton_10	22.914	16.281	2.196	0.51	0.0223
Ashton_10	26.262	11.538	4.743	2.9	0.1104
Ashton_10	28.008	10.791	0.747	0	0
Ashton_10	24.246	11.844	1.053	0.16	0.0066
