env_code	DTR	GDD	dGDD	PR	PRDTR
Ashton_05	25.164	12.006	0	0.37	0.0147
Ashton_05	27.972	11.646	0.36	0.32	0.0114
Ashton_05	32.4	13.851	2.205	0.05	0.0015
Ashton_05	37.08	17.091	3.24	0.18	0.0049
Ashton_05	25.236	22.77	5.679	0.32	0.0127
Ashton_05	22.68	18.216	4.554	1.46	0.0644
Ashton_05	24.12	12.924	5.292	0.63	0.0261
Ashton_05	21.726	14.409	1.485	3.99	0.1837
Ashton_05	12.51	6.921	7.488	20.02	1.6003
Ashton_05	17.1	7.839	0.918	1.24	0.0725
Ashton_05	20.358	10.17	2.331	2.14	0.1051
Ashton_05	22.896	14.526	4.356	1.39	0.0607
Ashton_05	28.746	17.145	2.619	9.95	0.3461
Ashton_05	20.088	8.775	8.37	8.95	0.4455
Ashton_05	16.884	5.949	2.826	6.92	0.4099
Ashton_05	19.962	6.759	0.81	4.76	0.2385
Ashton_05	18.288	7.299	0.54	2.75	0.1504
Ashton_05	25.578	11.835	4.536	0.57	0.0223
Ashton_05	23.076	12.69	0.855	2.02	0.0875
Ashton_05	10.584	9.396	3.294	17.51	1.6544
Ashton_05	25.614	12.339	2.943	0.6	0.0234
Ashton_05	34.614	17.505	5.166	0.07	0.002
Ashton_05	24.012	24.732	7.227	0.28	0.0117
Ashton_05	27.45	25.191	0.459	0.81	0.0295
Ashton_05	22.32	22.986	2.205	0.94	0.0421
Ashton_05	21.402	19.485	3.501	0.27	0.0126
Ashton_05	31.41	21.429	1.944	0.07	0.0022
Ashton_05	32.562	26.901	5.472	0.07	0.0021
Ashton_05	31.122	32.427	5.526	2.18	0.07
Ashton_05	27.648	31.662	0.765	3.27	0.1183
Ashton_05	22.68	27.558	4.104	4.92	0.2169
Ashton_05	27.846	26.577	0.981	1.14	0.0409
Ashton_05	27.756	26.406	0.171	0.24	0.0086
Ashton_05	19.674	24.885	1.521	3.39	0.1723
Ashton_05	27.594	22.761	2.124	3.16	0.1145
Ashton_05	13.77	18.225	4.536	3.65	0.2651
Ashton_05	21.474	17.595	0.63	1.43	0.0666
Ashton_05	26.082	22.095	4.5	0.43	0.0165
Ashton_05	27.18	27.522	5.427	0.25	0.0092
Ashton_05	26.19	27.225	0.297	0.84	0.0321
Ashton_05	27.936	20.052	7.173	0.1	0.0036
Ashton_05	27.684	24.12	4.068	0.14	0.0051
Ashton_05	32.022	26.865	2.745	0.01	3e-04
Ashton_05	31.392	31.284	4.419	0.07	0.0022
Ashton_05	28.368	34.344	3.06	0.21	0.0074
Ashton_05	27.9	36.36	2.016	0.25	0.009
Ashton_05	28.026	32.463	3.897	0.45	0.0161
Ashton_05	17.352	27.198	5.265	6.66	0.3838
Ashton_05	28.17	27.387	0.189	0.26	0.0092
Ashton_05	34.776	33.66	6.273	0.09	0.0026
Ashton_05	32.076	39.384	5.724	0.43	0.0134
Ashton_05	27.594	34.821	4.563	0.11	0.004
Ashton_05	34.344	35.226	0.405	0.33	0.0096
Ashton_05	28.674	36.171	0.945	0.56	0.0195
Ashton_05	29.412	25.362	10.809	0.24	0.0082
Ashton_05	31.014	29.241	3.879	0.04	0.0013
Ashton_05	31.482	35.163	5.922	0.43	0.0137
Ashton_05	29.502	38.241	3.078	0.04	0.0014
Ashton_05	33.84	39.708	1.467	0.08	0.0024
Ashton_05	22.104	37.26	2.448	2.48	0.1122
Ashton_05	26.856	36.072	1.188	0.32	0.0119
Ashton_05	32.13	32.463	3.609	0.19	0.0059
Ashton_05	30.366	28.395	4.068	1.86	0.0613
Ashton_05	30.816	24.66	3.735	0.23	0.0075
Ashton_05	30.582	30.087	5.427	0	0
Ashton_05	36.144	33.624	3.537	0.2	0.0055
Ashton_05	21.564	32.4	1.224	0.81	0.0376
Ashton_05	23.004	33.264	0.864	1.45	0.063
Ashton_05	22.86	32.508	0.756	2.33	0.1019
Ashton_05	28.224	33.93	1.422	1.32	0.0468
Ashton_05	17.136	32.922	1.008	5.97	0.3484
Ashton_05	25.848	30.24	2.682	1.76	0.0681
Ashton_05	31.878	31.383	1.143	0.26	0.0082
Ashton_05	30.87	34.155	2.772	0.23	0.0075
Ashton_05	28.188	39.78	5.625	0.7	0.0248
Ashton_05	32.166	37.377	2.403	0.28	0.0087
Ashton_05	20.304	35.496	1.881	1.79	0.0882
Ashton_05	27.468	35.856	0.36	1.41	0.0513
Ashton_05	23.706	34.821	1.035	5.1	0.2151
Ashton_05	27.9	30.348	4.473	1.06	0.038
Ashton_05	28.44	26.946	3.402	0.98	0.0345
Ashton_05	27.342	22.527	4.419	0.62	0.0227
Ashton_05	33.048	23.922	1.395	0.57	0.0172
Ashton_05	32.31	29.169	5.247	0.29	0.009
Ashton_05	14.202	23.571	5.598	4.71	0.3316
Ashton_05	21.942	26.919	3.348	5.6	0.2552
Ashton_05	16.686	22.941	3.978	15.18	0.9097
Ashton_05	27.27	23.427	0.486	0.79	0.029
Ashton_05	32.49	29.493	6.066	0.07	0.0022
Ashton_05	33.3	33.462	3.969	0	0
Ashton_05	26.154	36.477	3.015	1.69	0.0646
Ashton_05	29.628	29.736	6.741	0.35	0.0118
Ashton_05	23.814	22.995	6.741	0	0
Ashton_05	30.006	21.465	1.53	0.51	0.017
Ashton_05	29.538	28.251	6.786	0.4	0.0135
Ashton_05	34.758	29.169	0.918	0.62	0.0178
Ashton_05	30.978	31.383	2.214	0.07	0.0023
Ashton_05	38.736	31.5	0.117	0.33	0.0085
Ashton_05	14.184	16.452	15.048	1.37	0.0966
Ashton_05	29.376	19.62	3.168	0	0
Ashton_05	33.606	22.185	2.565	0.93	0.0277
Ashton_05	38.538	27.027	4.842	0.48	0.0125
Ashton_05	31.032	30.438	3.411	0.45	0.0145
Ashton_05	27.27	30.537	0.099	0.52	0.0191
Ashton_05	26.73	26.109	4.428	0.02	7e-04
Ashton_05	32.184	27.234	1.125	0.11	0.0034
Ashton_05	33.084	30.168	2.934	0.18	0.0054
Ashton_05	27.162	33.219	3.051	0.29	0.0107
Ashton_05	26.118	28.953	4.266	1.68	0.0643
Ashton_05	16.434	11.511	17.442	4.04	0.2458
Ashton_05	20.286	10.593	0.918	0.3	0.0148
Ashton_05	14.67	6.75	3.843	6.26	0.4267
Ashton_05	22.05	10.125	3.375	0.59	0.0268
Ashton_05	29.268	14.247	4.122	0.14	0.0048
Ashton_05	31.248	15.732	1.485	0.32	0.0102
Ashton_05	29.97	20.169	4.437	0.54	0.018
Ashton_05	15.732	10.566	9.603	8.71	0.5536
Ashton_05	24.228	11.682	1.116	0.38	0.0157
Ashton_05	31.5	14.733	3.051	0.19	0.006
Ashton_05	34.668	20.808	6.075	0.76	0.0219
Ashton_05	17.1	17.046	3.762	5.02	0.2936
Ashton_05	25.524	17.244	0.198	0.22	0.0086
Ashton_05	19.368	20.826	3.582	3.61	0.1864
Ashton_05	17.856	11.07	9.756	10.9	0.6104
Ashton_05	22.464	8.892	2.178	0.63	0.028
Ashton_05	32.562	14.058	5.166	0.06	0.0018
Ashton_05	25.758	17.307	3.249	0.56	0.0217
Ashton_05	34.308	16.155	1.152	0.06	0.0017
Ashton_05	31.662	16.209	0.054	0.17	0.0054
Ashton_05	32.778	19.449	3.24	0.32	0.0098
Ashton_05	30.078	19.503	0.054	0.22	0.0073
Ashton_05	16.146	9.675	9.828	8.75	0.5419
Ashton_05	14.544	4.689	4.986	11.15	0.7666
Ashton_05	14.796	2.862	1.827	6.66	0.4501
Ashton_05	24.84	5.535	2.673	0.72	0.029
Ashton_05	25.956	8.586	3.051	0.29	0.0112
Ashton_05	29.988	12.618	4.032	0.57	0.019
Ashton_05	13.158	8.199	4.419	4.37	0.3321
Ashton_05	21.636	7.956	0.243	1.36	0.0629
Ashton_05	28.512	10.332	2.376	0.22	0.0077
Ashton_05	24.138	9.792	0.54	1.09	0.0452
Ashton_05	22.176	10.377	0.585	0.95	0.0428
Ashton_05	23.85	10.656	0.279	0.38	0.0159
Ashton_05	33.084	16.065	5.409	0	0
Ashton_05	29.502	17.595	1.53	0.06	0.002
Ashton_05	20.844	12.15	5.445	0.03	0.0014
Ashton_05	23.688	10.413	1.737	0.1	0.0042
Ashton_05	32.544	15.849	5.436	0.04	0.0012
Ashton_05	24.93	14.193	1.656	0.56	0.0225
Ashton_05	17.064	9.396	4.797	0.58	0.034
