env_code	DTR	GDD	dGDD	PR	PRDTR
Rupert_08	21.6	6.606	0	0.25	0.0116
Rupert_08	30.6	12.042	5.436	0	0
Rupert_08	28.26	15.876	3.834	0.05	0.0018
Rupert_08	23.256	10.449	5.427	0.11	0.0047
Rupert_08	15.624	2.277	8.172	0.73	0.0467
Rupert_08	21.186	5.247	2.97	0.3	0.0142
Rupert_08	27.99	12.429	7.182	0.12	0.0043
Rupert_08	15.606	10.449	1.98	2.6	0.1666
Rupert_08	16.236	5.742	4.707	0.75	0.0462
Rupert_08	23.04	8.865	3.123	0.04	0.0017
Rupert_08	29.142	11.169	2.304	0	0
Rupert_08	37.836	16.488	5.319	0	0
Rupert_08	36.252	23.148	6.66	0.02	6e-04
Rupert_08	36.882	22.059	1.089	0.21	0.0057
Rupert_08	13.446	5.562	16.497	2.16	0.1606
Rupert_08	23.31	9.261	3.699	1.35	0.0579
Rupert_08	30.402	13.122	3.861	0	0
Rupert_08	30.546	15.507	2.385	0.11	0.0036
Rupert_08	29.718	20.961	5.454	0	0
Rupert_08	31.482	24.921	3.96	0	0
Rupert_08	28.89	24.597	0.324	0.01	3e-04
Rupert_08	19.134	17.595	7.002	3.2	0.1672
Rupert_08	23.346	16.965	0.63	0	0
Rupert_08	22.842	13.797	3.168	0.35	0.0153
Rupert_08	34.902	16.119	2.322	0.01	3e-04
Rupert_08	23.346	18.081	1.962	1.48	0.0634
Rupert_08	21.042	9.954	8.127	0.71	0.0337
Rupert_08	31.32	15.282	5.328	0.01	3e-04
Rupert_08	27.54	24.012	8.73	0.06	0.0022
Rupert_08	30.996	25.038	1.026	0	0
Rupert_08	31.896	31.842	6.804	0	0
Rupert_08	33.93	36.549	4.707	0	0
Rupert_08	32.274	37.575	1.026	0	0
Rupert_08	29.052	36.162	1.413	0	0
Rupert_08	37.224	33.966	2.196	0.12	0.0032
Rupert_08	15.93	17.199	16.767	0.38	0.0239
Rupert_08	17.298	15.093	2.106	4.76	0.2752
Rupert_08	19.188	16.11	1.017	1.36	0.0709
Rupert_08	25.002	20.961	4.851	1	0.04
Rupert_08	26.694	22.383	1.422	1.39	0.0521
Rupert_08	16.542	21.339	1.044	5.2	0.3144
Rupert_08	22.266	22.707	1.368	2.11	0.0948
Rupert_08	21.744	23.31	0.603	2.59	0.1191
Rupert_08	21.348	22.086	1.224	0.72	0.0337
Rupert_08	23.166	23.517	1.431	0.14	0.006
Rupert_08	28.836	26.892	3.375	0.11	0.0038
Rupert_08	21.096	24.714	2.178	0.29	0.0137
Rupert_08	26.424	24.192	0.522	0.43	0.0163
Rupert_08	16.11	19.989	4.203	4.64	0.288
Rupert_08	18.81	17.217	2.772	1.88	0.0999
Rupert_08	27.63	19.791	2.574	0.05	0.0018
Rupert_08	20.322	16.029	3.762	2	0.0984
Rupert_08	24.12	13.086	2.943	0	0
Rupert_08	31.212	18.108	5.022	0.01	3e-04
Rupert_08	30.564	25.524	7.416	0.33	0.0108
Rupert_08	18.072	14.706	10.818	2.21	0.1223
Rupert_08	25.434	14.427	0.279	1.44	0.0566
Rupert_08	31.266	19.395	4.968	0.04	0.0013
Rupert_08	35.1	27.9	8.505	0	0
Rupert_08	31.122	33.093	5.193	0	0
Rupert_08	31.86	35.46	2.367	0	0
Rupert_08	35.118	38.961	3.501	0	0
Rupert_08	28.296	39.006	0.045	0	0
Rupert_08	30.87	35.001	4.005	0	0
Rupert_08	32.148	32.724	2.277	0.01	3e-04
Rupert_08	33.624	38.394	5.67	0	0
Rupert_08	38.646	42.669	4.275	0.02	5e-04
Rupert_08	26.118	40.545	2.124	0.01	4e-04
Rupert_08	30.744	38.862	1.683	0.03	0.001
Rupert_08	30.258	37.899	0.963	0	0
Rupert_08	33.534	40.527	2.628	0	0
Rupert_08	26.55	38.619	1.908	0	0
Rupert_08	29.574	37.863	0.756	0.01	3e-04
Rupert_08	32.994	43.461	5.598	0	0
Rupert_08	36.198	46.17	2.709	0	0
Rupert_08	33.57	47.574	1.404	0.09	0.0027
Rupert_08	29.232	48.438	0.864	0.09	0.0031
Rupert_08	30.6	44.1	4.338	0	0
Rupert_08	36.774	46.89	2.79	0.01	3e-04
Rupert_08	30.744	48.582	1.692	0	0
Rupert_08	26.388	42.246	6.336	0	0
Rupert_08	25.524	42.876	0.63	0.01	4e-04
Rupert_08	30.24	41.058	1.818	0	0
Rupert_08	31.32	41.742	0.684	0	0
Rupert_08	34.686	44.127	2.385	0	0
Rupert_08	34.794	45.774	1.647	0	0
Rupert_08	30.42	38.826	6.948	0	0
Rupert_08	37.224	38.61	0.216	0.14	0.0038
Rupert_08	36.936	41.418	2.808	0	0
Rupert_08	35.01	42.381	0.963	0	0
Rupert_08	33.66	46.377	3.996	0.2	0.0059
Rupert_08	31.41	46.413	0.036	0	0
Rupert_08	30.654	45.459	0.954	0	0
Rupert_08	28.404	43.182	2.277	0	0
Rupert_08	38.358	42.075	1.107	0	0
Rupert_08	33.462	48.384	6.309	0.01	3e-04
Rupert_08	26.352	47.754	0.63	3.56	0.1351
Rupert_08	24.228	42.822	4.932	1.53	0.0632
Rupert_08	34.362	42.129	0.693	0	0
Rupert_08	31.896	44.1	1.971	0	0
Rupert_08	34.884	47.421	3.321	0	0
Rupert_08	32.13	47.151	0.27	0	0
Rupert_08	31.302	45.369	1.782	0	0
Rupert_08	31.68	44.19	1.179	0.01	3e-04
Rupert_08	30.348	46.242	2.052	0.01	3e-04
Rupert_08	24.264	39.384	6.858	0	0
Rupert_08	37.044	43.596	4.212	0	0
Rupert_08	29.214	45.783	2.187	0	0
Rupert_08	27.36	44.55	1.233	0	0
Rupert_08	31.572	44.136	0.414	0.01	3e-04
Rupert_08	33.354	45.369	1.233	0	0
Rupert_08	30.672	47.691	2.322	0	0
Rupert_08	28.17	49.248	1.557	0.1	0.0035
Rupert_08	27.414	49.401	0.153	1.73	0.0631
Rupert_08	15.714	43.785	5.616	2.45	0.1559
Rupert_08	27.252	45.432	1.647	0.16	0.0059
Rupert_08	25.452	39.834	5.598	0.01	4e-04
Rupert_08	30.276	34.866	4.968	0.03	0.001
Rupert_08	35.586	38.763	3.897	0	0
Rupert_08	30.042	43.497	4.734	0	0
Rupert_08	29.106	43.659	0.162	0	0
Rupert_08	25.344	38.79	4.869	0	0
Rupert_08	30.528	38.214	0.576	0	0
Rupert_08	33.732	42.966	4.752	0	0
Rupert_08	36.396	44.901	1.935	0.04	0.0011
Rupert_08	25.758	42.147	2.754	0	0
Rupert_08	30.24	39.636	2.511	0	0
Rupert_08	24.642	37.791	1.845	0	0
Rupert_08	31.248	32.076	5.715	0	0
Rupert_08	36.432	41.958	9.882	0	0
Rupert_08	34.344	47.196	5.238	0	0
Rupert_08	31.158	48.105	0.909	0	0
Rupert_08	20.538	31.059	17.046	0.01	5e-04
Rupert_08	31.716	32.67	1.611	0.01	3e-04
Rupert_08	31.392	34.578	1.908	0.01	3e-04
Rupert_08	33.03	39.897	5.319	0	0
Rupert_08	30.888	44.28	4.383	0	0
Rupert_08	26.658	29.259	15.021	1.34	0.0503
Rupert_08	22.734	21.915	7.344	0.48	0.0211
Rupert_08	27.504	23.4	1.485	0	0
Rupert_08	24.804	30.42	7.02	0	0
Rupert_08	26.046	30.951	0.531	0	0
Rupert_08	28.476	26.388	4.563	0	0
Rupert_08	27.684	31.122	4.734	0	0
Rupert_08	29.214	34.209	3.087	0	0
Rupert_08	33.678	32.805	1.404	0	0
Rupert_08	34.542	39.393	6.588	0.08	0.0023
Rupert_08	25.038	31.365	8.028	0	0
Rupert_08	29.862	25.533	5.832	0	0
Rupert_08	29.034	29.925	4.392	0	0
