env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_10	30.906	11.664	0	0.14	0.0045
Aberdeen_10	20.646	5.265	6.399	0	0
Aberdeen_10	29.25	10.359	5.094	0	0
Aberdeen_10	25.236	16.236	5.877	0.01	4e-04
Aberdeen_10	25.542	13.761	2.475	0.91	0.0356
Aberdeen_10	17.406	7.434	6.327	0.98	0.0563
Aberdeen_10	29.592	12.447	5.013	0.02	7e-04
Aberdeen_10	32.526	15.885	3.438	0	0
Aberdeen_10	34.578	20.187	4.302	0.02	6e-04
Aberdeen_10	27.504	18.666	1.521	0	0
Aberdeen_10	30.438	22.959	4.293	0	0
Aberdeen_10	33.084	25.758	2.799	0	0
Aberdeen_10	32.004	24.93	0.828	1.03	0.0322
Aberdeen_10	21.024	18.756	6.174	11.67	0.5551
Aberdeen_10	10.818	7.875	10.881	10.78	0.9965
Aberdeen_10	25.722	13.509	5.634	1.78	0.0692
Aberdeen_10	31.14	14.346	0.837	0.52	0.0167
Aberdeen_10	23.022	10.062	4.284	0.02	9e-04
Aberdeen_10	29.538	14.625	4.563	0	0
Aberdeen_10	28.278	21.303	6.678	5.69	0.2012
Aberdeen_10	14.652	3.726	17.577	1.66	0.1133
Aberdeen_10	16.128	3.6	0.126	2.31	0.1432
Aberdeen_10	19.62	7.767	4.167	1.68	0.0856
Aberdeen_10	16.938	5.949	1.818	2.89	0.1706
Aberdeen_10	27.144	10.17	4.221	1.7	0.0626
Aberdeen_10	29.808	14.553	4.383	1.09	0.0366
Aberdeen_10	18.324	6.066	8.487	0.08	0.0044
Aberdeen_10	25.83	9.549	3.483	0.27	0.0105
Aberdeen_10	14.472	3.915	5.634	1.78	0.123
Aberdeen_10	25.722	10.017	6.102	0.04	0.0016
Aberdeen_10	25.704	10.818	0.801	0.22	0.0086
Aberdeen_10	27.864	14.652	3.834	0.04	0.0014
Aberdeen_10	20.286	13.185	1.467	1.11	0.0547
Aberdeen_10	13.23	9.027	4.158	13.98	1.0567
Aberdeen_10	15.12	9.522	0.495	1.43	0.0946
Aberdeen_10	22.806	13.455	3.933	0.08	0.0035
Aberdeen_10	29.052	16.704	3.249	0.04	0.0014
Aberdeen_10	26.442	23.481	6.777	0.08	0.003
Aberdeen_10	32.508	24.498	1.017	0	0
Aberdeen_10	31.266	29.169	4.671	0.13	0.0042
Aberdeen_10	11.754	15.633	13.536	2.93	0.2493
Aberdeen_10	27.018	19.467	3.834	0.25	0.0093
Aberdeen_10	19.062	13.707	5.76	2.67	0.1401
Aberdeen_10	24.912	15.12	1.413	1.7	0.0682
Aberdeen_10	16.938	6.084	9.036	4.22	0.2491
Aberdeen_10	31.104	12.213	6.129	1.12	0.036
Aberdeen_10	18.288	9.432	2.781	3.14	0.1717
Aberdeen_10	29.322	14.805	5.373	0.03	0.001
Aberdeen_10	22.374	22.185	7.38	0.7	0.0313
Aberdeen_10	18.702	21.501	0.684	3.59	0.192
Aberdeen_10	23.4	17.262	4.239	4.25	0.1816
Aberdeen_10	17.172	11.448	5.814	2.54	0.1479
Aberdeen_10	29.772	16.038	4.59	0.01	3e-04
Aberdeen_10	23.166	22.095	6.057	0.46	0.0199
Aberdeen_10	15.966	21.213	0.882	2.47	0.1547
Aberdeen_10	21.078	22.401	1.188	0.53	0.0251
Aberdeen_10	15.66	25.236	2.835	1.66	0.106
Aberdeen_10	15.714	25.101	0.135	4.4	0.28
Aberdeen_10	19.926	26.469	1.368	0.16	0.008
Aberdeen_10	23.76	30.528	4.059	1.44	0.0606
Aberdeen_10	17.928	22.374	8.154	4.08	0.2276
Aberdeen_10	31.284	25.776	3.402	0.12	0.0038
Aberdeen_10	23.058	30.249	4.473	0.26	0.0113
Aberdeen_10	25.704	21.096	9.153	2.57	0.1
Aberdeen_10	20.844	16.146	4.95	1.02	0.0489
Aberdeen_10	13.662	18.567	2.421	2.6	0.1903
