env_code	DTR	GDD	dGDD	PR	PRDTR
Idaho Falls_16	27.558	21.429	0	0.75	0.0272
Idaho Falls_16	15.462	15.309	6.12	3.57	0.2309
Idaho Falls_16	14.004	5.733	9.576	14.94	1.0668
Idaho Falls_16	19.962	7.083	1.35	0.85	0.0426
Idaho Falls_16	30.474	11.07	3.987	0	0
Idaho Falls_16	32.4	12.474	1.404	0	0
Idaho Falls_16	25.218	11.223	1.251	0.02	8e-04
Idaho Falls_16	33.138	16.083	4.86	0.12	0.0036
Idaho Falls_16	26.244	23.544	7.461	0	0
Idaho Falls_16	33.354	24.309	0.765	0.03	9e-04
Idaho Falls_16	24.012	28.458	4.149	0.16	0.0067
Idaho Falls_16	18.306	17.037	11.421	6.52	0.3562
Idaho Falls_16	18.468	14.274	2.763	3	0.1624
Idaho Falls_16	14.922	10.053	4.221	3.67	0.2459
Idaho Falls_16	23.688	14.58	4.527	0.9	0.038
Idaho Falls_16	24.066	12.735	1.845	0.91	0.0378
Idaho Falls_16	26.226	12.735	0	0.26	0.0099
Idaho Falls_16	17.55	10.989	1.746	3.01	0.1715
Idaho Falls_16	23.004	12.078	1.089	1.2	0.0522
Idaho Falls_16	31.5	14.634	2.556	0	0
Idaho Falls_16	34.992	16.182	1.548	0.01	3e-04
Idaho Falls_16	30.348	24.174	7.992	0.09	0.003
Idaho Falls_16	30.168	27.558	3.384	0	0
Idaho Falls_16	27.198	30.249	2.691	0.02	7e-04
Idaho Falls_16	19.278	26.091	4.158	3.88	0.2013
Idaho Falls_16	18.63	20.133	5.958	8.15	0.4375
Idaho Falls_16	25.812	23.742	3.609	1.76	0.0682
Idaho Falls_16	18.792	14.616	9.126	2.86	0.1522
Idaho Falls_16	12.456	8.01	6.606	1.94	0.1557
Idaho Falls_16	23.598	12.771	4.761	0.13	0.0055
Idaho Falls_16	35.172	19.458	6.687	0.01	3e-04
Idaho Falls_16	32.13	27.801	8.343	0.22	0.0068
Idaho Falls_16	31.194	30.159	2.358	0.64	0.0205
Idaho Falls_16	19.944	20.214	9.945	4.29	0.2151
Idaho Falls_16	24.282	17.721	2.493	1.23	0.0507
Idaho Falls_16	28.314	20.439	2.718	0.22	0.0078
Idaho Falls_16	27.792	24.66	4.221	0.09	0.0032
Idaho Falls_16	17.658	23.589	1.071	8.18	0.4632
Idaho Falls_16	24.228	22.878	0.711	8.44	0.3484
Idaho Falls_16	17.874	13.941	8.937	10.12	0.5662
Idaho Falls_16	18.954	11.835	2.106	1.2	0.0633
Idaho Falls_16	27.702	14.679	2.844	0.15	0.0054
Idaho Falls_16	21.852	19.35	4.671	4.51	0.2064
Idaho Falls_16	16.614	17.055	2.295	4.6	0.2769
Idaho Falls_16	25.452	19.854	2.799	0.2	0.0079
Idaho Falls_16	22.968	21.294	1.44	0.67	0.0292
Idaho Falls_16	28.674	17.901	3.393	0.01	3e-04
Idaho Falls_16	29.106	24.039	6.138	0.87	0.0299
Idaho Falls_16	25.524	25.974	1.935	0.45	0.0176
Idaho Falls_16	28.476	22.734	3.24	0	0
Idaho Falls_16	31.932	28.278	5.544	0.01	3e-04
Idaho Falls_16	24.75	32.535	4.257	0.14	0.0057
Idaho Falls_16	28.368	32.652	0.117	0.02	7e-04
Idaho Falls_16	30.114	35.847	3.195	0.18	0.006
Idaho Falls_16	32.508	38.97	3.123	0.16	0.0049
