env_code	DTR	GDD	dGDD	PR	PRDTR
Rupert_15	32.4	17.658	0	0	0
Rupert_15	21.15	15.687	1.971	0.09	0.0043
Rupert_15	24.642	17.037	1.35	0.02	8e-04
Rupert_15	17.514	7.281	9.756	3.39	0.1936
Rupert_15	16.038	5.553	1.728	8.68	0.5412
Rupert_15	23.742	7.929	2.376	0.01	4e-04
Rupert_15	30.15	13.842	5.913	0	0
Rupert_15	33.192	21.618	7.776	0	0
Rupert_15	21.744	14.472	7.146	0.01	5e-04
Rupert_15	30.582	15.165	0.693	0	0
Rupert_15	30.33	22.941	7.776	0	0
Rupert_15	30.582	19.233	3.708	0.03	0.001
Rupert_15	19.422	7.326	11.907	0.04	0.0021
Rupert_15	19.458	6.633	0.693	0	0
Rupert_15	27.594	9.945	3.312	0	0
Rupert_15	23.85	11.277	1.332	0.09	0.0038
Rupert_15	13.968	11.826	0.549	0.17	0.0122
Rupert_15	12.708	6.822	5.004	1.15	0.0905
Rupert_15	16.542	7.902	1.08	0.52	0.0314
Rupert_15	16.524	7.839	0.063	3.85	0.233
Rupert_15	22.734	10.368	2.529	0.97	0.0427
Rupert_15	30.978	15.093	4.725	0	0
Rupert_15	17.802	14.013	1.08	1.95	0.1095
Rupert_15	25.56	9.774	4.239	0.01	4e-04
Rupert_15	36.702	17.694	7.92	0	0
Rupert_15	18.36	8.1	9.594	3.31	0.1803
Rupert_15	14.724	5.166	2.934	2.21	0.1501
Rupert_15	30.078	12.708	7.542	0.21	0.007
Rupert_15	31.446	18.243	5.535	0	0
Rupert_15	30.024	20.556	2.313	0	0
Rupert_15	28.494	16.659	3.897	0.01	4e-04
Rupert_15	31.122	18.459	1.8	0	0
Rupert_15	31.176	23.04	4.581	0	0
Rupert_15	25.326	26.757	3.717	0.07	0.0028
Rupert_15	23.76	20.286	6.471	0.23	0.0097
Rupert_15	17.676	14.22	6.066	3.03	0.1714
Rupert_15	23.598	11.061	3.159	0.68	0.0288
Rupert_15	24.462	13.113	2.052	0.71	0.029
Rupert_15	33.048	15.408	2.295	0.06	0.0018
Rupert_15	34.146	23.805	8.397	0.02	6e-04
Rupert_15	32.238	26.307	2.502	0.02	6e-04
Rupert_15	27.396	22.284	4.023	0.01	4e-04
Rupert_15	35.064	24.336	2.052	0.01	3e-04
Rupert_15	26.946	32.679	8.343	0.05	0.0019
Rupert_15	28.746	30.771	1.908	0.38	0.0132
Rupert_15	27.45	27.261	3.51	0.04	0.0015
Rupert_15	22.05	22.419	4.842	0.52	0.0236
Rupert_15	26.64	19.332	3.087	1.84	0.0691
Rupert_15	24.354	17.199	2.133	5.01	0.2057
Rupert_15	18.324	20.43	3.231	2.18	0.119
Rupert_15	24.156	18.414	2.016	1	0.0414
Rupert_15	30.96	16.506	1.908	0.01	3e-04
Rupert_15	30.708	22.878	6.372	0.52	0.0169
Rupert_15	24.372	26.838	3.96	0.62	0.0254
Rupert_15	27.828	22.266	4.572	0.02	7e-04
Rupert_15	24.048	25.218	2.952	1.71	0.0711
Rupert_15	10.62	16.992	8.226	6.92	0.6516
Rupert_15	9.666	15.309	1.683	25.6	2.6485
Rupert_15	24.732	19.656	4.347	2.46	0.0995
Rupert_15	18.648	21.222	1.566	7.23	0.3877
Rupert_15	11.79	17.469	3.753	7.17	0.6081
Rupert_15	18.612	19.404	1.935	7.1	0.3815
Rupert_15	24.552	22.824	3.42	2.22	0.0904
Rupert_15	18.522	23.463	0.639	2.68	0.1447
Rupert_15	20.79	21.897	1.566	10.17	0.4892
Rupert_15	25.182	23.427	1.53	1.76	0.0699
Rupert_15	20.7	24.192	0.765	1.84	0.0889
Rupert_15	15.588	21.546	2.646	3.92	0.2515
Rupert_15	23.976	24.48	2.934	3.5	0.146
Rupert_15	24.066	23.517	0.963	1.91	0.0794
Rupert_15	32.04	28.71	5.193	0.04	0.0012
Rupert_15	30.762	34.353	5.643	0.88	0.0286
Rupert_15	26.226	38.691	4.338	0.56	0.0214
Rupert_15	29.79	32.985	5.706	2.43	0.0816
Rupert_15	24.516	28.512	4.473	0.14	0.0057
Rupert_15	27	28.422	0.09	1.14	0.0422
Rupert_15	25.038	28.557	0.135	0.04	0.0016
Rupert_15	15.696	25.092	3.465	0.44	0.028
Rupert_15	22.806	27.909	2.817	1	0.0438
Rupert_15	30.942	32.787	4.878	0.29	0.0094
Rupert_15	31.608	38.772	5.985	0.03	9e-04
Rupert_15	30.654	42.039	3.267	0.05	0.0016
Rupert_15	25.524	39.438	2.601	1.24	0.0486
Rupert_15	25.434	39.699	0.261	0.03	0.0012
Rupert_15	30.276	37.494	2.205	0	0
Rupert_15	31.32	32.832	4.662	0.01	3e-04
Rupert_15	33.372	34.092	1.26	0.05	0.0015
Rupert_15	32.058	40.635	6.543	0.58	0.0181
Rupert_15	29.178	38.277	2.358	0.14	0.0048
Rupert_15	28.764	43.11	4.833	0	0
Rupert_15	33.786	44.469	1.359	0.01	3e-04
Rupert_15	25.47	39.069	5.4	0	0
Rupert_15	30.996	37.71	1.359	0.02	6e-04
Rupert_15	27.324	40.626	2.916	0	0
Rupert_15	30.024	36.36	4.266	0	0
Rupert_15	30.564	41.958	5.598	0.01	3e-04
Rupert_15	30.042	43.515	1.557	0	0
Rupert_15	28.872	45.684	2.169	0	0
Rupert_15	33.066	47.25	1.566	0	0
Rupert_15	26.802	47.115	0.135	0.03	0.0011
Rupert_15	32.256	49.608	2.493	0	0
Rupert_15	33.138	50.049	0.441	0.08	0.0024
Rupert_15	25.164	50.004	0.045	0.24	0.0095
Rupert_15	31.176	49.221	0.783	0	0
Rupert_15	31.824	47.97	1.251	0.01	3e-04
Rupert_15	30.708	48.357	0.387	0.01	3e-04
Rupert_15	30.906	48.438	0.081	0.01	3e-04
Rupert_15	19.098	43.137	5.301	0.93	0.0487
Rupert_15	16.524	38.466	4.671	2.69	0.1628
Rupert_15	25.758	42.489	4.023	0.56	0.0217
Rupert_15	12.888	33.696	8.793	1.92	0.149
Rupert_15	27.45	38.079	4.383	1.03	0.0375
Rupert_15	17.352	35.712	2.367	2.33	0.1343
Rupert_15	27.018	37.485	1.773	0.91	0.0337
Rupert_15	24.138	38.295	0.81	1.14	0.0472
Rupert_15	24.606	36.153	2.142	0.13	0.0053
Rupert_15	26.154	37.683	1.53	2.47	0.0944
Rupert_15	25.236	36.234	1.449	1.41	0.0559
Rupert_15	30.636	39.096	2.862	0	0
Rupert_15	18.648	33.678	5.418	0.14	0.0075
Rupert_15	19.782	31.059	2.619	3.38	0.1709
Rupert_15	30.708	37.08	6.021	0	0
Rupert_15	25.362	39.177	2.097	0.03	0.0012
Rupert_15	32.076	41.22	2.043	0.01	3e-04
Rupert_15	28.062	39.069	2.151	1.59	0.0567
Rupert_15	26.676	37.35	1.719	3.19	0.1196
Rupert_15	22.644	40.302	2.952	1.4	0.0618
Rupert_15	29.466	41.499	1.197	0.1	0.0034
Rupert_15	26.838	42.273	0.774	0.02	7e-04
Rupert_15	21.528	26.748	15.525	3.57	0.1658
Rupert_15	29.898	27.549	0.801	0	0
Rupert_15	35.802	34.335	6.786	0	0
Rupert_15	33.246	41.877	7.542	0	0
Rupert_15	25.83	46.899	5.022	0.01	4e-04
Rupert_15	32.544	46.26	0.639	0	0
Rupert_15	28.638	49.158	2.898	0	0
Rupert_15	13.968	37.638	11.52	0.7	0.0501
Rupert_15	32.472	41.904	4.266	1.01	0.0311
Rupert_15	24.984	40.86	1.044	3.2	0.1281
Rupert_15	29.898	38.583	2.277	0.01	3e-04
Rupert_15	24.336	35.892	2.691	3.35	0.1377
Rupert_15	19.368	30.384	5.508	3.75	0.1936
Rupert_15	30.06	37.746	7.362	0.03	0.001
Rupert_15	30.6	41.85	4.104	0.41	0.0134
Rupert_15	30.78	46.512	4.662	0.09	0.0029
Rupert_15	22.302	44.919	1.593	0.13	0.0058
Rupert_15	25.092	46.602	1.683	0.96	0.0383
Rupert_15	27.612	48.978	2.376	2.61	0.0945
Rupert_15	25.128	39.42	9.558	0	0
Rupert_15	31.626	37.809	1.611	0.02	6e-04
