env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_06	30.96	13.617	0	0.02	6e-04
Aberdeen_06	33.84	16.137	2.52	0	0
Aberdeen_06	33.12	23.418	7.281	0.01	3e-04
Aberdeen_06	27.072	17.784	5.634	2.57	0.0949
Aberdeen_06	18.864	12.186	5.598	2.02	0.1071
Aberdeen_06	29.142	13.536	1.35	0.14	0.0048
Aberdeen_06	24.372	18.738	5.202	0.02	8e-04
Aberdeen_06	28.368	19.836	1.098	0	0
Aberdeen_06	30.456	16.83	3.006	0	0
Aberdeen_06	28.008	22.878	6.048	0.03	0.0011
Aberdeen_06	25.092	15.858	7.02	0.11	0.0044
Aberdeen_06	33.21	16.524	0.666	0.03	9e-04
Aberdeen_06	25.488	11.601	4.923	0.11	0.0043
Aberdeen_06	32.598	14.526	2.925	0.03	9e-04
Aberdeen_06	24.192	15.696	1.17	0.34	0.0141
Aberdeen_06	27.108	16.812	1.116	0.04	0.0015
Aberdeen_06	29.538	19.845	3.033	0.26	0.0088
Aberdeen_06	15.462	15.165	4.68	2.09	0.1352
Aberdeen_06	24.048	12.078	3.087	1.62	0.0674
Aberdeen_06	26.856	10.782	1.296	0	0
Aberdeen_06	28.08	13.536	2.754	0.02	7e-04
Aberdeen_06	31.356	21.222	7.686	0.01	3e-04
Aberdeen_06	27.342	24.741	3.519	0	0
Aberdeen_06	29.196	27.846	3.105	0	0
Aberdeen_06	30.852	30.744	2.898	0.02	6e-04
Aberdeen_06	35.208	31.392	0.648	0	0
Aberdeen_06	35.478	34.011	2.619	0	0
Aberdeen_06	30.096	36.936	2.925	0.02	7e-04
Aberdeen_06	27.954	39.537	2.601	0.31	0.0111
Aberdeen_06	23.058	36.819	2.718	0.38	0.0165
Aberdeen_06	20.862	32.733	4.086	0.28	0.0134
Aberdeen_06	26.802	34.533	1.8	0.09	0.0034
Aberdeen_06	23.256	29.268	5.265	0.71	0.0305
Aberdeen_06	20.736	24.534	4.734	0.11	0.0053
Aberdeen_06	31.896	29.52	4.986	0	0
Aberdeen_06	29.538	31.203	1.683	0	0
Aberdeen_06	31.23	19.719	11.484	2.75	0.0881
Aberdeen_06	13.968	9.504	10.215	11.9	0.8519
Aberdeen_06	12.654	7.731	1.773	3.8	0.3003
Aberdeen_06	22.356	11.988	4.257	0.44	0.0197
Aberdeen_06	24.678	19.521	7.533	0.04	0.0016
Aberdeen_06	35.622	22.635	3.114	0	0
Aberdeen_06	35.784	31.914	9.279	0.01	3e-04
Aberdeen_06	29.934	35.325	3.411	0.15	0.005
Aberdeen_06	22.842	32.049	3.276	0.02	9e-04
Aberdeen_06	26.784	35.496	3.447	0.21	0.0078
Aberdeen_06	29.7	33.012	2.484	0	0
Aberdeen_06	34.632	41.31	8.298	0.01	3e-04
Aberdeen_06	28.35	44.109	2.799	0.82	0.0289
Aberdeen_06	17.748	30.186	13.923	3.33	0.1876
Aberdeen_06	15.246	24.687	5.499	7.19	0.4716
Aberdeen_06	25.722	28.125	3.438	0.86	0.0334
Aberdeen_06	32.166	33.651	5.526	0.19	0.0059
Aberdeen_06	32.562	36.927	3.276	1.06	0.0326
Aberdeen_06	30.582	34.695	2.232	4.14	0.1354
Aberdeen_06	12.6	20.142	14.553	3.65	0.2897
Aberdeen_06	24.336	22.086	1.944	0.52	0.0214
Aberdeen_06	29.394	24.561	2.475	0	0
Aberdeen_06	26.154	30.861	6.3	0.02	8e-04
Aberdeen_06	34.308	33.21	2.349	0.04	0.0012
Aberdeen_06	27.918	32.319	0.891	0.09	0.0032
Aberdeen_06	29.178	27.711	4.608	0.01	3e-04
Aberdeen_06	29.394	29.025	1.314	0	0
Aberdeen_06	32.112	30.528	1.503	0.04	0.0012
Aberdeen_06	30.276	37.188	6.66	0	0
Aberdeen_06	27.954	38.709	1.521	0	0
Aberdeen_06	33.894	39.051	0.342	0	0
Aberdeen_06	32.004	40.644	1.593	0.01	3e-04
Aberdeen_06	34.074	40.473	0.171	0.05	0.0015
Aberdeen_06	31.212	44.244	3.771	0.08	0.0026
Aberdeen_06	19.008	39.726	4.518	0.24	0.0126
Aberdeen_06	29.25	40.041	0.315	0	0
Aberdeen_06	28.476	41.166	1.125	1.57	0.0551
Aberdeen_06	27.36	43.866	2.7	0.24	0.0088
Aberdeen_06	30.006	43.965	0.099	0.99	0.033
Aberdeen_06	27.81	44.055	0.09	0.56	0.0201
Aberdeen_06	16.362	36.693	7.362	1.97	0.1204
Aberdeen_06	23.454	36.819	0.126	0.94	0.0401
Aberdeen_06	26.658	40.347	3.528	0.26	0.0098
Aberdeen_06	29.124	40.86	0.513	0.02	7e-04
Aberdeen_06	28.854	42.561	1.701	0.35	0.0121
Aberdeen_06	32.58	41.976	0.585	0.12	0.0037
Aberdeen_06	30.834	44.397	2.421	0.5	0.0162
Aberdeen_06	28.422	41.499	2.898	1.33	0.0468
Aberdeen_06	30.042	38.727	2.772	0	0
Aberdeen_06	34.596	45.702	6.975	0.01	3e-04
Aberdeen_06	35.136	46.899	1.197	0.01	3e-04
Aberdeen_06	33.318	46.575	0.324	0	0
Aberdeen_06	28.71	49.149	2.574	0	0
Aberdeen_06	27.846	48.825	0.324	0	0
Aberdeen_06	30.834	47.79	1.035	0.67	0.0217
Aberdeen_06	30.438	48.168	0.378	0	0
Aberdeen_06	31.23	48.24	0.072	0	0
Aberdeen_06	35.01	47.682	0.558	0	0
Aberdeen_06	26.172	50.832	3.15	0.24	0.0092
Aberdeen_06	23.85	47.889	2.943	0.41	0.0172
Aberdeen_06	29.574	47.637	0.252	0.74	0.025
Aberdeen_06	26.928	48.402	0.765	0.46	0.0171
Aberdeen_06	32.616	46.701	1.701	1.05	0.0322
Aberdeen_06	32.418	48.105	1.404	0.04	0.0012
Aberdeen_06	25.974	49.185	1.08	0	0
Aberdeen_06	24.156	41.886	7.299	0.01	4e-04
Aberdeen_06	23.31	36.027	5.859	1.83	0.0785
Aberdeen_06	23.346	35.793	0.234	1.01	0.0433
Aberdeen_06	30.402	35.505	0.288	0	0
Aberdeen_06	29.412	38.448	2.943	1.19	0.0405
Aberdeen_06	29.898	41.301	2.853	1.52	0.0508
Aberdeen_06	28.548	43.308	2.007	1.15	0.0403
Aberdeen_06	30.582	43.011	0.297	0.16	0.0052
Aberdeen_06	30.87	43.839	0.828	0.71	0.023
Aberdeen_06	30.312	43.146	0.693	0.19	0.0063
Aberdeen_06	26.712	36.702	6.444	0.03	0.0011
Aberdeen_06	33.264	41.436	4.734	0.11	0.0033
Aberdeen_06	28.746	38.619	2.817	0.03	0.001
Aberdeen_06	29.106	36.693	1.926	0	0
Aberdeen_06	34.038	32.553	4.14	0.01	3e-04
Aberdeen_06	32.742	40.887	8.334	0.35	0.0107
Aberdeen_06	30.348	42.03	1.143	0.21	0.0069
Aberdeen_06	31.518	40.563	1.467	0	0
Aberdeen_06	25.686	34.281	6.282	0	0
Aberdeen_06	29.808	32.958	1.323	0	0
Aberdeen_06	30.924	38.34	5.382	0	0
Aberdeen_06	30.852	41.22	2.88	0	0
Aberdeen_06	28.494	45.549	4.329	0	0
Aberdeen_06	33.93	44.181	1.368	0	0
Aberdeen_06	33.048	41.724	2.457	0	0
Aberdeen_06	29.736	34.38	7.344	0	0
Aberdeen_06	22.518	35.757	1.377	0.23	0.0102
Aberdeen_06	15.57	26.307	9.45	2.19	0.1407
Aberdeen_06	30.456	32.562	6.255	0.04	0.0013
Aberdeen_06	31.464	36.468	3.906	0.01	3e-04
Aberdeen_06	32.526	40.923	4.455	0	0
Aberdeen_06	31.662	29.907	11.016	0	0
Aberdeen_06	30.672	24.012	5.895	0.02	7e-04
Aberdeen_06	33.39	26.451	2.439	0	0
Aberdeen_06	39.348	30.78	4.329	0	0
Aberdeen_06	34.74	37.188	6.408	0.01	3e-04
Aberdeen_06	32.526	37.413	0.225	0.01	3e-04
Aberdeen_06	27.486	40.509	3.096	0.06	0.0022
Aberdeen_06	26.694	38.313	2.196	0.05	0.0019
Aberdeen_06	22.554	36.747	1.566	0.81	0.0359
Aberdeen_06	18.99	31.545	5.202	2.46	0.1295
Aberdeen_06	23.4	30.492	1.053	0.46	0.0197
Aberdeen_06	27.846	33.723	3.231	0.17	0.0061
Aberdeen_06	27.486	35.523	1.8	0.1	0.0036
Aberdeen_06	30.42	37.512	1.989	0.05	0.0016
Aberdeen_06	30.168	38.034	0.522	0	0
Aberdeen_06	15.858	26.523	11.511	0.63	0.0397
Aberdeen_06	13.842	14.823	11.7	18.04	1.3033
Aberdeen_06	16.362	10.611	4.212	1.55	0.0947
