env_code	DTR	GDD	dGDD	PR	PRDTR
Ashton_18	31.356	14.922	0	0	0
Ashton_18	25.2	15.426	0.504	0.07	0.0028
Ashton_18	16.524	7.479	7.947	0.62	0.0375
Ashton_18	10.026	3.339	4.14	12.8	1.2767
Ashton_18	14.112	4.896	1.557	6.41	0.4542
Ashton_18	25.866	9.306	4.41	0.45	0.0174
Ashton_18	27.846	11.466	2.16	0.01	4e-04
Ashton_18	26.514	12.267	0.801	0.42	0.0158
Ashton_18	16.218	18.837	6.57	1.18	0.0728
Ashton_18	27.594	23.049	4.212	0.28	0.0101
Ashton_18	21.204	18.396	4.653	0.08	0.0038
Ashton_18	23.904	18.432	0.036	0.06	0.0025
Ashton_18	25.398	19.863	1.431	0.28	0.011
Ashton_18	22.23	18.135	1.728	1.68	0.0756
Ashton_18	11.88	9.522	8.613	3.83	0.3224
Ashton_18	25.704	13.536	4.014	8.77	0.3412
Ashton_18	24.732	12.069	1.467	1.09	0.0441
Ashton_18	27.594	13.347	1.278	0.4	0.0145
Ashton_18	28.17	15.417	2.07	0.41	0.0146
Ashton_18	21.726	15.795	0.378	1.59	0.0732
Ashton_18	23.004	16.254	0.459	3.73	0.1621
Ashton_18	26.586	16.173	0.081	1.13	0.0425
Ashton_18	22.752	14.724	1.449	5.25	0.2307
Ashton_18	28.764	17.388	2.664	1.71	0.0594
Ashton_18	18.486	17.469	0.081	1.27	0.0687
Ashton_18	29.214	21.933	4.464	3.22	0.1102
Ashton_18	5.544	13.374	8.559	20.76	3.7446
Ashton_18	16.938	18.585	5.211	4.87	0.2875
Ashton_18	30.348	24.084	5.499	0.57	0.0188
Ashton_18	26.694	24.525	0.441	0.84	0.0315
Ashton_18	15.516	21.42	3.105	3.58	0.2307
Ashton_18	20.898	18.549	2.871	3.48	0.1665
Ashton_18	16.776	20.25	1.701	2.66	0.1586
Ashton_18	27.036	20.664	0.414	2.12	0.0784
Ashton_18	17.82	19.386	1.278	10.03	0.5629
Ashton_18	15.3	10.656	8.73	9.44	0.617
Ashton_18	27.432	15.282	4.626	0	0
Ashton_18	30.474	22.005	6.723	0	0
Ashton_18	30.006	24.219	2.214	0.43	0.0143
Ashton_18	20.754	26.379	2.16	0.2	0.0096
Ashton_18	28.368	28.116	1.737	0.32	0.0113
Ashton_18	25.722	27.027	1.089	0.67	0.026
Ashton_18	23.634	25.623	1.404	0.39	0.0165
Ashton_18	27.09	28.125	2.502	0.01	4e-04
Ashton_18	16.164	8.856	19.269	1.03	0.0637
Ashton_18	24.282	11.106	2.25	0.87	0.0358
Ashton_18	29.412	14.166	3.06	0	0
Ashton_18	32.85	22.779	8.613	0	0
Ashton_18	24.984	23.688	0.909	0.18	0.0072
Ashton_18	15.984	16.524	7.164	3.79	0.2371
Ashton_18	21.168	16.884	0.36	8.11	0.3831
Ashton_18	25.92	21.816	4.932	19.55	0.7542
Ashton_18	11.934	15.003	6.813	11.54	0.967
Ashton_18	17.91	15.183	0.18	4.65	0.2596
Ashton_18	25.236	18.81	3.627	0.75	0.0297
Ashton_18	27.198	23.751	4.941	2.03	0.0746
Ashton_18	20.754	21.843	1.908	1.44	0.0694
Ashton_18	16.38	19.296	2.547	3.03	0.185
Ashton_18	26.712	20.556	1.26	0.15	0.0056
Ashton_18	25.254	26.775	6.219	0	0
Ashton_18	23.292	26.28	0.495	0.04	0.0017
Ashton_18	28.314	25.173	1.107	0.01	4e-04
Ashton_18	23.382	30.195	5.022	0.16	0.0068
Ashton_18	12.222	18.387	11.808	5.6	0.4582
Ashton_18	20.808	19.422	1.035	2.3	0.1105
Ashton_18	27.648	22.194	2.772	0.41	0.0148
Ashton_18	23.904	24.318	2.124	0.25	0.0105
Ashton_18	22.968	19.818	4.5	0.1	0.0044
Ashton_18	35.604	22.212	2.394	0	0
Ashton_18	33.192	32.094	9.882	0.04	0.0012
Ashton_18	28.314	34.587	2.493	0.06	0.0021
Ashton_18	26.856	34.272	0.315	0.04	0.0015
Ashton_18	23.436	37.872	3.6	0.3	0.0128
Ashton_18	27.432	39.132	1.26	0.44	0.016
Ashton_18	18	36.27	2.862	0.63	0.035
Ashton_18	25.092	32.238	4.032	0	0
Ashton_18	28.818	30.969	1.269	0.11	0.0038
Ashton_18	30.69	33.165	2.196	0	0
Ashton_18	25.11	35.955	2.79	0	0
Ashton_18	30.15	34.587	1.368	0	0
Ashton_18	20.7	34.758	0.171	1.31	0.0633
Ashton_18	21.672	31.266	3.492	2.47	0.114
Ashton_18	24.624	34.524	3.258	0.56	0.0227
Ashton_18	28.062	32.859	1.665	0.05	0.0018
Ashton_18	28.944	35.352	2.493	0	0
Ashton_18	25.596	35.766	0.414	0.62	0.0242
Ashton_18	25.254	34.137	1.629	0	0
Ashton_18	28.638	31.959	2.178	0	0
Ashton_18	26.658	35.541	3.582	0.75	0.0281
Ashton_18	27.144	35.568	0.027	1.05	0.0387
Ashton_18	30.006	33.453	2.115	0.2	0.0067
Ashton_18	28.836	32.76	0.693	0.27	0.0094
Ashton_18	29.754	32.175	0.585	0.37	0.0124
Ashton_18	27.81	30.267	1.908	0.04	0.0014
Ashton_18	32.49	31.815	1.548	0	0
Ashton_18	29.502	37.863	6.048	0.09	0.0031
Ashton_18	28.314	39.303	1.44	0.76	0.0268
Ashton_18	25.254	38.367	0.936	0.44	0.0174
Ashton_18	26.928	33.336	5.031	0.11	0.0041
Ashton_18	27.72	28.224	5.112	0	0
Ashton_18	20.34	26.046	2.178	0.65	0.032
Ashton_18	32.778	28.575	2.529	0	0
Ashton_18	28.35	32.823	4.248	0	0
Ashton_18	33.228	34.686	1.863	0	0
Ashton_18	32.49	40.347	5.661	0	0
Ashton_18	36.684	40.806	0.459	0.02	5e-04
Ashton_18	34.254	42.435	1.629	0	0
Ashton_18	24.804	37.836	4.599	0.31	0.0125
Ashton_18	29.16	34.812	3.024	0.09	0.0031
Ashton_18	26.928	31.842	2.97	0.01	4e-04
Ashton_18	30.816	33.246	1.404	0	0
Ashton_18	33.552	33.57	0.324	0.02	6e-04
Ashton_18	26.01	36.603	3.033	0.1	0.0038
Ashton_18	18.468	26.352	10.251	0.64	0.0347
Ashton_18	31.338	28.737	2.385	0.01	3e-04
Ashton_18	16.38	24.642	4.095	2.46	0.1502
Ashton_18	27.162	25.929	1.287	0.02	7e-04
Ashton_18	21.546	23.373	2.556	3.14	0.1457
Ashton_18	27.162	26.793	3.42	0.21	0.0077
Ashton_18	31.392	28.89	2.097	0	0
Ashton_18	27.486	25.965	2.925	0	0
Ashton_18	22.608	25.83	0.135	1.53	0.0677
Ashton_18	17.694	14.499	11.331	12.64	0.7144
Ashton_18	31.122	15.003	0.504	0.02	6e-04
Ashton_18	32.652	19.944	4.941	0	0
Ashton_18	34.092	26.694	6.75	0.15	0.0044
Ashton_18	22.752	25.218	1.476	0.26	0.0114
Ashton_18	28.62	24.048	1.17	0	0
Ashton_18	31.338	23.355	0.693	0	0
Ashton_18	32.778	24.975	1.62	0	0
Ashton_18	31.896	26.1	1.125	0	0
Ashton_18	34.578	28.377	2.277	0.04	0.0012
Ashton_18	32.76	32.112	3.735	0	0
Ashton_18	23.238	32.067	0.045	0.02	9e-04
Ashton_18	26.442	32.553	0.486	0.41	0.0155
Ashton_18	27.954	25.749	6.804	0	0
Ashton_18	31.428	25.92	0.171	0	0
Ashton_18	30.24	24.39	1.53	0.01	3e-04
Ashton_18	19.854	23.895	0.495	0.09	0.0045
Ashton_18	16.938	18.315	5.58	0.24	0.0142
Ashton_18	26.082	22.599	4.284	0.01	4e-04
Ashton_18	35.748	24.894	2.295	0.44	0.0123
Ashton_18	31.014	23.211	1.683	0.04	0.0013
Ashton_18	30.996	21.654	1.557	0.1	0.0032
Ashton_18	25.794	26.847	5.193	0	0
Ashton_18	29.718	21.627	5.22	0.05	0.0017
Ashton_18	22.698	13.905	7.722	0.28	0.0123
Ashton_18	31.5	16.02	2.115	0	0
Ashton_18	33.3	22.23	6.21	0	0
Ashton_18	18.522	17.307	4.923	0.24	0.013
