env_code	DTR	GDD	dGDD	PR	PRDTR
Ashton_14	19.692	5.166	0	0.45	0.0229
Ashton_14	25.902	9.54	4.374	0.76	0.0293
Ashton_14	25.47	11.448	1.908	0.18	0.0071
Ashton_14	27.324	17.154	5.706	0.53	0.0194
Ashton_14	17.442	16.011	1.143	2.68	0.1537
Ashton_14	27.126	15.075	0.936	0.89	0.0328
Ashton_14	21.564	11.862	3.213	0.81	0.0376
Ashton_14	23.742	9.63	2.232	0.59	0.0249
Ashton_14	28.602	12.942	3.312	0.7	0.0245
Ashton_14	30.456	18.846	5.904	0.48	0.0158
Ashton_14	34.416	19.566	0.72	0.08	0.0023
Ashton_14	29.106	24.543	4.977	1.06	0.0364
Ashton_14	24.282	20.511	4.032	1.78	0.0733
Ashton_14	27.702	20.439	0.072	0.35	0.0126
Ashton_14	28.566	21.915	1.476	0.48	0.0168
Ashton_14	30.24	21.744	0.171	0.21	0.0069
Ashton_14	29.394	23.049	1.305	1.19	0.0405
Ashton_14	17.982	19.647	3.402	0.14	0.0078
Ashton_14	26.28	20.952	1.305	0.42	0.016
Ashton_14	21.258	21.123	0.171	1.64	0.0771
Ashton_14	15.606	16.875	4.248	1.9	0.1217
Ashton_14	28.008	19.962	3.087	0.19	0.0068
Ashton_14	26.856	20.988	1.026	1.18	0.0439
Ashton_14	24.282	18.999	1.989	0.79	0.0325
Ashton_14	27.828	19.764	0.765	0.43	0.0155
Ashton_14	27.108	17.892	1.872	0.41	0.0151
Ashton_14	27.63	19.053	1.161	2.65	0.0959
Ashton_14	20.376	16.362	2.691	2.38	0.1168
Ashton_14	31.158	19.035	2.673	0.13	0.0042
Ashton_14	23.022	23.589	4.554	1.17	0.0508
Ashton_14	24.912	18.828	4.761	0.18	0.0072
Ashton_14	33.138	21.015	2.187	0.39	0.0118
Ashton_14	26.262	16.623	4.392	2.6	0.099
Ashton_14	18.918	10.089	6.534	1.62	0.0856
Ashton_14	25.416	13.392	3.303	2.31	0.0909
Ashton_14	15.12	13.266	0.126	10.81	0.7149
Ashton_14	15.246	8.343	4.923	6.75	0.4427
Ashton_14	13.788	6.021	2.322	5.57	0.404
Ashton_14	27.216	13.68	7.659	2.94	0.108
Ashton_14	30.816	21.024	7.344	0.36	0.0117
Ashton_14	28.998	24.255	3.231	0.52	0.0179
Ashton_14	22.878	22.401	1.854	1.48	0.0647
Ashton_14	26.1	22.338	0.063	0.68	0.0261
Ashton_14	26.442	24.993	2.655	1.51	0.0571
Ashton_14	21.042	25.983	0.99	1.5	0.0713
Ashton_14	18.018	23.805	2.178	3.9	0.2165
Ashton_14	13.806	18.423	5.382	11.95	0.8656
Ashton_14	21.834	19.377	0.954	4.54	0.2079
Ashton_14	27.09	20.259	0.882	0	0
Ashton_14	29.646	17.415	2.844	0	0
Ashton_14	33.084	21.78	4.365	0	0
Ashton_14	34.11	27.009	5.229	0.85	0.0249
Ashton_14	28.08	29.592	2.583	0.87	0.031
Ashton_14	29.808	31.788	2.196	0.52	0.0174
Ashton_14	31.032	34.614	2.826	0.18	0.0058
Ashton_14	30.258	32.283	2.331	0.02	7e-04
Ashton_14	25.65	31.617	0.666	0.11	0.0043
Ashton_14	30.438	31.869	0.252	0.06	0.002
Ashton_14	28.908	34.668	2.799	0.89	0.0308
Ashton_14	19.62	34.506	0.162	0.49	0.025
Ashton_14	23.958	33.471	1.035	1.75	0.073
Ashton_14	26.532	32.364	1.107	3.99	0.1504
Ashton_14	28.566	34.371	2.007	0.26	0.0091
Ashton_14	25.686	34.893	0.522	1.68	0.0654
Ashton_14	23.274	31.077	3.816	5.52	0.2372
Ashton_14	25.488	28.818	2.259	0.28	0.011
Ashton_14	25.038	32.391	3.573	0.58	0.0232
Ashton_14	28.62	34.218	1.827	0.07	0.0024
Ashton_14	29.754	32.481	1.737	0	0
Ashton_14	27.774	33.849	1.368	0.03	0.0011
Ashton_14	17.028	31.338	2.511	4.67	0.2743
Ashton_14	27.612	33.336	1.998	0.51	0.0185
Ashton_14	26.748	37.152	3.816	0.12	0.0045
Ashton_14	28.386	29.583	7.569	0.25	0.0088
Ashton_14	31.266	27.423	2.16	0.02	6e-04
Ashton_14	33.696	28.944	1.521	0.16	0.0047
Ashton_14	37.062	32.175	3.231	0.01	3e-04
Ashton_14	30.132	36.828	4.653	0.8	0.0265
Ashton_14	17.028	29.862	6.966	3.09	0.1815
Ashton_14	15.084	29.052	0.81	0.2	0.0133
Ashton_14	27.918	30.735	1.683	1.58	0.0566
Ashton_14	31.518	33.417	2.682	2.25	0.0714
Ashton_14	27.702	32.247	1.17	1.57	0.0567
