env_code	DTR	GDD	dGDD	PR	PRDTR
Ashton_07	30.348	18.45	0	0.81	0.0267
Ashton_07	27.612	22.896	4.446	0.49	0.0177
Ashton_07	28.404	23.814	0.918	0.01	4e-04
Ashton_07	28.584	24.75	0.936	0.79	0.0276
Ashton_07	29.502	19.881	4.869	0.28	0.0095
Ashton_07	25.524	14.148	5.733	0.14	0.0055
Ashton_07	33.102	15.471	1.323	0	0
Ashton_07	29.952	21.132	5.661	0.14	0.0047
Ashton_07	24.498	26.919	5.787	0.52	0.0212
Ashton_07	27.018	25.587	1.332	0.55	0.0204
Ashton_07	27.666	24.651	0.936	0.44	0.0159
Ashton_07	28.782	21.447	3.204	1.51	0.0525
Ashton_07	21.078	8.397	13.05	1.94	0.092
Ashton_07	13.194	4.104	4.293	5.69	0.4313
Ashton_07	23.76	7.938	3.834	0.63	0.0265
Ashton_07	20.052	7.488	0.45	1.68	0.0838
Ashton_07	25.524	12.456	4.968	1.32	0.0517
Ashton_07	28.818	16.371	3.915	0.51	0.0177
Ashton_07	29.25	22.419	6.048	0.84	0.0287
Ashton_07	22.59	12.213	10.206	1.11	0.0491
Ashton_07	24.768	9.828	2.385	0.49	0.0198
Ashton_07	29.358	13.914	4.086	0.06	0.002
Ashton_07	27.72	15.21	1.296	0.01	4e-04
Ashton_07	31.644	20.862	5.652	0.01	3e-04
Ashton_07	29.772	25.542	4.68	0.31	0.0104
Ashton_07	31.014	25.263	0.279	0.18	0.0058
Ashton_07	31.806	27.603	2.34	0.74	0.0233
Ashton_07	21.15	26.217	1.386	0.84	0.0397
Ashton_07	18.36	8.559	17.658	15.81	0.8611
Ashton_07	23.958	11.232	2.673	3.25	0.1357
Ashton_07	28.116	12.222	0.99	1.23	0.0437
Ashton_07	31.41	16.101	3.879	0.18	0.0057
Ashton_07	21.204	21.438	5.337	0.79	0.0373
Ashton_07	19.476	21.888	0.45	0.92	0.0472
Ashton_07	26.154	21.771	0.117	0	0
Ashton_07	30.114	22.131	0.36	0.3	0.01
Ashton_07	23.868	23.004	0.873	0.57	0.0239
Ashton_07	31.59	24.957	1.953	0.37	0.0117
Ashton_07	31.41	29.781	4.824	0.61	0.0194
Ashton_07	25.254	18.297	11.484	0.96	0.038
Ashton_07	27.648	16.74	1.557	0.18	0.0065
Ashton_07	35.154	24.129	7.389	0.01	3e-04
Ashton_07	29.79	34.965	10.836	0.24	0.0081
Ashton_07	31.698	31.725	3.24	0.01	3e-04
Ashton_07	30.744	34.11	2.385	0.09	0.0029
Ashton_07	29.736	31.698	2.412	0.09	0.003
Ashton_07	28.35	28.881	2.817	0.26	0.0092
Ashton_07	26.532	23.706	5.175	0.21	0.0079
Ashton_07	37.782	23.679	0.027	0.14	0.0037
Ashton_07	39.798	31.455	7.776	0.52	0.0131
Ashton_07	38.07	33.939	2.484	0.22	0.0058
Ashton_07	36	34.002	0.063	0.08	0.0022
Ashton_07	26.784	36.576	2.574	0.3	0.0112
Ashton_07	30.996	34.614	1.962	0.14	0.0045
Ashton_07	34.11	35.703	1.089	0.17	0.005
Ashton_07	34.362	34.317	1.386	0.18	0.0052
Ashton_07	34.866	37.395	3.078	0.16	0.0046
Ashton_07	34.902	39.483	2.088	0.13	0.0037
Ashton_07	31.23	42.633	3.15	0.12	0.0038
Ashton_07	26.712	40.194	2.439	1.4	0.0524
Ashton_07	30.42	35.298	4.896	0.28	0.0092
Ashton_07	32.364	35.244	0.054	0.05	0.0015
Ashton_07	34.182	34.281	0.963	0.13	0.0038
Ashton_07	35.712	36.702	2.421	0.06	0.0017
Ashton_07	31.248	37.008	0.306	1.13	0.0362
Ashton_07	27.9	38.628	1.62	1.21	0.0434
Ashton_07	30.312	40.356	1.728	1.12	0.0369
Ashton_07	32.742	41.409	1.053	0.08	0.0024
Ashton_07	26.37	42.183	0.774	0.42	0.0159
Ashton_07	20.016	36.666	5.517	1.06	0.053
Ashton_07	35.478	39.033	2.367	0.23	0.0065
Ashton_07	29.556	39.834	0.801	0.17	0.0058
Ashton_07	33.948	38.196	1.638	0.26	0.0077
Ashton_07	34.434	38.817	0.621	0.06	0.0017
Ashton_07	34.884	41.562	2.745	0.11	0.0032
Ashton_07	37.782	44.136	2.574	1.98	0.0524
Ashton_07	21.438	39.357	4.779	3.51	0.1637
Ashton_07	17.982	35.037	4.32	6.06	0.337
Ashton_07	25.902	35.523	0.486	6.56	0.2533
Ashton_07	26.136	35.118	0.405	2.12	0.0811
Ashton_07	32.526	37.359	2.241	0.21	0.0065
Ashton_07	29.016	41.022	3.663	0.59	0.0203
Ashton_07	33.84	40.464	0.558	0.24	0.0071
Ashton_07	25.632	41.706	1.242	1.02	0.0398
Ashton_07	31.122	39.429	2.277	1.14	0.0366
Ashton_07	25.722	36.261	3.168	4.08	0.1586
Ashton_07	26.91	34.911	1.35	2.21	0.0821
Ashton_07	29.124	35.388	0.477	0.71	0.0244
Ashton_07	33.228	33.246	2.142	5.48	0.1649
Ashton_07	31.752	31.608	1.638	0.94	0.0296
Ashton_07	27.63	32.481	0.873	0.4	0.0145
Ashton_07	28.44	29.25	3.231	0.02	7e-04
Ashton_07	33.39	33.309	4.059	0.29	0.0087
Ashton_07	29.646	33.093	0.216	0.35	0.0118
Ashton_07	33.408	32.562	0.531	0	0
Ashton_07	35.082	35.253	2.691	0.24	0.0068
Ashton_07	29.124	39.762	4.509	0.35	0.012
Ashton_07	29.844	40.374	0.612	0.02	7e-04
Ashton_07	30.492	36.936	3.438	0.03	0.001
Ashton_07	31.86	35.046	1.89	2.94	0.0923
Ashton_07	20.322	33.003	2.043	9.32	0.4586
Ashton_07	24.48	30.852	2.151	6.54	0.2672
Ashton_07	27.072	32.76	1.908	1.76	0.065
Ashton_07	24.282	23.625	9.135	1.19	0.049
Ashton_07	23.958	26.469	2.844	0.43	0.0179
Ashton_07	22.86	23.652	2.817	1.01	0.0442
Ashton_07	24.354	23.553	0.099	1	0.0411
Ashton_07	30.69	23.103	0.45	0.11	0.0036
Ashton_07	35.532	27.54	4.437	0.09	0.0025
Ashton_07	33.984	31.374	3.834	0.52	0.0153
Ashton_07	29.088	30.114	1.26	0.18	0.0062
Ashton_07	32.508	26.658	3.456	0.07	0.0022
Ashton_07	35.334	29.979	3.321	0.05	0.0014
Ashton_07	35.154	33.471	3.492	0.24	0.0068
Ashton_07	18.27	30.735	2.736	2.85	0.156
Ashton_07	28.944	32.13	1.395	0.01	3e-04
Ashton_07	28.512	36.774	4.644	0.31	0.0109
Ashton_07	30.816	35.892	0.882	0.07	0.0023
Ashton_07	27.378	32.193	3.699	8.39	0.3065
Ashton_07	24.138	25.479	6.714	5.99	0.2482
Ashton_07	21.474	22.527	2.952	3.06	0.1425
Ashton_07	27.756	22.104	0.423	0.08	0.0029
Ashton_07	29.016	18.666	3.438	0.6	0.0207
Ashton_07	24.084	14.976	3.69	0.27	0.0112
Ashton_07	38.718	18.369	3.393	0	0
Ashton_07	33.21	22.473	4.104	0.38	0.0114
Ashton_07	35.388	22.644	0.171	0.14	0.004
Ashton_07	35.73	22.779	0.135	0.07	0.002
Ashton_07	34.596	25.506	2.727	0.39	0.0113
Ashton_07	30.78	26.208	0.702	0	0
Ashton_07	28.836	24.138	2.07	0.12	0.0042
Ashton_07	22.248	21.258	2.88	0.48	0.0216
Ashton_07	15.768	13.5	7.758	1.41	0.0894
Ashton_07	29.628	19.962	6.462	0.78	0.0263
Ashton_07	27.342	21.717	1.755	0.39	0.0143
Ashton_07	29.07	17.289	4.428	0.03	0.001
Ashton_07	30.87	24.057	6.768	4.47	0.1448
Ashton_07	17.496	12.546	11.511	11.1	0.6344
Ashton_07	17.244	8.73	3.816	5.32	0.3085
Ashton_07	25.254	10.107	1.377	0.27	0.0107
Ashton_07	28.908	12.852	2.745	0.07	0.0024
Ashton_07	31.842	15.21	2.358	0.18	0.0057
Ashton_07	27.45	16.299	1.089	0.61	0.0222
Ashton_07	19.26	7.74	8.559	5.36	0.2783
Ashton_07	26.442	9.153	1.413	0.12	0.0045
Ashton_07	23.202	11.214	2.061	5.01	0.2159
Ashton_07	18.486	6.408	4.806	0.49	0.0265
Ashton_07	13.05	8.595	2.187	3.33	0.2552
Ashton_07	17.892	10.818	2.223	4.35	0.2431
Ashton_07	13.788	8.802	2.016	8.58	0.6223
