env_code	DTR	GDD	dGDD	PR	PRDTR
Ashton_15	26.856	8.658	0	0.07	0.0026
Ashton_15	31.95	12.636	3.978	0	0
Ashton_15	25.704	10.728	1.908	1.11	0.0432
Ashton_15	23.598	8.586	2.142	0.03	0.0013
Ashton_15	27.486	10.818	2.232	0	0
Ashton_15	24.228	13.032	2.214	0.12	0.005
Ashton_15	24.984	15.768	2.736	0.24	0.0096
Ashton_15	25.038	11.16	4.608	0.51	0.0204
Ashton_15	25.632	10.269	0.891	3.53	0.1377
Ashton_15	15.984	5.904	4.365	3.61	0.2259
Ashton_15	17.82	4.905	0.999	6.12	0.3434
Ashton_15	31.284	11.232	6.327	0.13	0.0042
Ashton_15	31.176	14.58	3.348	0	0
Ashton_15	30.096	16.488	1.908	0.86	0.0286
Ashton_15	20.394	14.679	1.809	1.05	0.0515
Ashton_15	28.044	13.86	0.819	0	0
Ashton_15	26.1	17.874	4.014	0	0
Ashton_15	23.742	16.605	1.269	0.3	0.0126
Ashton_15	28.062	16.785	0.18	0.35	0.0125
Ashton_15	21.24	15.714	1.071	1.98	0.0932
Ashton_15	17.784	13.068	2.646	4.2	0.2362
Ashton_15	15.03	9.387	3.681	9.64	0.6414
Ashton_15	22.23	10.269	0.882	2.32	0.1044
Ashton_15	22.104	9.297	0.972	1.02	0.0461
Ashton_15	25.758	8.757	0.54	0.45	0.0175
Ashton_15	29.16	11.034	2.277	1.18	0.0405
Ashton_15	20.304	13.95	2.916	6.39	0.3147
Ashton_15	19.638	14.967	1.017	0.22	0.0112
Ashton_15	20.106	14.553	0.414	2.63	0.1308
Ashton_15	15.678	11.439	3.114	10.25	0.6538
Ashton_15	12.186	7.137	4.302	18.28	1.5001
Ashton_15	22.032	10.035	2.898	2.61	0.1185
Ashton_15	25.974	12.384	2.349	3.73	0.1436
Ashton_15	26.136	12.33	0.054	1.61	0.0616
Ashton_15	25.794	11.349	0.981	1.74	0.0675
Ashton_15	23.346	14.157	2.808	1.74	0.0745
Ashton_15	21.618	16.623	2.466	3.83	0.1772
Ashton_15	17.334	12.231	4.392	5	0.2885
Ashton_15	23.13	14.049	1.818	1.57	0.0679
Ashton_15	23.616	15.066	1.017	0.86	0.0364
Ashton_15	12.528	13.626	1.44	6.45	0.5148
Ashton_15	16.866	13.401	0.225	7.75	0.4595
Ashton_15	19.278	12.213	1.188	5.57	0.2889
Ashton_15	27	16.668	4.455	1.88	0.0696
Ashton_15	23.742	18.387	1.719	2.43	0.1024
Ashton_15	25.254	24.471	6.084	1.51	0.0598
Ashton_15	26.766	25.245	0.774	6.69	0.2499
Ashton_15	21.492	17.208	8.037	1.43	0.0665
Ashton_15	27.666	18.405	1.197	1.23	0.0445
Ashton_15	26.946	18.639	0.234	0.21	0.0078
Ashton_15	22.41	24.651	6.012	3.83	0.1709
Ashton_15	25.506	23.265	1.386	2.72	0.1066
Ashton_15	26.262	25.299	2.034	0.65	0.0248
Ashton_15	24.282	28.629	3.33	0.1	0.0041
Ashton_15	25.308	31.05	2.421	1.38	0.0545
Ashton_15	21.564	27.612	3.438	7.78	0.3608
Ashton_15	25.74	27.828	0.216	0.08	0.0031
Ashton_15	23.832	27.846	0.018	0.26	0.0109
Ashton_15	26.82	21.006	6.84	0.13	0.0048
Ashton_15	29.88	20.574	0.432	0.43	0.0144
Ashton_15	31.482	24.687	4.113	2.75	0.0874
Ashton_15	22.014	24.723	0.036	2.83	0.1286
Ashton_15	24.768	26.388	1.665	0.54	0.0218
Ashton_15	28.836	30.42	4.032	0.17	0.0059
Ashton_15	26.82	28.674	1.746	0.27	0.0101
Ashton_15	26.91	24.417	4.257	0.01	4e-04
Ashton_15	22.464	27.666	3.249	0.03	0.0013
Ashton_15	25.758	26.199	1.467	0.12	0.0047
Ashton_15	30.186	28.089	1.89	0.03	0.001
Ashton_15	28.944	30.222	2.133	0.03	0.001
Ashton_15	25.956	33.084	2.862	0.07	0.0027
Ashton_15	32.508	34.146	1.062	0	0
Ashton_15	28.746	39.159	5.013	0.16	0.0056
Ashton_15	26.64	41.31	2.151	0.16	0.006
Ashton_15	30.636	40.986	0.324	1.47	0.048
Ashton_15	22.482	36.963	4.023	0.45	0.02
Ashton_15	25.524	40.5	3.537	0.11	0.0043
Ashton_15	31.5	36.594	3.906	0	0
Ashton_15	29.628	37.35	0.756	0.23	0.0078
Ashton_15	27.828	38.916	1.566	0.71	0.0255
Ashton_15	14.346	30.735	8.181	4.31	0.3004
Ashton_15	21.006	28.935	1.8	3.46	0.1647
Ashton_15	28.566	31.941	3.006	1.35	0.0473
Ashton_15	19.206	29.457	2.484	2.1	0.1093
Ashton_15	19.224	27.108	2.349	3.64	0.1893
Ashton_15	15.03	21.249	5.859	3.86	0.2568
Ashton_15	27.432	25.56	4.311	1.88	0.0685
Ashton_15	23.148	29.304	3.744	0.56	0.0242
Ashton_15	23.994	29.745	0.441	4.56	0.19
Ashton_15	24.156	27.612	2.133	0.13	0.0054
Ashton_15	16.488	24.318	3.294	7.07	0.4288
Ashton_15	28.35	27.621	3.303	1.51	0.0533
Ashton_15	10.98	21.384	6.237	0.64	0.0583
Ashton_15	19.872	22.014	0.63	0.79	0.0398
Ashton_15	28.422	25.605	3.591	0.19	0.0067
Ashton_15	23.868	28.134	2.529	0.76	0.0318
Ashton_15	31.698	28.305	0.171	0.65	0.0205
Ashton_15	28.422	29.691	1.386	3.84	0.1351
Ashton_15	19.764	26.874	2.817	3.84	0.1943
Ashton_15	18.27	29.277	2.403	2.25	0.1232
Ashton_15	26.154	28.845	0.432	0.29	0.0111
Ashton_15	28.656	32.598	3.753	0.34	0.0119
Ashton_15	26.28	19.512	13.086	10.86	0.4132
Ashton_15	27.594	17.001	2.511	0.05	0.0018
Ashton_15	30.978	23.103	6.102	0	0
Ashton_15	34.524	29.268	6.165	0.01	3e-04
Ashton_15	28.44	35.784	6.516	0.74	0.026
Ashton_15	31.824	35.874	0.09	0.18	0.0057
Ashton_15	34.416	37.98	2.106	0	0
Ashton_15	23.868	34.056	3.924	1.37	0.0574
Ashton_15	20.304	31.428	2.628	1.35	0.0665
Ashton_15	28.206	32.229	0.801	9.18	0.3255
Ashton_15	27.036	26.136	6.093	0.88	0.0325
Ashton_15	26.01	26.415	0.279	0.27	0.0104
Ashton_15	15.498	20.835	5.58	12.71	0.8201
Ashton_15	26.91	25.281	4.446	2.47	0.0918
Ashton_15	34.578	31.149	5.868	0.02	6e-04
Ashton_15	29.34	37.26	6.111	0.17	0.0058
Ashton_15	14.382	32.931	4.329	1.11	0.0772
Ashton_15	27.288	36.702	3.771	0.29	0.0106
Ashton_15	24.444	38.178	1.476	1.62	0.0663
Ashton_15	26.226	31.437	6.741	2.45	0.0934
