env_code	DTR	GDD	dGDD	PR	PRDTR
Rupert_10	21.582	5.814	0	0	0
Rupert_10	31.32	11.754	5.94	0	0
Rupert_10	26.172	15.57	3.816	0.01	4e-04
Rupert_10	23.58	13.104	2.466	1.51	0.064
Rupert_10	20.484	8.559	4.545	0.52	0.0254
Rupert_10	29.394	13.365	4.806	0.02	7e-04
Rupert_10	33.462	17.235	3.87	0.02	6e-04
Rupert_10	29.88	21.438	4.203	0.03	0.001
Rupert_10	27.108	20.466	0.972	0	0
Rupert_10	30.222	24.183	3.717	0	0
Rupert_10	34.452	27.09	2.907	0	0
Rupert_10	31.176	27.576	0.486	0.72	0.0231
Rupert_10	20.664	16.524	11.052	12.54	0.6069
Rupert_10	9.16200000000001	8.613	7.911	11.63	1.2694
Rupert_10	26.712	15.21	6.597	0.95	0.0356
Rupert_10	29.25	15.075	0.135	1.01	0.0345
Rupert_10	23.454	10.998	4.077	0	0
Rupert_10	32.868	16.227	5.229	0	0
Rupert_10	26.442	22.239	6.012	5.7	0.2156
Rupert_10	14.598	4.743	17.496	1.73	0.1185
Rupert_10	16.938	5.274	0.531	1.59	0.0939
Rupert_10	19.17	8.739	3.465	1.25	0.0652
Rupert_10	19.152	7.038	1.701	1.26	0.0658
Rupert_10	24.93	10.728	3.69	0.84	0.0337
Rupert_10	29.736	16.11	5.382	1.35	0.0454
Rupert_10	18.63	6.876	9.234	0.04	0.0021
Rupert_10	24.264	10.107	3.231	0.13	0.0054
Rupert_10	14.472	4.833	5.274	1.34	0.0926
Rupert_10	27.882	11.295	6.462	0.03	0.0011
Rupert_10	27.558	12.6	1.305	0.3	0.0109
Rupert_10	27.72	15.21	2.61	0.07	0.0025
Rupert_10	19.26	14.22	0.99	1.23	0.0639
Rupert_10	12.6	9.09	5.13	19.3	1.5317
Rupert_10	18.054	11.133	2.043	1.85	0.1025
Rupert_10	27.27	15.615	4.482	0.04	0.0015
Rupert_10	28.818	19.035	3.42	0	0
Rupert_10	29.376	24.318	5.283	0.05	0.0017
Rupert_10	33.588	25.902	1.584	0.01	3e-04
Rupert_10	26.748	31.23	5.328	0.13	0.0049
Rupert_10	12.402	16.011	15.219	1.09	0.0879
Rupert_10	28.674	20.169	4.158	0.13	0.0045
Rupert_10	19.08	14.724	5.445	3.97	0.2081
Rupert_10	25.614	15.867	1.143	0.53	0.0207
Rupert_10	13.392	4.68	11.187	2.78	0.2076
Rupert_10	28.188	11.781	7.101	0.5	0.0177
Rupert_10	19.89	10.719	1.062	0.57	0.0287
Rupert_10	28.638	16.983	6.264	0.05	0.0017
Rupert_10	19.368	22.518	5.535	1.86	0.096
Rupert_10	17.154	21.177	1.341	6.75	0.3935
Rupert_10	14.346	15.795	5.382	7.37	0.5137
Rupert_10	18.882	14.751	1.044	1.71	0.0906
Rupert_10	29.34	17.028	2.277	0.02	7e-04
Rupert_10	20.7	22.752	5.724	0.48	0.0232
Rupert_10	17.1	22.95	0.198	2.07	0.1211
Rupert_10	20.43	23.139	0.189	0.83	0.0406
Rupert_10	13.716	25.632	2.493	1.13	0.0824
Rupert_10	15.822	26.739	1.107	6.45	0.4077
Rupert_10	18.9	26.73	0.009	0.12	0.0063
Rupert_10	22.23	31.329	4.599	1.52	0.0684
Rupert_10	22.914	24.579	6.75	3.79	0.1654
Rupert_10	34.002	26.577	1.998	0.02	6e-04
Rupert_10	20.844	30.87	4.293	0.12	0.0058
Rupert_10	22.41	21.969	8.901	0.84	0.0375
Rupert_10	24.57	17.937	4.032	0.47	0.0191
Rupert_10	12.258	20.637	2.7	1.37	0.1118
Rupert_10	25.956	27.108	6.471	0.32	0.0123
Rupert_10	32.4	30.438	3.33	0	0
Rupert_10	24.93	29.727	0.711	1.02	0.0409
Rupert_10	15.264	15.642	14.085	4.42	0.2896
Rupert_10	28.206	15.975	0.333	0.07	0.0025
Rupert_10	36.792	26.262	10.287	0	0
Rupert_10	31.122	34.803	8.541	0.05	0.0016
Rupert_10	25.218	29.565	5.238	0.29	0.0115
Rupert_10	25.308	24.948	4.617	0.04	0.0016
Rupert_10	25.632	29.502	4.554	0.18	0.007
Rupert_10	33.354	34.425	4.923	0.14	0.0042
Rupert_10	30.852	38.556	4.131	0.01	3e-04
Rupert_10	24.876	37.242	1.314	0.76	0.0306
Rupert_10	26.586	35.433	1.809	0.01	4e-04
Rupert_10	34.776	35.01	0.423	0.07	0.002
Rupert_10	36.144	42.75	7.74	0	0
Rupert_10	32.832	45.234	2.484	0.47	0.0143
Rupert_10	31.176	42.39	2.844	0	0
Rupert_10	32.454	42.669	0.279	0	0
Rupert_10	25.11	33.183	9.486	0	0
Rupert_10	25.848	26.658	6.525	0.19	0.0074
Rupert_10	29.376	28.602	1.944	0.01	3e-04
Rupert_10	27.522	30.591	1.989	0	0
Rupert_10	28.494	30.159	0.432	0.04	0.0014
Rupert_10	32.598	32.337	2.178	0.03	9e-04
Rupert_10	36.576	37.764	5.427	0	0
Rupert_10	31.878	42.057	4.293	0.97	0.0304
Rupert_10	33.48	42.102	0.045	0.03	9e-04
Rupert_10	27.738	42.453	0.351	1.01	0.0364
Rupert_10	28.368	41.184	1.269	0	0
Rupert_10	27.342	32.985	8.199	0.14	0.0051
Rupert_10	34.398	30.969	2.016	0.12	0.0035
Rupert_10	36.54	37.494	6.525	0.01	3e-04
Rupert_10	39.87	44.55	7.056	0	0
Rupert_10	27.486	48.465	3.915	0	0
Rupert_10	29.538	47.403	1.062	0	0
Rupert_10	28.872	39.978	7.425	0	0
Rupert_10	34.686	39.537	0.441	0	0
Rupert_10	32.976	44.55	5.013	0.14	0.0042
Rupert_10	27.954	40.491	4.059	0	0
Rupert_10	28.764	40.032	0.459	0	0
Rupert_10	35.424	40.752	0.72	0	0
Rupert_10	38.538	45.018	4.266	0	0
Rupert_10	23.85	44.955	0.063	0.19	0.008
Rupert_10	29.196	43.794	1.161	0.44	0.0151
Rupert_10	29.34	43.65	0.144	3.71	0.1264
Rupert_10	28.836	43.056	0.594	2.33	0.0808
Rupert_10	33.948	46.584	3.528	2.21	0.0651
Rupert_10	31.086	47.385	0.801	0.4	0.0129
Rupert_10	32.202	41.571	5.814	0	0
Rupert_10	35.226	41.913	0.342	0	0
Rupert_10	31.626	44.415	2.502	0.25	0.0079
Rupert_10	31.482	46.539	2.124	0	0
Rupert_10	33.246	47.331	0.792	0.85	0.0256
Rupert_10	30.438	48.249	0.918	0.29	0.0095
Rupert_10	25.758	44.721	3.528	0	0
Rupert_10	32.976	43.254	1.467	0.26	0.0079
Rupert_10	21.726	40.563	2.691	2.44	0.1123
Rupert_10	32.094	42.471	1.908	0.25	0.0078
Rupert_10	21.096	34.938	7.533	0.28	0.0133
Rupert_10	24.624	30.456	4.482	0.11	0.0045
Rupert_10	32.4	35.982	5.526	0.03	9e-04
Rupert_10	29.484	34.344	1.638	0.08	0.0027
Rupert_10	37.584	39.528	5.184	0	0
Rupert_10	32.67	43.587	4.059	0	0
Rupert_10	34.992	43.002	0.585	0.08	0.0023
Rupert_10	25.938	42.795	0.207	0	0
Rupert_10	29.34	41.868	0.927	0.05	0.0017
Rupert_10	33.228	44.19	2.322	0	0
Rupert_10	31.806	45.963	1.773	0.11	0.0035
Rupert_10	23.04	35.226	10.737	1.13	0.049
Rupert_10	25.65	29.169	6.057	0.02	8e-04
Rupert_10	36.738	34.731	5.562	0	0
Rupert_10	41.526	40.905	6.174	0	0
Rupert_10	41.22	44.559	3.654	0.07	0.0017
Rupert_10	20.574	37.341	7.218	0.02	0.001
Rupert_10	22.392	33.084	4.257	0.47	0.021
Rupert_10	17.334	23.985	9.099	0.55	0.0317
Rupert_10	20.862	23.787	0.198	0.53	0.0254
Rupert_10	23.49	23.679	0.108	0.14	0.006
Rupert_10	25.308	28.692	5.013	0.1	0.004
Rupert_10	29.43	29.745	1.053	0	0
Rupert_10	38.682	37.557	7.812	0	0
Rupert_10	29.988	40.428	2.871	0.01	3e-04
Rupert_10	19.836	21.942	18.486	0.05	0.0025
