env_code	DTR	GDD	dGDD	PR	PRDTR
Rupert_09	15.822	11.853	0	1.75	0.1106
Rupert_09	18.324	10.116	1.737	2.5	0.1364
Rupert_09	20.934	11.493	1.377	0.62	0.0296
Rupert_09	26.856	12.159	0.666	0.01	4e-04
Rupert_09	19.476	13.482	1.323	0.52	0.0267
Rupert_09	8.604	3.519	9.963	4.08	0.4742
Rupert_09	16.236	7.2	3.681	9.36	0.5765
Rupert_09	18.864	8.721	1.521	2.67	0.1415
Rupert_09	26.514	12.06	3.339	0	0
Rupert_09	28.314	13.455	1.395	0.4	0.0141
Rupert_09	32.148	17.748	4.293	0	0
Rupert_09	30.222	23.355	5.607	0	0
Rupert_09	28.224	27.702	4.347	0	0
Rupert_09	28.782	27.495	0.207	0.47	0.0163
Rupert_09	24.408	18.216	9.279	0.04	0.0016
Rupert_09	18.81	8.595	9.621	0.01	5e-04
Rupert_09	24.57	10.314	1.719	0.33	0.0134
Rupert_09	15.534	5.904	4.41	0.38	0.0245
Rupert_09	27.198	11.466	5.562	1.72	0.0632
Rupert_09	18.828	9.279	2.187	4.73	0.2512
Rupert_09	21.42	8.856	0.423	0.35	0.0163
Rupert_09	20.052	9.882	1.026	0.48	0.0239
Rupert_09	24.102	13.131	3.249	0.14	0.0058
Rupert_09	12.096	12.024	1.107	9.08	0.7507
Rupert_09	23.328	15.228	3.204	9.66	0.4141
Rupert_09	23.922	11.313	3.915	1.32	0.0552
Rupert_09	19.656	20.43	9.117	3.05	0.1552
Rupert_09	21.672	18.918	1.512	1.61	0.0743
Rupert_09	23.598	11.394	7.524	0.71	0.0301
Rupert_09	25.884	11.079	0.315	0	0
Rupert_09	28.44	14.067	2.988	0.01	4e-04
Rupert_09	27.594	17.847	3.78	0.01	4e-04
Rupert_09	29.916	23.148	5.301	0	0
Rupert_09	24.624	11.358	11.79	0.01	4e-04
Rupert_09	31.734	11.808	0.45	0.03	9e-04
Rupert_09	21.024	16.29	4.482	1.89	0.0899
Rupert_09	26.964	17.118	0.828	0.04	0.0015
Rupert_09	34.02	24.066	6.948	0.16	0.0047
Rupert_09	32.706	33.381	9.315	0	0
Rupert_09	37.71	36.621	3.24	0	0
Rupert_09	23.256	32.724	3.897	0.12	0.0052
