env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_20	35.172	17.622	0	0	0
Aberdeen_20	29.286	17.073	0.549	0	0
Aberdeen_20	24.858	11.943	5.13	2.62	0.1054
Aberdeen_20	16.614	3.537	8.406	0.32	0.0193
Aberdeen_20	16.218	2.781	0.756	0.03	0.0018
Aberdeen_20	25.002	7.758	4.977	0.02	8e-04
Aberdeen_20	22.518	9.549	1.791	8.06	0.3579
Aberdeen_20	18.72	5.103	4.446	0.54	0.0288
Aberdeen_20	29.286	10.44	5.337	0	0
Aberdeen_20	33.534	14.094	3.654	0	0
Aberdeen_20	17.946	13.383	0.711	0.83	0.0462
Aberdeen_20	27.648	16.488	3.105	0	0
Aberdeen_20	27.396	19.728	3.24	0	0
Aberdeen_20	25.596	17.244	2.484	0.08	0.0031
Aberdeen_20	19.98	12.852	4.392	3.36	0.1682
Aberdeen_20	22.32	11.988	0.864	0.01	4e-04
Aberdeen_20	27.18	16.578	4.59	0.03	0.0011
Aberdeen_20	21.762	23.067	6.489	0.32	0.0147
Aberdeen_20	20.664	19.404	3.663	0.23	0.0111
Aberdeen_20	30.06	20.736	1.332	0	0
Aberdeen_20	34.578	27.279	6.543	0.62	0.0179
Aberdeen_20	25.992	24.462	2.817	4.38	0.1685
Aberdeen_20	22.266	21.771	2.691	0.95	0.0427
Aberdeen_20	24.3	22.59	0.819	0.62	0.0255
Aberdeen_20	22.212	13.752	8.838	1.49	0.0671
Aberdeen_20	26.64	14.292	0.54	0.01	4e-04
Aberdeen_20	32.4	21.096	6.804	0	0
Aberdeen_20	33.588	17.244	3.852	0	0
Aberdeen_20	29.916	12.411	4.833	0	0
Aberdeen_20	35.334	17.883	5.472	0	0
Aberdeen_20	33.948	19.746	1.863	0	0
Aberdeen_20	37.44	25.2	5.454	0	0
Aberdeen_20	28.044	30.42	5.22	0.46	0.0164
Aberdeen_20	21.654	20.961	9.459	1.47	0.0679
Aberdeen_20	16.092	13.662	7.299	0.89	0.0553
Aberdeen_20	16.218	15.489	1.827	1.34	0.0826
Aberdeen_20	19.926	15.507	0.018	0.37	0.0186
Aberdeen_20	28.638	17.667	2.16	0	0
Aberdeen_20	28.242	27.369	9.702	0.11	0.0039
Aberdeen_20	30.006	29.259	1.89	0.01	3e-04
Aberdeen_20	28.368	24.264	4.995	1.84	0.0649
Aberdeen_20	13.248	13.212	11.052	9.63	0.7269
Aberdeen_20	22.662	16.947	3.735	1.96	0.0865
Aberdeen_20	13.806	8.901	8.046	12.98	0.9402
Aberdeen_20	21.69	10.512	1.611	9.12	0.4205
Aberdeen_20	24.696	15.66	5.148	0.17	0.0069
Aberdeen_20	32.544	21.834	6.174	0	0
Aberdeen_20	24.858	28.071	6.237	0.06	0.0024
Aberdeen_20	30.69	30.069	1.998	0	0
Aberdeen_20	31.716	36.414	6.345	0	0
Aberdeen_20	33.318	41.895	5.481	0.36	0.0108
Aberdeen_20	28.71	42.363	0.468	0.33	0.0115
Aberdeen_20	26.874	34.569	7.794	0	0
Aberdeen_20	27.216	36.882	2.313	0.01	4e-04
Aberdeen_20	27.576	33.876	3.006	0.04	0.0015
Aberdeen_20	22.554	37.233	3.357	0.22	0.0098
Aberdeen_20	21.834	34.569	2.664	0.05	0.0023
Aberdeen_20	34.686	39.249	4.68	0.08	0.0023
Aberdeen_20	23.958	26.109	13.14	10.22	0.4266
Aberdeen_20	14.436	10.692	15.417	5.54	0.3838
Aberdeen_20	19.872	11.88	1.188	2.91	0.1464
Aberdeen_20	31.896	17.892	6.012	0.01	3e-04
Aberdeen_20	31.842	28.719	10.827	0.01	3e-04
Aberdeen_20	34.614	35.163	6.444	0	0
Aberdeen_20	33.75	38.745	3.582	0	0
Aberdeen_20	21.312	25.416	13.329	0.01	5e-04
Aberdeen_20	22.59	22.833	2.583	0	0
Aberdeen_20	30.042	27.171	4.338	2.42	0.0806
Aberdeen_20	18.648	20.574	6.597	15.66	0.8398
Aberdeen_20	16.686	16.389	4.185	7.55	0.4525
