env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_17	29.214	17.361	0	1.63	0.0558
Aberdeen_17	19.404	5.724	11.637	2.75	0.1417
Aberdeen_17	25.902	8.091	2.367	0.01	4e-04
Aberdeen_17	32.688	14.751	6.66	0.01	3e-04
Aberdeen_17	13.752	15.426	0.675	1.61	0.1171
Aberdeen_17	12.978	11.601	3.825	9.57	0.7374
Aberdeen_17	24.588	12.456	0.855	0.18	0.0073
Aberdeen_17	11.88	7.218	5.238	8.31	0.6995
Aberdeen_17	21.888	9.045	1.827	0.28	0.0128
Aberdeen_17	27.972	12.762	3.717	0.01	4e-04
Aberdeen_17	17.028	15.282	2.52	0.33	0.0194
Aberdeen_17	11.142	7.605	7.677	7.25	0.6507
Aberdeen_17	16.83	9.747	2.142	2.68	0.1592
Aberdeen_17	13.248	7.956	1.791	7.1	0.5359
Aberdeen_17	14.022	6.075	1.881	1.94	0.1384
Aberdeen_17	15.048	6.048	0.027	2.55	0.1695
Aberdeen_17	25.74	10.116	4.068	0.13	0.0051
Aberdeen_17	22.338	12.825	2.709	0.12	0.0054
Aberdeen_17	23.148	11.88	0.945	0.35	0.0151
Aberdeen_17	24.192	15.156	3.276	0.19	0.0079
Aberdeen_17	31.878	16.713	1.557	0	0
Aberdeen_17	30.726	27.549	10.836	0	0
Aberdeen_17	32.454	29.493	1.944	0.03	9e-04
Aberdeen_17	30.312	29.718	0.225	0.31	0.0102
Aberdeen_17	17.55	16.551	13.167	0.81	0.0462
Aberdeen_17	31.104	19.44	2.889	0.01	3e-04
Aberdeen_17	25.614	22.743	3.303	0.04	0.0016
Aberdeen_17	28.872	25.524	2.781	0	0
Aberdeen_17	29.628	30.042	4.518	0.03	0.001
Aberdeen_17	37.512	24.03	6.012	0.05	0.0013
Aberdeen_17	18.036	9.99	14.04	0.42	0.0233
Aberdeen_17	29.97	14.463	4.473	0.01	3e-04
Aberdeen_17	21.528	15.264	0.801	0.05	0.0023
Aberdeen_17	23.346	14.121	1.143	8.31	0.3559
Aberdeen_17	10.458	3.69	10.431	2.67	0.2553
Aberdeen_17	27.756	10.728	7.038	1.75	0.063
Aberdeen_17	26.46	13.248	2.52	0.12	0.0045
Aberdeen_17	25.722	17.793	4.545	1.76	0.0684
Aberdeen_17	23.922	22.023	4.23	0.7	0.0293
Aberdeen_17	28.44	25.668	3.645	0.02	7e-04
Aberdeen_17	29.16	29.952	4.284	0.01	3e-04
