env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_08	36.108	22.158	0	0.31	0.0086
Aberdeen_08	15.282	4.293	17.865	0.4	0.0262
Aberdeen_08	16.866	4.446	0.153	0.13	0.0077
Aberdeen_08	28.548	10.593	6.147	0	0
Aberdeen_08	30.654	15.048	4.455	0.02	7e-04
Aberdeen_08	27.144	14.058	0.99	0.19	0.007
Aberdeen_08	13.536	0.855	13.203	0.41	0.0303
Aberdeen_08	21.384	4.635	3.78	0.25	0.0117
Aberdeen_08	26.856	11.52	6.885	0.03	0.0011
Aberdeen_08	16.848	9.702	1.818	2.2	0.1306
Aberdeen_08	14.778	3.951	5.751	3.11	0.2104
Aberdeen_08	23.508	8.001	4.05	0.09	0.0038
Aberdeen_08	28.386	9.387	1.386	0	0
Aberdeen_08	35.352	15.201	5.814	0	0
Aberdeen_08	37.314	21.573	6.372	0.01	3e-04
Aberdeen_08	34.452	22.068	0.495	0.24	0.007
Aberdeen_08	12.51	4.338	17.73	3.01	0.2406
Aberdeen_08	19.35	7.038	2.7	2.23	0.1152
Aberdeen_08	29.376	11.43	4.392	0	0
Aberdeen_08	29.502	13.644	2.214	0.03	0.001
Aberdeen_08	27.558	20.547	6.903	0	0
Aberdeen_08	32.904	22.806	2.259	0	0
Aberdeen_08	27.198	23.841	1.035	0.34	0.0125
Aberdeen_08	19.062	14.445	9.396	7.34	0.3851
Aberdeen_08	25.866	14.571	0.126	0.21	0.0081
Aberdeen_08	21.69	10.782	3.789	1.37	0.0632
Aberdeen_08	34.902	14.355	3.573	0.13	0.0037
Aberdeen_08	23.706	15.597	1.242	1.92	0.081
Aberdeen_08	20.07	8.694	6.903	0.92	0.0458
Aberdeen_08	33.336	14.544	5.85	0.17	0.0051
Aberdeen_08	26.568	20.574	6.03	0.03	0.0011
Aberdeen_08	30.204	21.42	0.846	0	0
Aberdeen_08	31.698	29.385	7.965	0	0
Aberdeen_08	30.492	34.56	5.175	0	0
Aberdeen_08	32.184	36.324	1.764	0	0
Aberdeen_08	28.782	35.775	0.549	0	0
Aberdeen_08	34.74	33.3	2.475	0.57	0.0164
Aberdeen_08	13.644	12.15	21.15	2.46	0.1803
Aberdeen_08	19.008	13.302	1.152	7.54	0.3967
Aberdeen_08	20.322	14.895	1.593	2.09	0.1028
Aberdeen_08	23.886	17.109	2.214	1.71	0.0716
Aberdeen_08	25.488	21.078	3.969	0.62	0.0243
Aberdeen_08	13.194	17.667	3.411	7.61	0.5768
Aberdeen_08	22.41	20.295	2.628	1.83	0.0817
Aberdeen_08	25.344	21.024	0.729	1.98	0.0781
Aberdeen_08	18.612	20.61	0.414	1.63	0.0876
Aberdeen_08	21.42	21.42	0.81	0.22	0.0103
Aberdeen_08	28.656	24.318	2.898	0.12	0.0042
Aberdeen_08	23.202	25.785	1.467	0.04	0.0017
Aberdeen_08	27.108	25.146	0.639	0.22	0.0081
Aberdeen_08	14.706	18.855	6.291	4.26	0.2897
Aberdeen_08	17.298	17.199	1.656	1.75	0.1012
Aberdeen_08	24.336	20.016	2.817	0.18	0.0074
Aberdeen_08	18.702	15.633	4.383	2.98	0.1593
Aberdeen_08	20.43	13.149	2.484	0.2	0.0098
Aberdeen_08	30.42	16.416	3.267	0.07	0.0023
Aberdeen_08	31.302	23.715	7.299	0.32	0.0102
Aberdeen_08	16.56	14.13	9.585	2.44	0.1473
Aberdeen_08	22.824	11.862	2.268	1.04	0.0456
Aberdeen_08	29.34	16.506	4.644	0.3	0.0102
Aberdeen_08	34.326	25.803	9.297	0	0
Aberdeen_08	34.812	30.726	4.923	0	0
Aberdeen_08	30.294	35.289	4.563	0	0
Aberdeen_08	32.562	38.457	3.168	0	0
Aberdeen_08	27.738	39.969	1.512	0	0
Aberdeen_08	29.736	35.352	4.617	0	0
Aberdeen_08	31.068	32.112	3.24	0	0
Aberdeen_08	31.518	36.387	4.275	0	0
Aberdeen_08	38.106	40.347	3.96	0.05	0.0013
Aberdeen_08	27.558	38.835	1.512	0.12	0.0044
Aberdeen_08	28.728	38.97	0.135	0.1	0.0035
Aberdeen_08	28.494	38.583	0.387	0	0
Aberdeen_08	31.644	41.004	2.421	0	0
Aberdeen_08	27.27	38.961	2.043	0	0
Aberdeen_08	29.394	36.243	2.718	0.01	3e-04
Aberdeen_08	32.364	40.806	4.563	0	0
Aberdeen_08	36.324	44.316	3.51	0	0
Aberdeen_08	31.086	47.88	3.564	0.11	0.0035
Aberdeen_08	29.682	46.935	0.945	0.08	0.0027
Aberdeen_08	29.664	41.256	5.679	0	0
Aberdeen_08	36.27	45.162	3.906	0.01	3e-04
Aberdeen_08	29.772	48.096	2.934	0	0
Aberdeen_08	26.532	42.174	5.922	0	0
Aberdeen_08	22.662	38.799	3.375	0.03	0.0013
Aberdeen_08	30.564	38.43	0.369	0	0
Aberdeen_08	31.104	39.654	1.224	0.05	0.0016
Aberdeen_08	32.112	43.182	3.528	0	0
Aberdeen_08	34.452	44.388	1.206	0	0
Aberdeen_08	27.72	37.008	7.38	0	0
Aberdeen_08	34.902	37.449	0.441	0.06	0.0017
Aberdeen_08	34.326	39.771	2.322	0	0
Aberdeen_08	34.362	39.339	0.432	0	0
Aberdeen_08	33.984	44.226	4.887	0.05	0.0015
Aberdeen_08	29.898	44.847	0.621	0	0
Aberdeen_08	30.51	42.723	2.124	0	0
Aberdeen_08	29.106	42.057	0.666	0	0
