env_code	DTR	GDD	dGDD	PR	PRDTR
Idaho Falls_12	36.756	19.512	0	0.02	5e-04
Idaho Falls_12	36.558	22.365	2.853	0	0
Idaho Falls_12	30.474	24.111	1.746	5.39	0.1769
Idaho Falls_12	17.784	8.838	15.273	3.28	0.1844
Idaho Falls_12	20.088	8.64	0.198	0.86	0.0428
Idaho Falls_12	27.81	12.546	3.906	0.16	0.0058
Idaho Falls_12	23.436	9.315	3.231	0.02	9e-04
Idaho Falls_12	25.29	11.169	1.854	0.41	0.0162
Idaho Falls_12	19.71	15.183	4.014	2.6	0.1319
Idaho Falls_12	14.67	14.481	0.702	3.96	0.2699
Idaho Falls_12	20.88	11.628	2.853	1.62	0.0776
Idaho Falls_12	32.04	19.278	7.65	0.09	0.0028
Idaho Falls_12	30.276	26.73	7.452	0.01	3e-04
Idaho Falls_12	33.012	31.428	4.698	0	0
Idaho Falls_12	34.506	33.201	1.773	0.09	0.0026
Idaho Falls_12	28.224	31.608	1.593	0.24	0.0085
Idaho Falls_12	25.542	29.475	2.133	0.91	0.0356
Idaho Falls_12	25.596	21.33	8.145	6.58	0.2571
Idaho Falls_12	14.868	5.751	15.579	3.47	0.2334
Idaho Falls_12	24.84	9.225	3.474	0.44	0.0177
Idaho Falls_12	24.696	13.158	3.933	0.32	0.013
Idaho Falls_12	27.72	17.604	4.446	2.26	0.0815
Idaho Falls_12	20.124	14.202	3.402	0.68	0.0338
Idaho Falls_12	22.554	12.753	1.449	0.15	0.0067
Idaho Falls_12	19.782	18.153	5.4	0.45	0.0227
Idaho Falls_12	21.294	17.973	0.18	2.06	0.0967
Idaho Falls_12	19.026	9.108	8.865	2.09	0.1098
Idaho Falls_12	28.476	12.015	2.907	0	0
Idaho Falls_12	33.66	15.219	3.204	0.03	9e-04
Idaho Falls_12	34.938	20.367	5.148	0.05	0.0014
Idaho Falls_12	36.036	26.856	6.489	0	0
Idaho Falls_12	21.96	18.774	8.082	0.03	0.0014
Idaho Falls_12	31.014	15.444	3.33	0.01	3e-04
Idaho Falls_12	28.656	21.33	5.886	0	0
Idaho Falls_12	33.408	25.056	3.726	0	0
Idaho Falls_12	36.558	29.745	4.689	0	0
Idaho Falls_12	34.398	31.311	1.566	0	0
Idaho Falls_12	28.08	33.642	2.331	0.08	0.0028
Idaho Falls_12	26.766	31.599	2.043	0.32	0.012
Idaho Falls_12	19.458	21.447	10.152	1.13	0.0581
Idaho Falls_12	29.412	20.538	0.909	0.27	0.0092
Idaho Falls_12	32.58	26.802	6.264	0.03	9e-04
Idaho Falls_12	34.218	34.857	8.055	0.02	6e-04
Idaho Falls_12	19.476	21.204	13.653	0.42	0.0216
Idaho Falls_12	19.116	17.496	3.708	0.89	0.0466
Idaho Falls_12	16.128	13.266	4.23	2.66	0.1649
Idaho Falls_12	28.818	18.801	5.535	3.88	0.1346
Idaho Falls_12	18.576	16.038	2.763	14.81	0.7973
Idaho Falls_12	10.17	10.881	5.157	13.7	1.3471
Idaho Falls_12	29.286	16.803	5.922	0.21	0.0072
Idaho Falls_12	32.076	26.154	9.351	0.06	0.0019
Idaho Falls_12	23.4	26.19	0.036	0.08	0.0034
Idaho Falls_12	28.422	29.043	2.853	0.06	0.0021
Idaho Falls_12	28.116	34.542	5.499	0.02	7e-04
Idaho Falls_12	29.106	38.133	3.591	0.18	0.0062
Idaho Falls_12	27.396	36.954	1.179	0.07	0.0026
Idaho Falls_12	33.174	40.203	3.249	0.01	3e-04
Idaho Falls_12	28.242	21.195	19.008	1.85	0.0655
Idaho Falls_12	24.732	14.634	6.561	0.26	0.0105
Idaho Falls_12	34.308	21.78	7.146	0.01	3e-04
Idaho Falls_12	29.25	27.027	5.247	1.79	0.0612
Idaho Falls_12	17.946	15.435	11.592	1.51	0.0841
Idaho Falls_12	27.198	15.147	0.288	0.22	0.0081
Idaho Falls_12	29.61	23.895	8.748	0	0
Idaho Falls_12	29.664	30.924	7.029	0.05	0.0017
Idaho Falls_12	26.73	30.627	0.297	0.01	4e-04
Idaho Falls_12	30.528	26.784	3.843	0	0
Idaho Falls_12	23.58	28.782	1.998	0.03	0.0013
Idaho Falls_12	34.902	32.319	3.537	0	0
Idaho Falls_12	33.318	36.495	4.176	0.09	0.0027
Idaho Falls_12	26.676	29.772	6.723	0.03	0.0011
Idaho Falls_12	24.3	20.556	9.216	0.09	0.0037
Idaho Falls_12	31.68	23.994	3.438	0.02	6e-04
Idaho Falls_12	41.364	31.86	7.866	0	0
Idaho Falls_12	33.75	38.601	6.741	0.01	3e-04
Idaho Falls_12	34.506	39.321	0.72	0.05	0.0014
Idaho Falls_12	35.01	41.769	2.448	0.01	3e-04
Idaho Falls_12	32.202	42.795	1.026	0.09	0.0028
Idaho Falls_12	24.12	28.836	13.959	0.07	0.0029
Idaho Falls_12	36.99	30.249	1.413	0.05	0.0014
Idaho Falls_12	40.158	37.557	7.308	0.01	2e-04
Idaho Falls_12	32.364	41.778	4.221	0	0
Idaho Falls_12	36.504	41.886	0.108	0.02	5e-04
Idaho Falls_12	32.382	40.473	1.413	0.01	3e-04
Idaho Falls_12	32.724	41.418	0.945	0	0
Idaho Falls_12	25.65	41.733	0.315	0	0
Idaho Falls_12	35.1	39.33	2.403	0.01	3e-04
Idaho Falls_12	9.468	34.074	5.256	2.48	0.2619
Idaho Falls_12	33.3	37.152	3.078	0.08	0.0024
Idaho Falls_12	32.022	41.283	4.131	0.63	0.0197
Idaho Falls_12	30.564	43.362	2.079	0.74	0.0242
Idaho Falls_12	33.768	44.316	0.954	0.57	0.0169
Idaho Falls_12	35.442	45.81	1.494	0.6	0.0169
Idaho Falls_12	24.714	43.731	2.079	0.51	0.0206
Idaho Falls_12	38.16	44.595	0.864	0.01	3e-04
Idaho Falls_12	16.794	43.227	1.368	1.53	0.0911
Idaho Falls_12	17.082	35.649	7.578	9.61	0.5626
Idaho Falls_12	28.998	37.845	2.196	0.52	0.0179
Idaho Falls_12	20.592	36.828	1.017	4.49	0.218
Idaho Falls_12	29.7	38.52	1.692	0.1	0.0034
Idaho Falls_12	33.336	39.996	1.476	0	0
Idaho Falls_12	33.372	42.786	2.79	0.14	0.0042
Idaho Falls_12	27.306	46.107	3.321	0.01	4e-04
Idaho Falls_12	28.206	46.701	0.594	0.03	0.0011
Idaho Falls_12	25.362	43.911	2.79	1.07	0.0422
Idaho Falls_12	21.996	40.626	3.285	0.38	0.0173
Idaho Falls_12	23.112	41.436	0.81	0.4	0.0173
Idaho Falls_12	29.844	41.22	0.216	0	0
Idaho Falls_12	35.316	44.298	3.078	0.08	0.0023
Idaho Falls_12	29.214	46.377	2.079	0.39	0.0133
Idaho Falls_12	33.948	44.37	2.007	0	0
Idaho Falls_12	35.712	44.136	0.234	0.07	0.002
Idaho Falls_12	35.64	45.423	1.287	0.02	6e-04
Idaho Falls_12	30.312	45.9	0.477	0.06	0.002
Idaho Falls_12	28.854	45.441	0.459	1.95	0.0676
Idaho Falls_12	30.816	41.526	3.915	0.01	3e-04
Idaho Falls_12	29.088	37.926	3.6	0	0
Idaho Falls_12	35.136	36.558	1.368	0	0
Idaho Falls_12	38.718	42.759	6.201	0.03	8e-04
Idaho Falls_12	26.568	44.226	1.467	0.49	0.0184
Idaho Falls_12	35.226	43.425	0.801	0	0
Idaho Falls_12	35.244	46.269	2.844	0	0
