env_code	DTR	GDD	dGDD	PR	PRDTR
Aberdeen_16	37.818	21.105	0	0	0
Aberdeen_16	18.396	22.626	1.521	0.14	0.0076
Aberdeen_16	13.896	18.612	4.014	2.26	0.1626
Aberdeen_16	24.948	19.242	0.63	0.73	0.0293
Aberdeen_16	26.604	21.51	2.268	2.54	0.0955
Aberdeen_16	14.598	14.445	7.065	4.32	0.2959
Aberdeen_16	14.814	6.408	8.037	15.37	1.0375
Aberdeen_16	20.016	7.722	1.314	1.66	0.0829
Aberdeen_16	31.32	11.682	3.96	0.01	3e-04
Aberdeen_16	31.716	12.456	0.774	0	0
Aberdeen_16	26.37	11.898	0.558	0	0
Aberdeen_16	32.958	16.875	4.977	0.01	3e-04
Aberdeen_16	27.666	25.101	8.226	0	0
Aberdeen_16	32.526	26.055	0.954	0	0
Aberdeen_16	24.174	28.431	2.376	0.1	0.0041
Aberdeen_16	14.58	15.372	13.059	10.9	0.7476
Aberdeen_16	19.17	14.157	1.215	1.63	0.085
Aberdeen_16	10.188	10.872	3.285	7.33	0.7195
Aberdeen_16	20.556	14.688	3.816	2.02	0.0983
Aberdeen_16	19.116	13.95	0.738	1.5	0.0785
Aberdeen_16	24.966	13.833	0.117	0.03	0.0012
Aberdeen_16	15.948	10.872	2.961	3.36	0.2107
Aberdeen_16	21.204	12.654	1.782	1.29	0.0608
Aberdeen_16	29.52	14.319	1.665	0	0
Aberdeen_16	35.91	16.785	2.466	0	0
Aberdeen_16	28.602	25.209	8.424	0.01	3e-04
Aberdeen_16	30.186	27.243	2.034	0	0
Aberdeen_16	25.452	30.114	2.871	0.04	0.0016
Aberdeen_16	18.198	26.181	3.933	7.66	0.4209
Aberdeen_16	15.624	18.612	7.569	6.04	0.3866
Aberdeen_16	22.914	22.221	3.609	1.66	0.0724
Aberdeen_16	18.684	13.212	9.009	0.85	0.0455
Aberdeen_16	15.264	8.172	5.04	1.84	0.1205
Aberdeen_16	25.416	14.544	6.372	0.01	4e-04
Aberdeen_16	35.46	20.7	6.156	0.01	3e-04
Aberdeen_16	33.048	29.376	8.676	0.04	0.0012
Aberdeen_16	32.562	31.077	1.701	0.16	0.0049
Aberdeen_16	20.052	19.062	12.015	4.87	0.2429
Aberdeen_16	22.77	18.171	0.891	1	0.0439
Aberdeen_16	26.892	20.97	2.799	0.07	0.0026
Aberdeen_16	27.432	25.83	4.86	0.07	0.0026
Aberdeen_16	19.638	24.471	1.359	6.52	0.332
Aberdeen_16	22.572	23.436	1.035	8.46	0.3748
Aberdeen_16	18.936	15.318	8.118	9.88	0.5218
Aberdeen_16	18.198	13.131	2.187	1.09	0.0599
Aberdeen_16	26.892	16.578	3.447	0.2	0.0074
Aberdeen_16	20.43	20.943	4.365	4.01	0.1963
Aberdeen_16	16.146	17.055	3.888	2.51	0.1555
Aberdeen_16	25.434	20.547	3.492	0.23	0.009
Aberdeen_16	24.12	20.772	0.225	0.48	0.0199
Aberdeen_16	29.16	18.288	2.484	0	0
Aberdeen_16	22.428	25.308	7.02	1.72	0.0767
Aberdeen_16	24.138	25.785	0.477	0.21	0.0087
Aberdeen_16	30.114	24.003	1.782	0	0
Aberdeen_16	31.302	30.555	6.552	0	0
Aberdeen_16	24.534	32.931	2.376	0.02	8e-04
Aberdeen_16	27.81	32.931	0	0	0
Aberdeen_16	29.268	37.602	4.671	0	0
Aberdeen_16	31.752	41.058	3.456	0.05	0.0016
Aberdeen_16	30.096	41.724	0.666	0.08	0.0027
Aberdeen_16	27.72	38.43	3.294	0.48	0.0173
Aberdeen_16	28.116	43.434	5.004	0.02	7e-04
Aberdeen_16	21.114	39.123	4.311	0.15	0.0071
Aberdeen_16	29.646	40.293	1.17	0	0
Aberdeen_16	12.762	22.437	17.856	2.02	0.1583
Aberdeen_16	27.432	27.54	5.103	0.64	0.0233
Aberdeen_16	20.52	27.63	0.09	1.19	0.058
Aberdeen_16	21.978	30.591	2.961	0.31	0.0141
Aberdeen_16	31.698	30.303	0.288	0.59	0.0186
Aberdeen_16	25.47	23.697	6.606	0.06	0.0024
Aberdeen_16	37.008	29.574	5.877	0	0
Aberdeen_16	30.654	36.387	6.813	0.02	7e-04
Aberdeen_16	32.76	30.186	6.201	0.01	3e-04
Aberdeen_16	38.178	40.131	9.945	0	0
Aberdeen_16	25.488	36.828	3.303	0.02	8e-04
Aberdeen_16	33.966	38.907	2.079	0.03	9e-04
Aberdeen_16	25.308	41.796	2.889	0	0
Aberdeen_16	28.89	28.647	13.149	0.02	7e-04
Aberdeen_16	32.958	26.667	1.98	0	0
Aberdeen_16	36.396	35.082	8.415	0	0
Aberdeen_16	35.856	43.308	8.226	0	0
Aberdeen_16	32.58	46.638	3.33	0.02	6e-04
Aberdeen_16	31.32	45.882	0.756	0.01	3e-04
Aberdeen_16	25.218	42.831	3.051	1.18	0.0468
Aberdeen_16	28.134	41.445	1.386	0.09	0.0032
Aberdeen_16	30.204	42.552	1.107	0.03	0.001
Aberdeen_16	26.892	43.668	1.116	0.11	0.0041
Aberdeen_16	24.246	41.445	2.223	0.03	0.0012
Aberdeen_16	19.26	34.596	6.849	0.01	5e-04
Aberdeen_16	23.31	32.859	1.737	0	0
Aberdeen_16	33.264	34.02	1.161	0	0
Aberdeen_16	32.49	41.643	7.623	0	0
Aberdeen_16	27.45	42.831	1.188	0.01	4e-04
Aberdeen_16	24.48	25.488	17.343	2.46	0.1005
Aberdeen_16	28.944	24.03	1.458	0.01	3e-04
